사용월,호선명,역ID,지하철역,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,00:00,01:00,02:00,03:00
Dec-19,2호선,211,성수,26,"5,801","10,486","25,301","35,923","28,748","25,631","26,617","31,174","37,067","40,739","46,646","56,613","97,351","206,061","87,752","51,285","50,555","39,446","17,515","2,758",41,0,0
Dec-19,2호선,212,건대입구,369,"21,395","24,947","58,861","108,600","74,611","47,311","47,108","55,028","62,282","67,285","72,484","83,738","98,997","107,670","85,075","86,656","103,090","109,763","71,600","12,688",245,0,0
Dec-19,2호선,213,구의(광진구청),20,"13,571","26,163","67,246","123,874","74,818","42,339","37,165","37,605","38,559","35,978","34,559","37,737","43,628","49,468","28,218","22,449","21,763","18,912","11,703","2,035",51,0,0
Dec-19,2호선,214,강변(동서울터미널),29,"9,465","28,233","88,191","140,094","112,985","94,929","90,158","85,702","82,842","77,714","79,720","84,532","89,510","95,947","75,128","61,824","50,528","35,421","13,996","2,515",52,0,0
Dec-19,2호선,215,잠실나루,7,"3,086","11,203","38,453","55,475","35,438","28,941","29,974","29,081","27,594","29,929","30,968","35,478","41,603","37,093","19,974","15,640","11,789","7,999","3,888",722,17,2,0
Dec-19,2호선,216,잠실(송파구청),134,"13,839","48,147","121,267","184,148","139,050","102,609","105,926","117,085","135,192","148,161","173,151","197,029","245,169","301,558","213,356","201,268","181,937","147,193","52,410","14,594",493,7,0
Dec-19,2호선,217,잠실새내,40,"5,717","16,562","56,656","91,140","57,389","39,279","38,985","40,047","40,526","37,977","39,835","45,408","49,302","51,850","37,402","33,110","35,376","35,049","22,004","3,961",82,11,0
Dec-19,2호선,218,종합운동장,17,"1,908","6,469","17,167","28,524","21,346","15,357","17,420","16,035","15,681","20,084","21,145","21,962","23,145","24,403","15,507","15,491","19,487","17,855","7,452",680,135,2,0
Dec-19,2호선,219,삼성(무역센터),151,"5,540","8,759","17,693","26,966","27,589","32,310","48,066","66,049","89,976","111,918","144,112","171,314","245,668","345,373","229,330","173,527","156,487","116,412","37,274","12,704",961,12,0
Dec-19,2호선,220,선릉,133,"6,012","11,985","22,016","37,819","38,381","42,447","57,618","68,085","81,493","90,614","112,164","148,520","190,301","299,981","150,943","103,161","105,006","95,722","40,491","7,461",153,2,0
Dec-19,2호선,221,역삼,38,"4,472","9,002","16,299","29,665","28,538","29,853","41,662","52,075","63,644","72,409","91,989","112,662","193,188","284,311","145,323","92,253","95,816","80,683","33,328","6,562",39,10,0
Dec-19,2호선,222,강남,334,"18,905","25,972","45,036","73,378","65,749","68,164","93,171","119,304","150,459","161,176","196,265","225,538","290,337","386,600","260,124","217,886","267,218","281,356","147,841","29,427",386,18,0
Dec-19,2호선,223,교대(법원.검찰청),18,"2,861","13,733","27,968","44,743","36,464","34,623","43,693","46,200","59,028","69,719","74,178","76,917","108,821","156,950","80,505","67,434","74,537","63,530","30,034","6,983",116,6,0
Dec-19,2호선,224,서초,12,"1,355","7,179","15,146","25,947","29,410","23,685","36,883","34,038","47,528","45,745","49,502","56,932","79,045","111,137","55,450","38,381","45,173","29,273","10,143","2,696",20,1,0
Dec-19,2호선,225,방배,19,"3,164","10,182","23,673","38,640","32,788","24,819","27,339","29,526","34,439","35,968","40,686","45,213","56,933","77,517","35,790","28,270","29,627","24,682","11,579","2,678",44,5,0
Dec-19,2호선,226,사당,364,"14,034","23,916","76,055","107,797","81,872","57,552","55,175","63,601","71,580","78,557","79,400","82,140","92,598","110,267","84,433","81,763","96,099","101,743","61,790","11,078",210,15,0
Dec-19,2호선,227,낙성대,55,"12,110","26,339","84,091","135,834","90,015","51,648","44,993","48,144","49,717","45,487","49,011","51,434","58,010","61,366","36,717","28,133","26,867","22,980","12,907","2,228",69,3,0
Dec-19,2호선,228,서울대입구(관악구청),"4,491","29,915","43,952","133,271","197,809","133,574","82,933","76,314","83,941","87,119","81,319","86,150","95,885","105,724","114,529","72,417","59,877","61,198","58,079","31,274","5,734",86,1,0
Dec-19,2호선,229,봉천,115,"16,169","29,344","86,521","130,149","81,918","47,874","39,967","43,431","43,180","37,037","37,080","39,880","41,154","40,774","25,010","19,417","17,711","13,992","6,463","1,283",36,4,0
Dec-19,2호선,230,신림,372,"42,716","80,989","223,764","342,350","212,856","121,966","104,819","111,077","107,564","99,097","98,382","107,451","116,579","118,845","80,791","67,126","64,429","61,146","35,199","6,919",160,10,0
Dec-19,2호선,231,신대방,135,"24,976","38,068","96,060","142,828","93,593","56,424","46,757","46,446","44,974","39,083","38,065","41,640","45,375","51,918","29,646","22,269","18,054","14,218","7,366","1,294",55,9,0
Dec-19,2호선,232,구로디지털단지,223,"42,238","55,683","147,572","205,184","136,117","86,708","78,298","84,998","87,226","80,886","85,040","103,915","142,902","247,851","130,861","85,092","73,804","62,431","31,582","5,507",80,5,0
Dec-19,2호선,233,대림(구로구청),562,"37,279","33,999","74,245","109,192","82,050","50,673","42,506","44,894","45,635","42,497","44,362","50,376","58,116","68,894","38,330","28,386","23,602","17,420","9,644","1,468",82,2,0
Dec-19,2호선,234,신도림,"3,224","38,731","52,401","144,266","159,857","104,514","77,365","78,395","89,850","97,786","97,728","105,068","116,327","138,124","165,201","102,790","89,937","99,322","76,542","32,896","4,155",152,0,0
Dec-19,2호선,235,문래,11,"3,803","11,424","43,843","48,999","30,283","24,940","24,783","27,238","29,822","29,223","31,726","36,631","58,121","102,092","41,188","29,334","29,177","24,591","11,658","1,946",46,1,0
Dec-19,2호선,236,영등포구청,42,"6,082","12,943","42,632","52,831","34,566","27,611","29,669","31,503","33,808","34,445","35,196","41,093","57,749","106,583","41,171","32,250","33,103","26,562","11,864","2,090",37,0,0
Dec-19,2호선,237,당산,35,"6,513","17,519","48,073","65,705","41,827","31,596","30,411","30,884","30,606","28,736","30,219","35,062","49,877","71,660","36,263","25,729","26,014","23,490","12,410","1,924",35,1,0
Dec-19,2호선,238,합정,170,"10,024","18,402","44,508","60,495","41,729","34,349","36,900","42,118","47,522","50,520","56,065","67,457","86,424","124,125","81,261","66,884","84,307","85,670","46,793","7,916",359,1,0
Dec-19,2호선,239,홍대입구,"1,721","40,987","37,173","70,091","90,857","75,332","74,223","88,224","98,299","110,934","122,008","146,438","177,999","211,593","237,558","198,816","194,761","234,798","264,502","149,726","20,799",578,5,0
Dec-19,2호선,240,신촌,139,"12,272","16,048","38,020","58,328","45,616","47,141","56,377","73,833","80,266","84,768","95,978","113,770","131,665","131,681","100,443","105,414","112,436","120,843","65,384","10,965",262,7,0
Dec-19,2호선,241,이대,44,"3,214","6,471","17,971","26,771","19,513","17,666","23,376","36,026","38,230","37,491","46,596","59,650","67,363","52,915","36,595","31,473","32,192","25,033","10,002","1,323",24,0,0
Dec-19,2호선,242,아현,40,"4,442","9,739","26,397","39,426","25,193","19,202","19,213","21,424","21,827","18,642","19,762","22,577","24,708","23,211","13,781","9,889","8,333","6,224","2,862",585,17,0,0
Dec-19,2호선,243,충정로(경기대입구),28,"3,613","6,937","16,847","25,185","17,406","13,908","15,735","16,242","17,521","17,675","17,956","21,194","28,087","56,043","19,164","13,333","13,584","10,019","4,731",891,21,0,0
Dec-19,2호선,244,용답,1,"2,636","3,151","8,033","13,433","7,116","4,882","4,556","4,933","5,305","4,780","4,558","4,967","5,185","4,422","2,702","2,140","1,537","1,249",653,156,4,0,0
Dec-19,2호선,245,신답,1,964,"1,772","6,599","11,397","4,538","2,669","2,511","2,440","2,540","2,092","1,966","2,183","2,432","2,330","1,330",849,666,565,233,42,4,0,0
Dec-19,2호선,246,신설동,19,"1,132","1,503","3,179","6,266","4,929","5,072","6,622","7,779","9,262","10,466","11,747","12,692","14,462","17,662","7,118","4,295","3,565","2,716","1,079",149,9,0,0
Dec-19,2호선,247,도림천,0,403,"1,026","2,549","3,616","2,269","2,331","1,981","2,270","1,892","1,893","2,441","2,996","3,098","3,533","1,888",905,814,488,233,45,3,0,0
Dec-19,2호선,248,양천구청,25,"4,627","10,599","32,459","33,615","20,713","15,027","14,021","14,094","12,288","10,514","10,113","11,852","12,031","11,145","5,105","3,548","3,065","2,586","1,074",209,2,0,0
Dec-19,2호선,249,신정네거리,71,"7,836","13,111","42,763","43,749","25,699","19,511","17,845","17,180","16,203","14,270","14,185","18,228","19,875","15,236","8,789","6,352","5,264","4,845","2,114",343,15,1,0
Dec-19,2호선,250,용두(동대문구청),17,"1,073","1,441","4,953","8,336","4,327","3,538","3,875","4,703","4,793","5,152","5,453","5,861","6,123","6,555","3,247","2,581","2,182","1,508",605,110,3,0,0
Dec-19,3호선,309,지축,0,405,"2,094","6,354","7,875","4,378","3,304","2,968","2,852","2,821","2,547","3,077","3,773","4,021","2,249","1,071",654,448,369,178,56,0,0,0
Dec-19,3호선,310,구파발,148,"9,859","29,355","90,861","95,892","54,233","38,005","35,254","36,363","35,712","35,350","38,368","43,359","46,491","40,107","25,415","21,178","18,692","15,728","5,548","1,048",16,0,0
Dec-19,3호선,311,연신내,316,"27,256","51,810","142,559","182,050","107,757","75,878","70,262","77,679","73,140","66,410","66,817","78,047","72,572","62,912","44,440","35,790","34,330","30,781","15,381","2,917",74,0,0
Dec-19,3호선,312,불광,29,"9,358","18,836","54,051","69,064","40,558","30,427","30,021","30,815","33,424","32,893","34,434","37,397","37,879","38,504","22,182","17,867","17,604","12,799","5,712","1,024",20,0,0
Dec-19,3호선,313,녹번,26,"8,377","20,662","60,588","73,389","42,872","28,073","24,604","24,032","22,494","19,925","19,100","23,640","25,282","22,584","10,931","7,705","6,636","5,465","2,498",353,3,0,0
Dec-19,3호선,314,홍제,80,"8,881","22,058","63,514","80,809","50,600","37,100","34,931","36,852","34,456","31,885","32,581","34,584","38,112","33,969","18,553","14,403","12,327","9,662","4,325",704,37,0,0
Dec-19,3호선,315,무악재,29,"1,929","4,622","15,694","19,310","11,894","9,107","7,852","7,436","6,598","6,269","5,588","6,448","7,035","7,462","3,409","2,522","2,408","1,656",834,117,7,0,0
Dec-19,3호선,316,독립문,118,"4,929","6,101","17,247","23,117","18,311","16,656","19,173","18,693","17,493","17,021","17,863","20,188","18,939","18,007","8,876","6,542","5,717","4,066","1,627",315,19,0,0
Dec-19,3호선,317,경복궁(정부서울청사),128,"3,163","5,936","14,864","22,725","24,654","23,558","34,227","38,893","47,993","54,531","66,597","79,474","92,512","115,353","48,456","40,091","49,823","32,788","13,630","2,370",184,0,0
Dec-19,3호선,318,안국,37,"1,856","3,488","6,452","10,194","11,668","16,532","26,532","36,199","42,884","53,559","66,883","81,721","123,340","126,313","56,122","46,273","45,708","29,572","10,452","1,922",123,0,0
Dec-19,3호선,319,종로3가,20,873,"1,332","2,226","3,228","5,544","8,153","11,499","13,207","15,304","19,239","24,383","27,244","35,062","58,831","41,821","22,442","24,067","18,931","9,121","1,307",34,0,0
Dec-19,3호선,320,을지로3가,6,581,"1,354","2,457","4,441","7,496","11,297","13,667","13,818","16,482","18,631","21,208","23,320","40,265","71,886","33,812","23,298","22,923","19,438","11,078","2,105",32,0,0
Dec-19,3호선,321,충무로,0,0,0,0,0,0,1,0,2,4,4,3,6,6,8,6,11,4,8,5,5,0,0,0
Dec-19,3호선,322,동대입구,9,"1,599","2,649","5,185","8,869","7,923","9,079","12,165","13,860","19,173","21,076","23,718","31,268","45,508","47,066","28,380","32,482","26,236","20,864","9,355","1,146",33,0,0
Dec-19,3호선,323,약수,124,"6,169","10,493","26,084","43,978","32,097","23,121","22,970","25,068","25,915","25,099","25,144","28,211","32,165","38,454","22,641","18,294","18,313","14,759","7,469","1,427",79,1,0
Dec-19,3호선,324,금호,33,"4,628","10,047","27,277","42,036","27,154","18,363","16,212","14,917","14,916","12,839","12,648","13,810","15,236","14,046","9,076","6,736","5,472","4,360","2,245",469,16,0,0
Dec-19,3호선,325,옥수,220,"3,195","9,114","24,597","37,397","25,103","18,652","18,066","17,001","18,033","16,566","16,919","18,705","21,043","20,979","13,029","9,611","9,023","6,861","3,127",630,5,0,0
Dec-19,3호선,326,압구정,65,"3,467","8,575","16,479","30,603","24,187","29,654","39,672","47,621","54,011","66,392","76,471","85,227","103,532","153,903","111,171","89,181","71,738","59,082","22,195","2,907",61,1,0
Dec-19,3호선,327,신사,95,"5,112","7,193","12,755","22,290","19,987","22,221","30,458","37,198","45,127","55,994","66,333","77,960","103,163","150,556","109,926","77,632","88,174","83,993","39,971","6,074",47,1,0
Dec-19,3호선,328,잠원,5,"1,453","5,944","16,297","28,085","18,135","12,748","12,743","12,163","11,740","10,525","11,133","12,863","14,785","14,562","8,018","5,318","5,095","3,816","1,349",192,12,0,0
Dec-19,3호선,329,고속터미널,211,"7,127","8,084","26,734","53,318","65,090","74,111","92,927","111,958","126,859","141,942","158,691","175,612","196,560","184,731","165,153","175,385","124,401","79,256","28,982","3,469",40,0,0
Dec-19,3호선,330,교대(법원.검찰청),27,"1,258","3,278","8,047","13,475","11,684","12,865","17,468","19,005","25,076","29,494","30,066","32,415","45,870","69,778","33,308","29,574","32,164","28,532","13,865","2,342",30,1,0
Dec-19,3호선,331,남부터미널(예술의전당),53,"3,078","8,482","28,263","48,855","45,917","48,459","54,603","56,903","59,777","59,443","65,318","76,225","106,953","151,564","77,919","61,316","57,939","44,983","18,180","2,545",29,0,0
Dec-19,3호선,332,양재(서초구청),107,"6,153","13,976","35,829","51,903","39,512","38,068","43,633","50,441","62,683","68,246","76,024","88,573","131,099","215,579","107,276","80,053","84,333","65,130","27,049","3,214",51,0,0
Dec-19,3호선,333,매봉,9,"1,534","6,400","15,386","21,563","15,702","13,675","14,408","14,893","16,622","19,831","20,971","23,610","34,798","63,397","24,796","16,963","18,706","13,081","4,898",553,4,0,0
Dec-19,3호선,334,도곡,40,"1,055","3,782","9,195","14,002","9,659","7,664","8,589","9,168","10,421","11,218","11,513","13,924","19,160","21,187","11,696","7,912","7,964","5,464","1,856",233,9,0,0
Dec-19,3호선,335,대치,10,"2,667","11,562","25,924","31,351","19,422","16,105","16,658","17,788","19,092","18,672","21,171","23,535","30,679","30,255","23,010","14,984","15,197","24,640","4,013",573,43,0,0
Dec-19,3호선,336,학여울,1,519,"1,586","3,757","5,092","3,716","3,065","4,766","7,168","8,642","8,913","11,441","12,187","12,958","10,135","3,353","2,107","2,066","1,540",404,63,21,0,0
Dec-19,3호선,337,대청,18,"3,822","10,120","27,659","36,971","21,629","19,045","18,120","17,533","18,703","17,121","18,881","22,413","26,434","32,169","13,986","10,123","9,038","6,497","2,551",336,5,0,0
Dec-19,3호선,338,일원,7,"2,057","7,928","22,380","26,116","18,892","19,042","21,335","21,298","19,365","19,969","23,429","29,151","34,367","19,278","11,324","8,752","6,071","4,000","1,595",287,5,0,0
Dec-19,3호선,339,수서,180,"4,838","12,577","37,152","49,905","36,668","37,719","30,561","35,800","34,587","27,124","36,751","41,915","46,755","59,614","27,761","26,789","19,200","19,276","9,873","1,236",30,0,0
Dec-19,3호선,340,가락시장,13,"2,787","6,937","21,089","26,374","19,476","17,171","17,427","17,270","18,029","18,742","19,385","21,569","24,559","33,947","15,533","13,531","13,177","11,200","4,804",662,13,0,0
Dec-19,3호선,341,경찰병원,5,"2,484","6,896","23,063","29,558","18,501","14,069","13,604","11,856","12,599","12,850","13,132","13,757","17,967","22,450","9,075","7,118","6,931","5,099","1,797",234,8,0,0
Dec-19,3호선,342,오금,14,"3,498","7,446","25,796","34,669","18,517","11,756","10,673","10,203","10,585","8,611","8,797","10,388","13,284","15,107","6,727","4,572","4,161","4,200","1,255",181,1,0,0
Dec-19,4호선,409,당고개,86,"8,662","17,442","54,703","55,747","36,596","27,952","24,856","24,680","23,936","21,711","20,407","21,823","23,057","19,915","13,350","8,812","6,933","5,370","2,595",498,6,0,0
Dec-19,4호선,410,상계,63,"13,645","34,468","97,317","92,238","54,012","39,522","35,457","36,160","34,099","29,104","28,840","32,028","31,609","28,770","18,082","13,270","12,735","12,325","5,024",881,19,0,0
Dec-19,4호선,411,노원,137,"13,229","26,309","58,587","67,940","41,870","34,533","33,863","36,581","37,726","36,387","37,970","43,886","44,952","43,541","32,605","34,457","31,248","31,496","17,524","3,456",106,0,0
Dec-19,4호선,412,창동,"1,931","16,965","36,678","104,413","95,124","64,348","51,046","50,061","52,272","51,429","47,652","50,419","56,283","58,845","58,425","32,102","25,815","24,450","21,502","10,432","1,763",32,0,0
Dec-19,4호선,413,쌍문,102,"23,121","52,475","136,738","153,152","97,431","68,409","58,180","58,596","52,937","46,338","45,315","49,117","50,605","46,200","30,030","22,037","18,463","14,268","7,428","1,174",41,0,0
Dec-19,4호선,414,수유(강북구청),120,"20,905","44,824","124,178","149,506","95,447","67,848","62,751","66,124","63,997","60,358","60,740","65,335","71,240","77,356","47,479","36,982","33,618","28,828","16,793","2,844",37,1,0
Dec-19,4호선,415,미아(서울사이버대학),26,"10,558","20,660","54,494","64,854","41,810","30,420","31,786","30,615","32,389","29,365","28,682","30,315","32,744","33,733","20,076","14,888","12,677","10,436","4,083",695,126,0,0
Dec-19,4호선,416,미아사거리,46,"14,717","36,844","102,539","121,614","75,055","52,660","49,722","51,434","53,483","51,086","55,178","59,848","59,023","58,382","42,852","40,914","27,845","22,396","11,495","1,983",53,0,0
Dec-19,4호선,417,길음,15,"9,343","28,444","88,011","101,302","58,280","41,744","37,654","38,749","38,027","35,636","38,430","43,030","47,711","42,782","26,119","19,701","15,954","15,066","7,035","1,142",15,0,0
Dec-19,4호선,418,성신여대입구(돈암),58,"5,816","18,105","50,936","67,254","45,694","36,162","37,709","41,626","43,437","43,550","46,033","51,620","58,837","59,367","41,090","36,394","38,186","36,616","18,394","2,885",66,0,0
Dec-19,4호선,419,한성대입구(삼선교),64,"7,487","13,150","33,861","45,886","32,112","25,549","27,167","29,327","31,020","28,882","31,740","37,406","39,674","38,731","23,978","19,850","18,803","15,809","7,707","1,339",47,0,0
Dec-19,4호선,420,혜화,27,"4,384","7,865","18,758","24,841","28,481","37,911","54,159","70,262","70,159","78,535","101,464","120,187","135,889","153,204","99,773","98,665","130,674","126,314","50,320","7,190",193,0,0
Dec-19,4호선,421,동대문,390,"9,967","4,719","6,524","9,336","14,820","21,829","31,059","40,766","48,178","60,705","71,456","79,709","105,947","92,274","49,222","35,373","32,756","31,530","17,721","2,317",88,0,0
Dec-19,4호선,422,동대문역사문화공원,327,"12,188","6,198","8,868","13,349","16,169","19,411","24,235","29,101","30,498","38,793","47,877","54,700","71,779","101,422","69,847","55,075","53,572","48,457","28,825","5,565",136,1,0
Dec-19,4호선,423,충무로,76,"3,693","5,449","10,981","17,895","22,089","26,200","32,782","36,751","46,322","53,263","59,122","70,369","100,433","163,489","91,041","67,586","70,893","59,182","32,330","6,893",78,0,0
Dec-19,4호선,424,명동,74,"1,576","3,983","6,583","12,987","26,699","37,990","46,355","48,782","58,335","71,046","83,033","95,076","114,666","160,508","114,840","107,069","112,992","105,653","46,414","3,911",106,0,0
Dec-19,4호선,425,회현(남대문시장),59,"2,447","4,026","6,780","11,006","16,034","23,278","36,255","46,951","62,168","77,049","86,708","98,333","137,374","137,661","66,815","69,810","32,479","19,687","8,498","1,278",49,0,0
Dec-19,4호선,426,서울역,267,"5,071","6,482","12,944","19,054","16,808","15,902","19,056","19,826","20,426","19,802","22,604","26,235","43,704","80,426","30,567","21,344","19,443","15,851","8,084","1,092",25,0,0
Dec-19,4호선,427,숙대입구(갈월),10,"3,391","8,103","19,034","31,947","23,444","21,007","24,797","25,619","28,127","29,020","30,599","39,344","43,446","61,574","31,429","26,097","26,083","23,239","12,771","2,125",302,0,0
Dec-19,4호선,428,삼각지,9,624,"1,913","5,542","8,948","6,306","4,793","5,803","6,856","8,638","8,531","8,269","9,591","14,411","26,148","10,889","8,962","9,091","7,325","3,958",529,4,0,0
Dec-19,4호선,429,신용산,5,"1,257","4,144","11,217","17,258","14,920","13,915","17,724","19,407","23,406","24,517","31,120","40,022","59,299","99,020","48,494","36,221","34,556","24,860","12,507","1,737",13,0,0
Dec-19,4호선,430,이촌(국립중앙박물관),71,"1,461","4,311","13,440","21,096","14,709","12,779","26,386","27,548","18,537","16,960","20,635","26,217","30,222","29,267","12,487","9,310","9,645","7,022","2,559",356,38,0,0
Dec-19,4호선,431,동작(현충원),34,349,"1,307","5,102","7,200","5,233","3,844","4,813","4,012","4,075","3,848","4,474","5,196","6,368","6,868","2,942","2,351","2,308","1,581",689,172,6,0,0
Dec-19,4호선,432,총신대입구(이수),151,"6,772","17,034","47,930","70,542","45,894","34,562","36,372","36,943","38,617","38,500","39,410","41,468","45,291","51,296","31,717","29,471","29,179","25,701","14,399","2,248",33,0,0
Dec-19,4호선,433,사당,125,"10,987","24,575","72,981","97,326","73,048","53,362","47,205","48,444","50,322","48,983","47,803","48,798","57,357","61,501","44,188","40,300","46,798","45,202","25,367","3,416",30,0,0
Dec-19,4호선,434,남태령,60,501,"1,082","2,864","5,053","3,708","3,034","2,834","2,664","2,615","2,403","2,999","4,071","4,895","4,623","1,854","1,072",768,428,214,43,0,0,0
Dec-19,경부선,1001,서울역,3,69,108,"8,481","20,818","16,560","16,018","19,600","16,150","14,242","7,474","20,842","16,484","17,796","18,594","18,437","14,343","11,526","11,459","5,859",887,1,0,0
Dec-19,경부선,1002,남영,60,"2,829","4,800","12,094","19,854","12,747","12,406","14,606","15,154","16,461","17,586","20,211","24,514","28,908","52,873","21,568","17,267","17,046","14,939","7,750",505,0,0,0
Dec-19,경부선,1003,용산,280,"5,129","6,194","22,519","33,721","43,208","40,716","55,652","58,728","71,504","70,507","104,841","113,616","138,925","175,058","113,643","112,372","109,696","73,701","30,594","1,785",0,0,0
Dec-19,경부선,1004,노량진,334,"5,380","6,877","19,352","29,736","18,386","14,861","15,703","18,067","21,186","20,645","21,253","23,504","26,791","30,027","19,678","20,126","25,178","29,478","12,232",650,0,0,0
Dec-19,경부선,1005,대방,469,"6,240","11,136","32,086","46,144","28,206","21,602","20,621","23,229","25,578","23,384","24,246","26,541","36,880","50,425","21,145","16,756","17,501","15,453","4,544",189,2,0,0
Dec-19,경부선,1006,영등포,"3,290","20,759","18,397","42,347","65,242","47,283","47,058","53,502","65,950","73,406","88,881","114,406","137,766","156,617","197,087","129,596","134,777","119,859","103,214","47,668","1,605",7,0,0
Dec-19,경부선,1007,신도림,343,"2,345","3,187","10,082","13,476","7,278","5,075","5,119","5,585","5,785","5,753","6,082","6,889","9,222","14,866","6,466","5,286","5,597","3,930","1,601",92,0,0,0
Dec-19,경부선,1032,신길,521,"11,725","11,211","24,875","35,868","22,339","14,969","13,796","15,086","13,953","12,129","13,526","17,138","20,999","33,202","13,597","8,925","9,198","6,875","3,046",240,16,0,0
Dec-19,경부선,1701,구로,"10,872","26,394","21,538","40,735","44,107","30,435","25,959","26,724","28,428","28,741","28,555","31,168","36,049","53,026","74,533","32,948","22,267","21,294","17,989","7,935",113,1,0,0
Dec-19,경부선,1702,가산디지털단지,"1,281","9,740","8,313","14,973","16,042","12,736","11,741","13,044","14,792","17,109","17,998","20,166","26,815","60,318","119,854","49,837","31,262","27,985","19,089","9,108",264,0,0,0
Dec-19,경부선,1703,금천구청,373,"10,675","19,582","49,687","49,600","30,282","22,578","20,686","20,474","19,404","17,375","18,106","19,752","22,364","30,085","13,594","9,753","9,117","6,631","2,446",74,0,0,0
