사용월,호선명,역ID,지하철역,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,00:00,01:00,02:00,03:00
2020-02,2호선,0209,한양대,1,912,2008,4987,8405,5981,4549,5746,6668,8618,7930,9087,14445,23864,24559,11710,8494,8963,7481,4505,996,0,0,0
2020-02,2호선,0210,뚝섬,22,3453,6956,18703,28967,17181,12466,12484,15826,19728,21043,23344,28920,43144,106138,52948,29431,26408,17843,7322,1120,0,0,0
2020-02,2호선,0211,성수,24,4837,8757,21118,30990,22759,18800,19649,22304,27758,30993,35016,43416,81739,199017,84631,46597,42772,32285,13031,1744,4,0,0
2020-02,2호선,0212,건대입구,248,16025,19873,49728,94069,57953,32099,30340,35926,39936,40586,43915,51767,65128,80109,58788,58333,66241,70193,45974,7691,2,0,0
2020-02,2호선,0213,구의(광진구청),5,11623,23228,60250,112093,63803,29979,25194,27773,28395,25236,24515,26490,31335,40530,22253,17412,16653,14749,8790,1380,0,0,0
2020-02,2호선,0214,강변(동서울터미널),13,7830,23952,76747,115918,81896,56134,49987,51578,51258,48051,47719,49759,55251,63321,49264,38219,31091,21638,8668,1492,2,0,0
2020-02,2호선,0215,잠실나루,3,2695,9136,33278,46410,25763,18528,18293,17608,17978,18731,19696,22878,28333,28113,15440,11117,8461,5591,2693,443,1,0,0
2020-02,2호선,0216,잠실(송파구청),76,11232,41227,104114,160620,116517,70154,65756,71980,81493,81520,88950,102506,140068,217698,139941,123683,102610,82378,29046,3585,1,0,0
2020-02,2호선,0217,잠실새내,26,4703,13918,48936,72639,41697,24784,23066,26017,27648,25086,26609,28847,32138,37547,28870,24676,25866,24452,15213,2472,0,0,0
2020-02,2호선,0218,종합운동장,9,1601,5161,15639,23342,16761,9651,8802,9298,9890,12211,10410,9825,12666,16559,9195,5561,6260,3410,1662,246,1,0,0
2020-02,2호선,0219,삼성(무역센터),159,4936,7289,15536,21154,20400,20557,28693,35955,47923,58405,72836,90290,154422,287704,171022,114274,93994,68963,19336,2753,1,0,0
2020-02,2호선,0220,선릉,104,5159,10198,19022,30662,28649,29287,38866,47236,57356,64585,83934,116074,156920,285470,145841,88415,85115,66582,27356,4515,0,0,0
2020-02,2호선,0221,역삼,42,3707,7869,13564,25227,22585,22010,29327,36389,46396,52407,68374,85219,164553,271822,144055,84234,81485,60058,22673,4098,0,0,0
2020-02,2호선,0222,강남,269,12319,20867,39799,64280,51821,50719,69595,92295,118413,119012,145118,164271,227431,343134,222579,170887,202537,200247,91420,16449,2,1,0
2020-02,2호선,0223,교대(법원.검찰청),13,2620,12068,23833,35992,28014,23826,28057,32332,40581,45982,52300,55865,85326,141922,67816,50579,56866,47558,19479,4259,1,0,0
2020-02,2호선,0224,서초,21,1119,6224,12683,21949,23075,16323,22182,21704,29079,29123,33980,38299,61033,100816,47858,28936,30002,20685,6580,867,0,0,0
2020-02,2호선,0225,방배,13,2552,8680,20037,31157,24401,16543,15806,17635,20667,20286,22964,26606,37062,65583,28697,19501,19892,16315,7338,1458,2,0,0
2020-02,2호선,0226,사당,199,12346,21499,67895,92858,68199,40174,36028,42854,46156,45304,47569,50359,63782,88555,61812,51816,58511,58268,34977,5976,3,0,0
2020-02,2호선,0227,낙성대,41,10642,23031,74340,121240,77010,37588,30698,34449,34995,31030,30606,33195,39540,48664,27736,21077,19543,16165,9025,1644,0,0,0
2020-02,2호선,0228,서울대입구(관악구청),3808,26490,38129,120359,177619,116945,61561,53043,58005,64393,57679,58672,64476,72827,88021,56957,46966,47765,45300,23750,3914,2,0,0
2020-02,2호선,0229,봉천,56,13383,25978,76084,116972,68291,35169,27948,31069,31034,26247,26387,26820,29141,33793,20553,15450,14296,10681,4922,864,1,1,0
2020-02,2호선,0230,신림,214,37118,71824,198521,307436,179859,89829,73194,78631,78225,69073,67956,72329,79610,90270,63338,50472,49489,45922,27399,4665,1,1,0
2020-02,2호선,0231,신대방,100,20971,32757,84330,126858,74809,38377,29979,31565,31727,27506,26470,28083,31942,40721,23603,16942,13431,10372,5399,974,0,0,0
2020-02,2호선,0232,구로디지털단지,216,35640,47821,131602,179576,110055,60664,52762,59113,63525,57244,60371,70285,110749,220856,119014,68562,55561,46085,22270,3353,0,0,0
2020-02,2호선,0233,대림(구로구청),495,29723,28022,60953,91112,61407,32066,26169,28651,29364,26841,26514,30120,37775,52740,28097,18505,14755,10037,5396,760,0,0,0
2020-02,2호선,0234,신도림,2954,31903,46142,128282,134346,83324,51808,50063,59885,65032,63893,66062,72993,91734,134644,78054,63798,62976,45276,21146,2554,3,0,0
2020-02,2호선,0235,문래,6,3258,9898,38330,41545,23297,16293,15787,17319,20418,20602,21917,26571,44795,97247,36953,23704,23157,17980,8547,1305,0,0,0
2020-02,2호선,0236,영등포구청,26,4893,11234,39192,46266,27681,20058,20294,22294,25244,25236,26498,30445,45684,100615,37554,26253,25009,20571,8902,1397,1,0,0
2020-02,2호선,0237,당산,41,5622,14696,41730,55815,32890,20759,19381,20362,21679,20552,21069,24127,36563,62978,32090,20676,20056,17502,8993,1382,0,0,0
2020-02,2호선,0238,합정,138,8165,15032,39080,53435,33932,24154,25182,29401,33530,35462,38827,46425,64175,109169,68813,53947,62266,59994,31959,5105,0,0,0
2020-02,2호선,0239,홍대입구,980,25734,27864,58138,75109,54785,47760,54591,61338,72407,74365,88493,105030,132331,172515,137201,127442,152149,161202,92055,11447,3,1,0
2020-02,2호선,0240,신촌,100,7979,13141,32723,48868,33511,31434,39049,48441,54466,53336,61621,70564,87910,94400,69952,70612,74815,79690,41415,6171,0,0,0
2020-02,2호선,0241,이대,35,2529,5379,15737,22598,14623,11401,13590,20118,22684,21200,24468,32409,39470,34828,24173,18451,17846,14280,5300,672,0,0,0
2020-02,2호선,0242,아현,5,3898,8668,23822,34259,20391,13376,12134,13032,12976,11876,12557,13919,16244,17533,10299,7189,6053,4067,1962,307,2,0,0
2020-02,2호선,0243,충정로(경기대입구),7,3050,6069,15128,21616,14224,10144,10982,10780,12491,12172,12514,14554,21039,51566,17643,10720,10071,7543,3106,540,0,0,0
2020-02,2호선,0244,용답,1,2127,2759,6630,11683,5453,3292,2747,3193,3609,3147,2761,3048,3424,3411,1975,1475,1126,799,563,85,0,0,0
2020-02,2호선,0245,신답,2,912,1634,5650,10404,3558,1928,1630,1693,1758,1512,1567,1442,1706,1987,1055,581,504,412,194,25,0,0,0
2020-02,2호선,0246,신설동,27,995,1167,2586,5475,3612,3387,4457,5288,5982,6703,7421,8001,10553,14536,5828,3308,2675,2117,773,141,0,0,0
2020-02,2호선,0247,도림천,0,315,889,2582,3044,1763,1575,1319,1953,1541,1748,1943,1996,2684,3434,1736,806,727,326,202,40,1,0,0
2020-02,2호선,0248,양천구청,20,4129,9576,29019,26361,15045,9075,8290,8720,8540,7471,6770,7231,8237,8820,3874,2656,2452,2042,868,138,0,1,0
2020-02,2호선,0249,신정네거리,49,6890,11415,37953,36011,19330,12268,10961,11610,11517,10253,9945,12063,14464,11890,6992,4824,4024,3464,1674,265,1,0,0
2020-02,2호선,0250,용두(동대문구청),5,924,1281,4408,7610,3470,2596,2773,3244,3370,3397,3808,3759,3969,5296,2553,1691,1390,1171,413,77,0,0,0
2020-02,3호선,0309,지축,0,855,3581,10668,11090,5308,3571,3050,3130,3099,2579,2842,3278,3650,2762,1312,875,581,520,276,57,1,0,0
2020-02,3호선,0310,구파발,120,8439,25873,82181,79733,39191,25189,23021,24284,24099,23024,24427,27089,29802,28671,18040,13833,12506,10917,3898,645,3,0,0
2020-02,3호선,0311,연신내,293,24198,44764,128476,158307,84195,53437,47525,52554,51727,46809,45961,48183,49926,47694,34558,27858,25427,23301,12164,2334,1,2,0
2020-02,3호선,0312,불광,22,8278,16450,47287,59310,30999,20869,19981,20172,22149,21208,22105,23065,25191,29604,17036,13087,11957,9153,3817,681,0,0,0
2020-02,3호선,0313,녹번,9,7452,17968,51902,62715,33558,18872,15800,15436,15049,13351,12711,15339,16592,17570,8587,5903,5110,3907,1786,257,0,0,0
2020-02,3호선,0314,홍제,34,7769,18825,54659,68581,39067,25670,22634,24216,23479,21139,21112,22586,24605,25577,13824,10536,8872,6449,2848,490,0,0,0
2020-02,3호선,0315,무악재,19,1522,4204,13472,16238,9164,6071,5035,5127,4725,4089,3885,4099,4736,6062,2998,2076,1859,1274,629,92,0,0,0
2020-02,3호선,0316,독립문,80,4273,5373,14081,18235,12893,9837,9400,11005,10950,10174,10666,10550,11746,14668,7093,5024,4181,2973,1125,201,3,0,0
2020-02,3호선,0317,경복궁(정부서울청사),69,2417,4994,12370,18205,18147,14364,17268,20380,25044,27121,31590,38477,52392,93955,35816,27592,31840,19125,8159,1216,0,0,0
2020-02,3호선,0318,안국,25,1549,2827,5296,7933,8259,10660,14742,19279,23018,26189,31135,36486,85898,110344,44464,32280,28512,17793,6040,934,0,0,0
2020-02,3호선,0319,종로3가,3,635,1140,1765,2567,3836,5719,8064,9390,10724,12238,16591,17779,26808,53751,35659,16602,16452,12692,5572,647,1,0,0
2020-02,3호선,0320,을지로3가,9,495,962,1831,3281,5116,6341,7928,8419,10199,11873,13466,16626,32796,67966,29560,18159,16512,12820,6739,1163,0,0,0
2020-02,3호선,0321,충무로,0,0,0,0,1,0,0,0,0,2,3,1,5,4,6,5,0,5,4,1,0,0,0,0
2020-02,3호선,0322,동대입구,11,1155,2142,4177,7003,5324,4950,5788,6847,8628,9989,10992,14616,29322,43347,15386,10515,11016,8582,2906,371,0,0,0
2020-02,3호선,0323,약수,86,5097,9417,22255,37938,24872,16354,15530,17261,17989,17079,17104,18167,21486,32391,18508,14121,14380,10883,5496,1039,3,0,0
2020-02,3호선,0324,금호,18,4163,8204,23848,35932,21901,12592,10597,10597,10612,9290,9376,9397,10145,10557,7128,5555,4520,3508,1702,298,0,0,0
2020-02,3호선,0325,옥수,184,2580,7578,21023,31138,19381,12119,11107,11250,12420,11314,11256,12479,14200,16325,10175,7550,6802,4851,2380,417,0,0,0
2020-02,3호선,0326,압구정,66,2949,6972,14245,23969,17064,20021,26151,31435,35658,42515,50745,58125,74872,133438,97138,71305,49696,38097,13573,1633,4,0,0
2020-02,3호선,0327,신사,63,4081,6084,11103,17865,15422,16482,21632,26928,33280,39107,47004,55647,78155,134862,98159,63107,65876,54986,24350,3147,0,0,0
2020-02,3호선,0328,잠원,0,1241,5279,14020,21022,12609,7468,7292,8237,8009,7070,7303,8010,9446,10709,6180,4070,3850,2867,946,127,0,2,0
2020-02,3호선,0329,고속터미널,121,4673,6343,21547,38165,39769,42716,50830,62168,67623,70461,78513,88154,108998,119729,96393,106897,68601,46936,16680,1908,0,0,0
2020-02,3호선,0330,교대(법원.검찰청),21,834,2743,6936,11160,8677,8865,11215,12691,16226,18418,20246,23002,35422,63968,27364,20769,22943,22306,8579,1308,0,0,0
2020-02,3호선,0331,남부터미널(예술의전당),48,2496,7058,23059,38808,31224,28154,30588,34013,36624,38610,43282,49758,78691,139290,63444,41568,39485,31420,12990,1259,0,0,0
2020-02,3호선,0332,양재(서초구청),75,4639,11808,29655,42368,29077,24972,27378,33034,40697,41087,48222,57516,101440,198854,95956,61257,58331,41552,15850,1638,1,0,0
2020-02,3호선,0333,매봉,0,1327,5396,12293,17334,11551,8846,9125,9669,10705,12170,13722,15762,27244,60443,22495,13527,14281,9535,3312,456,0,0,0
2020-02,3호선,0334,도곡,43,992,3118,7359,10457,6475,4733,5091,6131,6286,6385,7373,8979,14016,17523,9592,5766,5535,3494,1319,201,1,0,0
2020-02,3호선,0335,대치,4,2128,10038,21807,23402,13149,9942,10201,13195,15513,13549,15963,17122,26765,27730,17062,12056,13547,28451,3734,392,0,0,0
2020-02,3호선,0336,학여울,0,400,1384,3203,4211,2643,1756,1938,2312,2484,2821,3580,3888,4821,6082,2704,1828,1493,1132,305,51,0,0,0
2020-02,3호선,0337,대청,13,3090,8700,23665,30342,15649,11337,10593,11604,11983,11239,12419,13969,18544,25825,11230,7874,6429,4625,1966,265,0,0,0
2020-02,3호선,0338,일원,4,1658,6897,18734,20702,13560,12572,13770,13757,12609,13637,15395,16884,26590,15870,8994,6315,4151,3030,1182,140,0,0,0
2020-02,3호선,0339,수서,169,4006,10767,30631,40316,25693,22702,19477,23137,22654,18209,23399,25056,32503,46666,21777,19783,14200,12669,5421,519,0,0,0
2020-02,3호선,0340,가락시장,8,2183,5868,17494,21802,14098,11086,10654,11322,11914,12038,12284,13606,15954,28815,12095,9004,8065,6211,2727,427,1,0,0
2020-02,3호선,0341,경찰병원,6,2208,6167,20036,25527,14463,10043,9512,8117,9241,9291,9028,9685,13898,19927,7251,5406,4973,3510,1213,203,0,0,0
2020-02,3호선,0342,오금,9,3002,5923,22612,29964,14564,7952,6733,7396,7739,6102,5993,6365,8927,12632,5199,3702,3150,2619,925,149,0,0,0
2020-02,4호선,0409,당고개,69,7680,15183,46717,47892,27685,18587,16486,17444,17398,15255,14704,15322,16476,15982,10900,6871,5362,4183,1860,320,2,0,0
2020-02,4호선,0410,상계,58,11670,30740,85498,76185,39857,25970,22757,24539,23574,20901,19674,20756,21740,23164,15115,10817,9973,10555,3907,655,3,0,0
2020-02,4호선,0411,노원,74,11387,22253,51167,55088,31030,22782,22050,24430,25614,25909,26666,28899,31722,35511,25804,27630,25658,26204,13777,2557,1,0,0
2020-02,4호선,0412,창동,1167,15433,32543,90474,78589,48360,34623,32999,34949,35876,33529,34172,36593,40662,47182,25787,19987,18987,15932,7784,1305,1,0,0
2020-02,4호선,0413,쌍문,81,20357,47195,119067,129624,74251,46493,38366,39905,37204,32338,31118,32865,34977,36105,23778,16843,14407,10971,5773,809,0,0,0
2020-02,4호선,0414,수유(강북구청),98,17459,39036,105894,127288,74687,47933,42709,45725,45455,42591,42185,44405,49521,62660,39003,29468,26212,22849,13770,2423,0,0,0
2020-02,4호선,0415,미아(서울사이버대학),30,8985,18495,46083,55682,32481,21233,19438,21083,20839,19478,18534,19369,21986,26443,16455,11134,9953,6811,3160,553,1,0,0
2020-02,4호선,0416,미아사거리,28,12849,31961,88026,104972,58898,37310,33574,35910,36633,34894,35469,37509,38988,43721,32821,31409,19965,16301,8704,1585,1,0,0
2020-02,4호선,0417,길음,17,7995,24652,75139,86314,42918,26251,22327,24304,24416,21968,22074,23566,27764,27976,18894,13783,10252,9544,3949,669,0,0,0
2020-02,4호선,0418,성신여대입구(돈암),26,4729,14943,42832,55002,33268,23448,22014,26006,26791,25789,26680,29265,35317,40877,27094,23651,24568,21633,11067,1757,0,1,0
2020-02,4호선,0419,한성대입구(삼선교),41,6612,11101,28198,37511,23969,16955,16043,18562,19475,17855,18183,20293,25150,28873,16392,12356,11447,9902,4854,796,2,0,0
2020-02,4호선,0420,혜화,22,3429,6339,15026,19364,21136,24885,27640,29368,33345,39391,50923,64404,85738,113133,64519,59890,76031,80177,30871,4468,1,0,0
2020-02,4호선,0421,동대문,243,7880,3574,4974,6677,10429,15219,20322,25461,28419,34265,40697,49749,79071,74128,34579,22269,20012,17072,7304,1385,0,0,0
2020-02,4호선,0422,동대문역사문화공원,336,10240,4636,6627,9054,10923,11962,14072,15524,17732,21682,26921,31497,48699,82055,46392,32205,29583,24644,13450,2506,1,0,0
2020-02,4호선,0423,충무로,75,3090,4110,8286,13511,15630,16690,19875,22077,27564,32430,36022,44143,74497,147485,75254,47332,47198,35645,18240,3668,1,0,0
2020-02,4호선,0424,명동,40,1135,2802,4541,8522,17419,23996,27604,27772,30624,34819,39091,46419,64454,112211,62759,51488,50481,46075,20546,1558,0,0,0
2020-02,4호선,0425,회현(남대문시장),35,2162,3276,4973,8015,10668,14271,20715,24746,30950,35690,42696,59302,91697,122556,49986,43561,19674,11923,4821,641,0,0,0
2020-02,4호선,0426,서울역,193,4854,5649,10686,15825,11589,10004,11699,12412,13057,12590,14593,16364,34225,71203,26645,15958,13614,10223,4522,628,2,0,0
2020-02,4호선,0427,숙대입구(갈월),4,2703,6767,14534,25780,17369,13572,13578,16249,16531,16700,17189,22583,28414,51216,24985,18476,17782,15293,8382,1242,1,0,0
2020-02,4호선,0428,삼각지,2,492,1787,4850,7598,5038,3529,3532,4499,5256,5512,5964,6905,10841,24314,9289,6385,6304,4688,2534,282,0,0,0
2020-02,4호선,0429,신용산,4,1118,3598,9258,14704,11855,9257,11065,12376,14670,15431,18711,25312,41085,85973,40478,26911,23389,16705,7349,976,2,0,0
2020-02,4호선,0430,이촌(국립중앙박물관),40,1048,3858,11238,17189,10584,7260,6848,8948,9464,9268,10807,13940,17949,22700,9582,6818,7201,4289,1694,203,1,0,0
2020-02,4호선,0431,동작(현충원),27,300,1065,3961,5524,3524,2556,2472,2584,2900,2921,3350,3795,4670,6028,2745,2028,1673,1061,516,94,1,0,0
2020-02,4호선,0432,총신대입구(이수),48,5499,14217,41478,59666,33398,22577,22903,24799,26351,25282,26207,28453,32563,43128,25656,23884,21167,18724,9763,1339,0,0,0
2020-02,4호선,0433,사당,95,9522,21238,62027,84572,58839,35238,28538,30667,31902,30345,28805,30077,38021,46805,31742,26896,30009,28399,15000,1985,4,0,0
2020-02,4호선,0434,남태령,53,392,911,2317,3507,2616,1662,1566,1544,1488,1377,1522,1994,2805,3442,1480,861,625,296,172,42,1,0,0
2020-02,경부선,1001,서울역,4,73,52,6328,14126,7980,7031,8184,7756,7144,4128,9221,8207,9069,10008,9561,7520,6232,5377,3060,525,0,0,0
2020-02,경부선,1002,남영,54,2469,3912,10554,15575,9808,7950,8502,9628,10347,10420,11389,14464,20937,46793,18478,12890,11891,10150,5015,77,0,0,0
2020-02,경부선,1003,용산,135,3738,4747,17394,25459,26305,21443,32042,32003,39539,39435,54515,63027,88565,141554,81815,68551,66485,45744,16675,686,1,0,0
2020-02,경부선,1004,노량진,262,4180,5481,14990,23893,12879,9116,9100,10997,13799,11944,11526,13275,17015,22186,13602,13571,16324,21237,7697,217,0,0,0
2020-02,경부선,1005,대방,348,4577,9641,26569,37447,19875,13416,12632,13971,15992,14674,15960,17353,28438,44238,18012,12726,11717,10846,3014,88,0,0,0
2020-02,경부선,1006,영등포,3288,15837,14513,35552,52207,34471,27978,31901,39852,44659,50137,59455,73044,94338,150558,88098,89907,72225,60217,27593,600,0,0,0
2020-02,경부선,1007,신도림,373,1903,2840,8599,11473,5455,3449,3235,3583,4088,3914,3918,4950,7266,13585,5610,4203,3970,2637,1169,24,0,0,0
2020-02,경부선,1032,신길,443,9299,9479,21335,30577,16394,9613,8298,9992,9635,8519,8990,10844,15053,29903,11290,6683,7149,4710,2005,136,0,0,0
2020-02,경부선,1701,구로,8370,21034,17415,34531,35596,21839,16010,16190,17539,18336,18351,19726,22738,39959,63365,26560,16893,14555,11539,4961,92,0,0,0
2020-02,경부선,1702,가산디지털단지,987,7591,6669,12830,12849,9089,7906,8774,10170,11557,12158,13779,18665,52873,113873,50739,29142,23390,14857,6688,128,0,0,0
2020-02,경부선,1703,금천구청,472,8921,16750,41388,40372,20926,12601,12093,12671,12531,11234,11455,12155,14614,25080,11677,7706,6549,4737,1903,35,0,0,0
2020-02,경부선,1704,석수,242,7236,15197,37469,36887,18836,11233,10644,10435,10458,10075,10578,12102,15971,18984,10327,6746,5484,4009,1654,22,0,0,0
2020-02,경부선,1705,관악,122,6387,11362,30851,29139,13418,8089,7374,8655,8323,7982,7685,9124,10316,9875,5763,3837,3793,2344,1001,5,0,0,0
2020-02,경부선,1706,안양,187,12621,27189,75576,68079,33719,22577,22442,25374,26048,24461,26272,29625,32964,32963,22867,20632,23735,21128,10721,52,1,0,0
2020-02,경부선,1707,명학,105,5442,8598,23843,20642,9696,6857,6959,7917,7871,7640,8107,10868,20812,36360,11327,9520,7092,3989,1814,21,0,0,0
2020-02,경부선,1708,금정,197,19794,30771,75602,75949,42372,26047,24382,26664,26170,22841,23986,29548,47624,68613,30994,22915,20452,15538,7512,779,5,0,0
2020-02,경부선,1709,군포,64,4699,7899,15853,15239,8532,5835,5892,6391,5838,5383,5646,7645,16823,32802,12001,8663,6311,3575,1420,49,1,0,0
2020-02,경부선,1710,의왕,28,5727,10805,26717,25119,11862,8692,8332,8624,8542,8013,8066,10854,21710,22200,10711,7610,6662,4209,1684,110,0,0,0
2020-02,경부선,1711,성균관대,47,7623,22124,58871,46845,20596,14300,13492,14735,13795,13165,12949,14880,18347,20749,11942,9556,9126,8466,3662,247,0,0,0
2020-02,경부선,1712,화서,281,6336,16220,34390,24261,10770,7762,7340,7173,7145,6443,6370,8253,9535,8906,5231,3685,3380,2833,905,67,0,0,0
2020-02,경부선,1713,수원,1437,19109,30449,63519,58263,35503,30872,34484,37365,39301,40069,45757,58010,66497,79326,62712,62494,45626,43672,17482,584,1,0,0
2020-02,경부선,1714,독산,456,6130,14319,37540,34160,17569,12153,12222,14119,14580,13418,14793,19246,41803,68781,32207,17226,13517,8349,3116,79,0,0,0
2020-02,경부선,1715,세류,289,2921,6386,12965,8386,4251,3458,3354,3430,3126,3012,3331,3884,5070,5533,3325,2601,2293,1492,517,14,0,0,0
2020-02,경부선,1716,병점,2398,6469,20152,42426,30318,18967,14652,15404,15791,15113,14692,16008,18786,25343,30558,15591,11259,9525,7481,1957,25,0,0,0
2020-02,경부선,1717,세마,165,1516,4646,7400,5601,4615,2889,2760,2850,2801,2713,2700,3093,4256,4642,2403,1669,1317,878,305,46,0,0,0
2020-02,경부선,1718,오산대,96,1874,4115,8297,5197,3626,2895,2653,2991,2840,2816,2897,3676,5003,5958,3037,2335,2255,1419,678,63,0,0,0
2020-02,경부선,1719,오산,123,5595,10528,18802,14240,12244,10550,11138,12381,11541,11172,12138,13369,19170,26097,12404,10708,7493,5132,1859,111,1,0,0
2020-02,경부선,1720,진위,4,626,1180,2058,1967,1294,1245,1210,1248,1178,1209,1414,1778,4414,7950,2258,1652,902,523,154,8,0,0,0
2020-02,경부선,1721,송탄,28,4902,6406,7728,8686,5684,5775,6100,5415,5728,4881,5574,5893,6537,8781,4773,3333,2628,1771,635,39,0,0,0
2020-02,경부선,1722,서정리,14,2579,6425,7876,9332,6547,6526,6330,6859,6453,5753,6661,7771,13953,14397,7679,5373,4171,2198,678,8,0,0,0
2020-02,경부선,1723,지제,0,803,2102,4269,3797,2307,1928,2072,2549,2159,2316,3406,4086,7500,6763,4166,2169,3110,1793,432,0,0,0,0
2020-02,경부선,1724,평택,70,5990,11459,19233,17673,14883,14315,13264,15023,15107,14843,15630,17592,21621,23036,16918,16070,11169,9083,4197,3,0,0,0
2020-02,경부선,1725,성환,13,1581,2497,4455,4749,4231,3999,3986,4203,4797,4220,4121,5690,8469,7783,3600,3319,2078,1100,560,4,0,0,0
2020-02,경부선,1726,직산,40,580,1063,1373,976,898,748,774,865,854,873,1008,1134,1708,2491,871,745,650,354,149,4,0,0,0
2020-02,경부선,1727,두정,963,3530,6391,9607,8242,5337,5320,5293,5101,5029,5546,6063,7393,9129,10608,6452,4595,3829,3361,1735,21,0,0,0
2020-02,경부선,1728,천안,1791,2018,3770,6940,6160,6803,6394,7076,7102,7168,8491,9018,9251,10015,8907,6808,5460,4534,3256,1342,12,0,0,0
2020-02,경부선,1729,당정,6,3073,8828,22780,18906,9512,6335,6372,6998,6836,5873,6437,7020,9377,14767,6173,4588,3725,2873,1159,63,0,0,0
2020-02,경부선,1749,서동탄,0,1297,4002,8849,4559,1854,1459,1625,1586,1432,1284,1422,1700,1847,2168,1242,730,610,455,15,5,0,0,0
2020-02,경부선,1750,광명,0,18,2182,13299,4916,4762,2865,3467,3822,2751,2388,2917,5877,5932,5656,6115,2193,3347,1515,407,0,0,0,0
2020-02,경인선,1801,개봉,896,15904,31593,83420,78586,43987,28010,24545,26841,26157,22357,22356,24471,27328,29139,17198,12958,11870,8408,4077,204,0,0,0
2020-02,경인선,1802,오류동,350,10855,15751,46869,45103,23388,15422,13578,16719,14938,12779,14501,14937,14981,15371,8636,6757,5708,4760,2202,122,0,0,0
2020-02,경인선,1803,역곡,474,23635,40489,118331,111093,54387,33798,29891,31374,30597,26415,25480,27931,33251,31664,20725,16896,14741,13166,6789,580,0,0,0
2020-02,경인선,1804,부천,1975,29524,39600,102924,101579,53638,37015,36473,40202,40297,37582,39374,42479,48259,55527,37393,29135,29334,25346,13435,1253,0,0,0
2020-02,경인선,1805,송내,1210,13954,34272,111785,86874,43347,29919,29233,33004,29659,26913,28469,31988,41539,74563,33406,23623,19924,16804,8384,1409,0,0,0
