사용월,호선명,역ID,지하철역,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,00:00,01:00,02:00,03:00
2020-04,2호선,0203,을지로3가,3,817,1717,4170,6789,7014,7855,10490,11715,14627,17794,22567,27600,63203,108282,48883,30369,30222,25657,11266,24,0,0,0
2020-04,2호선,0204,을지로4가,10,846,1173,2187,3921,5018,6915,9266,11982,13582,16182,19021,21896,42576,63045,29930,13961,10210,7658,2809,8,0,0,0
2020-04,2호선,0205,동대문역사문화공원(DDP),310,7507,4183,5402,7832,7408,7182,8882,10835,12469,15324,18765,22658,31375,37400,23666,17679,17380,11521,5006,6,0,0,0
2020-04,2호선,0206,신당,17,5773,10200,22490,35609,21988,14556,14024,15664,17163,17062,17915,20393,23966,31188,20095,13691,11887,9386,4056,3,0,0,0
2020-04,2호선,0207,상왕십리,56,4977,11301,31696,48626,27618,15441,13936,14738,15020,13863,14784,14979,19014,23474,15943,10036,9056,6482,2341,1,0,0,0
2020-04,2호선,0208,왕십리(성동구청),726,6686,8795,22054,38091,23404,14644,13951,16205,17744,17471,18248,21132,27569,32539,21445,19630,22149,23283,13329,80,0,1,0
2020-04,2호선,0209,한양대,2,1073,1917,4381,6744,5075,3684,4949,5554,6240,6995,8780,13069,22564,20851,11216,9249,8667,8603,4176,2,0,0,0
2020-04,2호선,0210,뚝섬,28,3419,7306,17070,24152,15194,10905,11010,13154,16336,19159,22150,29693,47185,99132,52422,29592,25108,18563,6062,1,0,1,0
2020-04,2호선,0211,성수,27,5228,8548,20386,27110,21224,16843,17657,18782,24508,27196,31124,40941,86722,177435,80268,45152,42460,31872,9857,13,0,0,0
2020-04,2호선,0212,건대입구,271,16171,18585,45935,77820,53070,28484,26767,30192,34147,35460,38679,45969,58022,71698,57135,57220,64194,69642,36195,19,1,0,0
2020-04,2호선,0213,구의(광진구청),9,11576,23114,57161,96379,59365,28228,23308,24554,25457,23085,22368,24391,29375,36794,21267,16463,15790,15219,6678,18,1,0,0
2020-04,2호선,0214,강변(동서울터미널),18,7498,23111,67530,96483,67168,41009,38170,39178,39878,38909,39868,39869,43907,52359,42132,31651,26776,17677,6230,6,0,0,0
2020-04,2호선,0215,잠실나루,1,2221,9277,31602,37846,21972,15514,14995,14664,14616,15914,16976,20865,26944,27090,13894,9444,6892,5371,2029,2,0,0,0
2020-04,2호선,0216,잠실(송파구청),95,9845,39077,93729,137816,105396,60027,54284,60658,67927,68287,72861,87047,126940,175044,114521,108483,83879,52575,19336,13,0,0,0
2020-04,2호선,0217,잠실새내,16,4006,13554,45289,58488,35480,20748,18734,21427,22437,21007,22867,26166,28336,33711,25718,22218,22786,22351,11097,16,0,0,0
2020-04,2호선,0218,종합운동장,3,1509,4703,14377,18270,13856,7257,6237,6525,7107,6928,7217,8568,10940,12807,6768,4236,3888,3208,1143,11,1,0,0
2020-04,2호선,0219,삼성(무역센터),134,4602,6106,13240,17568,15971,16179,22043,26640,33903,43842,56645,69261,141175,232578,140953,97580,74119,44267,10976,1,0,0,0
2020-04,2호선,0220,선릉,140,4397,9512,17605,24879,24059,25660,33104,39547,48517,56707,74152,105607,150329,253092,133783,78418,72707,61680,19672,9,0,0,0
2020-04,2호선,0221,역삼,30,3366,7649,11844,20414,19303,17837,23523,28820,36245,43589,58406,77058,153447,233799,121724,67242,65813,46051,14805,1,0,0,0
2020-04,2호선,0222,강남,197,10268,18382,33746,52320,41174,38930,52534,68287,89329,94016,115658,131646,202863,313518,199444,147350,172918,174617,63010,10,1,0,0
2020-04,2호선,0223,교대(법원.검찰청),10,2204,11065,20678,28931,23485,21079,25386,27991,33979,40109,45362,51065,78832,127598,59942,42056,46658,42496,14032,4,0,0,0
2020-04,2호선,0224,서초,37,1114,6296,11584,18522,19416,14219,16380,17435,19813,22707,26691,30637,55817,85600,40051,22158,21930,16072,4406,0,1,0,0
2020-04,2호선,0225,방배,13,2319,8230,18620,26640,20898,13744,12968,14116,17312,17073,19788,23736,35651,59550,26328,17278,16614,14286,5265,0,0,0,0
2020-04,2호선,0226,사당,223,11976,21236,62299,82790,61960,35740,31762,37443,40264,39065,40177,44999,58909,80975,55807,45504,49562,50916,25640,9,0,0,0
2020-04,2호선,0227,낙성대(강감찬),53,10424,22226,66676,106819,71161,34087,27373,30291,31239,28428,27906,30196,36199,42399,27413,19056,18083,15097,6750,0,0,0,0
2020-04,2호선,0228,서울대입구(관악구청),3624,25821,37121,107280,155421,106672,53802,45848,50451,53778,50818,52252,57841,64484,78314,51861,42369,44354,39852,17134,4,0,0,0
2020-04,2호선,0229,봉천,51,13736,24786,69406,102070,63940,31786,25074,27063,27945,23899,23355,24432,26336,29674,19206,14626,13140,10866,3897,6,0,1,0
2020-04,2호선,0230,신림,230,36840,69320,178407,270685,166843,81566,65476,70139,70159,62824,61487,66230,73587,78799,56441,47535,45999,41201,19686,1,0,0,0
2020-04,2호선,0231,신대방,101,22605,31459,74068,110953,69852,36176,27890,28218,28250,24907,23940,26548,31619,35899,22609,16103,12627,9897,4283,0,0,0,0
2020-04,2호선,0232,구로디지털단지,245,35799,45660,117003,157042,101877,53735,46594,50097,54916,49866,51289,61920,108472,189793,101465,56723,46770,38626,15798,6,0,0,0
2020-04,2호선,0233,대림(구로구청),520,30876,25195,54925,77850,53710,29656,24450,26360,27283,25359,25887,28509,36066,48312,26095,17290,13335,9768,4400,4,1,0,0
2020-04,2호선,0234,신도림,3149,32475,43281,113194,116829,76242,46176,42839,49251,52882,51174,53542,58546,78071,109479,68422,59257,46599,33985,15096,58,1,0,0
2020-04,2호선,0235,문래,6,2821,10112,34632,36019,21551,14532,14146,15918,17466,17618,19745,23619,43726,89523,33718,20754,21013,16888,6962,8,0,0,0
2020-04,2호선,0236,영등포구청,21,4979,10977,35568,39365,25605,17958,18462,19458,21270,22684,23466,29062,46336,90563,34801,22608,22434,17316,6396,5,0,0,0
2020-04,2호선,0237,당산,37,5311,14689,38468,46836,29853,18430,17918,18355,19648,18821,19864,23550,36681,59713,28271,19786,19483,17319,7362,7,0,1,0
2020-04,2호선,0238,합정,121,6952,14060,34769,44671,30903,20130,20288,23303,27759,29128,32025,39449,58220,97610,64152,49437,55928,55297,24306,5,1,0,0
2020-04,2호선,0239,홍대입구,599,17600,22474,49997,62154,40491,27767,30973,36549,47070,49777,58975,75296,101884,135624,110728,105798,122764,128802,59054,298,0,0,0
2020-04,2호선,0240,신촌,47,6388,10839,27911,37731,27530,24580,28540,35153,38096,39695,45161,54081,71043,77619,58585,58834,61880,66046,26944,4,0,0,0
2020-04,2호선,0241,이대,31,2262,5569,15023,18649,12133,8803,9725,12134,13185,13247,15576,20645,28435,25771,16621,13351,12401,10805,3360,0,0,0,0
2020-04,2호선,0242,아현,7,3563,8759,21851,27884,17565,11358,10379,11223,11235,10574,11635,12912,15124,16410,9692,6500,4920,3821,1501,1,0,0,0
2020-04,2호선,0243,충정로(경기대입구),23,2665,5663,13089,18242,12049,8311,8647,8538,9642,10145,10423,12674,20058,39998,15501,8672,8433,6377,2250,0,0,0,0
2020-04,2호선,0244,용답,5,2235,2672,5492,10335,5046,3068,2896,3065,3193,3166,2976,3044,3377,3127,2031,1393,1107,946,490,0,1,0,0
2020-04,2호선,0245,신답,0,882,1450,5155,8416,3386,1684,1509,1513,1532,1468,1431,1582,1617,1949,1010,567,498,429,120,0,0,0,0
2020-04,2호선,0246,신설동,19,1017,1143,2459,4525,3327,3071,3820,4535,5324,6115,6908,7139,9243,10737,4778,2593,2175,1661,595,2,0,0,0
2020-04,2호선,0247,도림천,0,282,848,2416,2523,1534,1264,1014,1617,1276,1417,1730,2167,2322,3092,1751,755,640,342,164,1,0,0,0
2020-04,2호선,0248,양천구청,10,3902,9589,25720,23304,12815,7571,6661,7329,7261,6013,5482,6401,7000,7258,3701,2455,2348,1992,674,3,1,0,0
2020-04,2호선,0249,신정네거리,42,6714,11245,34130,31588,17752,11314,9650,10194,9909,9214,8848,11790,12349,10562,6523,4905,3736,3151,1299,15,0,0,0
2020-04,2호선,0250,용두(동대문구청),16,938,1105,4027,6550,3264,2521,2844,3088,3106,3299,3607,3675,3684,4980,2404,1374,1185,879,284,0,0,0,0
2020-04,3호선,0309,지축,1,1125,4961,13011,12427,6493,4172,3796,3750,3605,3367,3776,4107,4462,3278,1764,1083,731,537,223,0,0,0,0
2020-04,3호선,0310,구파발,75,7811,25821,71429,70749,34959,22161,20154,21715,21927,21894,23788,26858,29641,27453,17074,13580,12981,7549,2367,4,0,0,0
2020-04,3호선,0311,연신내,208,23994,43642,116970,139141,77542,48723,43390,46220,47358,43701,42248,44729,46060,44218,33628,26572,24098,22126,8619,5,3,0,0
2020-04,3호선,0312,불광,24,7995,16134,42653,51403,28707,19839,18313,18687,19984,20155,20313,21286,24165,26950,16922,12300,10704,7611,2405,4,0,0,0
2020-04,3호선,0313,녹번,12,7056,17866,46305,55618,31043,17071,14195,13669,13303,12169,11112,14389,16704,15651,8228,5573,4607,3736,1092,1,0,0,0
2020-04,3호선,0314,홍제,46,8056,18568,48144,59593,35575,23595,21120,22025,21344,19972,19931,21892,25300,24260,13467,10071,8274,5986,1956,0,1,0,0
2020-04,3호선,0315,무악재,17,1693,4348,11781,13709,8280,5144,4429,4367,4341,3858,3852,3811,4967,5461,2782,1939,1592,1239,508,0,0,0,0
2020-04,3호선,0316,독립문,88,4542,5443,12533,15786,11416,9161,8141,9377,9528,10284,10370,11102,12297,14216,7464,4683,3760,2699,733,10,1,0,0
2020-04,3호선,0317,경복궁(정부서울청사),101,2369,4551,11264,16084,15208,10634,11634,12498,15970,18877,22472,29513,44804,77020,34552,24153,23262,17093,5415,6,0,0,0
2020-04,3호선,0318,안국,9,1464,2720,4822,6994,5906,6479,8388,10159,12777,16201,21128,28262,80186,90562,38003,26233,22209,14012,3551,3,0,0,0
2020-04,3호선,0319,종로3가,7,613,999,1279,1922,2763,4214,6040,7408,8750,10585,14474,15748,25531,47002,28585,14044,15385,12117,4271,12,1,0,0
2020-04,3호선,0320,을지로3가,3,483,859,1481,2175,2896,3752,4815,5913,7844,9719,11214,13673,31097,57468,25586,15354,13941,11461,4731,4,0,0,0
2020-04,3호선,0321,충무로,0,0,0,0,0,1,0,0,1,0,2,3,0,1,2,2,0,0,0,3,1,0,0,0
2020-04,3호선,0322,동대입구,9,961,1904,3684,5575,4422,3871,4265,5336,6363,8404,10455,13161,32690,29510,13093,8140,7319,6084,1810,2,0,0,0
2020-04,3호선,0323,약수,99,5214,9077,19999,32111,22024,14683,13784,14627,15753,14625,14503,16616,20777,28007,16693,12361,11989,9565,3782,6,0,0,0
2020-04,3호선,0324,금호,30,4475,8288,21949,29816,19298,11228,9523,9377,9685,8770,8225,8599,9591,9792,6794,5193,4261,3298,1283,0,0,0,0
2020-04,3호선,0325,옥수,213,2590,7668,19333,25655,16919,11268,9792,10281,11045,10697,10644,12470,13982,15674,9854,7559,6556,4789,2009,88,0,0,0
2020-04,3호선,0326,압구정,25,2714,6645,12804,18515,14530,16513,20960,24179,27232,33224,40947,49823,72438,111876,85996,63156,41692,30719,7840,20,0,0,0
2020-04,3호선,0327,신사,59,3168,5579,9593,14824,12760,12969,16880,19716,23779,29192,35986,45214,69903,117307,84876,54384,57328,48962,16598,4,0,0,0
2020-04,3호선,0328,잠원,6,1248,5075,12782,16660,10118,6525,6106,6643,6542,5945,6553,7362,8634,9440,6164,3934,3652,2884,846,0,0,0,0
2020-04,3호선,0329,고속터미널,105,4229,5617,19752,30543,31162,32240,38867,47972,52243,55035,62791,72392,92899,103297,84632,99178,56969,40492,12091,0,0,0,0
2020-04,3호선,0330,교대(법원.검찰청),24,925,2598,6290,8925,7876,8267,10186,10988,13536,16118,18036,20940,33089,57342,25101,17358,18105,20717,5196,2,0,0,0
2020-04,3호선,0331,남부터미널(예술의전당),40,2316,7458,21205,30974,25198,23146,24382,26167,29746,30950,34882,41001,73129,118662,57136,35307,31570,23103,6428,3,0,0,0
2020-04,3호선,0332,양재(서초구청),90,4243,11470,26361,35235,25302,20852,22754,26412,30167,32602,38800,48791,95813,173792,85742,51235,47131,34092,9556,9,0,0,0
2020-04,3호선,0333,매봉,7,1224,5115,10954,13826,9952,7582,7130,7805,9104,10375,11756,13857,26230,51145,21777,12267,12103,8588,2338,6,0,0,0
2020-04,3호선,0334,도곡,13,882,2925,6698,8392,5208,3526,3686,4300,4791,4895,6246,8431,11605,14819,7927,5069,4593,3160,826,7,0,0,0
2020-04,3호선,0335,대치,3,1906,9799,19220,18139,10244,7700,7559,9508,10480,9906,12514,13211,18713,21868,13731,9999,10670,22356,2266,1,0,0,0
2020-04,3호선,0336,학여울,0,418,1441,2943,3319,2192,1440,1395,1541,1528,1611,2203,2528,3415,4779,2299,1447,1395,1053,208,1,0,0,0
2020-04,3호선,0337,대청,17,3073,8678,21941,24837,13337,9423,8648,9078,10013,9254,10507,12894,17365,19451,11300,6540,5380,4030,1238,1,0,0,0
2020-04,3호선,0338,일원,6,1671,6610,17449,17005,10891,9940,10461,10552,9956,10633,12962,16458,25001,12571,7833,4816,3083,2639,801,0,0,0,0
2020-04,3호선,0339,수서,223,3794,10482,26382,33579,21759,18611,14924,18323,18482,15668,19534,21409,28747,41113,20040,17680,12302,10105,3181,2,0,0,0
2020-04,3호선,0340,가락시장,12,2232,5869,16051,18178,12336,9971,9514,9850,10495,10767,11264,12476,15724,25071,11237,8043,7299,5653,1666,11,0,0,0
2020-04,3호선,0341,경찰병원,7,2149,6160,17553,21141,12729,8896,7547,6968,8166,7822,7846,8147,12731,17226,6498,4564,4827,3193,718,2,0,0,0
2020-04,3호선,0342,오금,10,2930,6332,21220,24829,12873,6907,5621,6182,6082,5144,5003,5596,8361,10934,4633,3121,2709,2145,487,3,1,0,0
2020-04,4호선,0409,당고개,54,7707,15322,41384,43759,24722,16901,14765,15896,15912,14842,14166,14741,15510,14845,10832,6657,5176,4207,1084,3,0,0,0
2020-04,4호선,0410,상계,67,11440,30569,76796,68747,37416,23159,20732,21241,21577,19675,18564,19982,19978,20277,13928,9979,9305,10407,2673,8,0,0,0
2020-04,4호선,0411,노원,140,10407,21543,46167,48026,28596,20540,19617,21332,22805,22222,22699,25316,27487,29837,22971,23914,21160,21837,8413,14,0,0,0
2020-04,4호선,0412,창동,1686,14656,32239,80208,71408,45382,32452,29894,30411,31837,29580,29998,33176,36147,37898,23664,17831,16414,14458,6366,242,0,0,0
2020-04,4호선,0413,쌍문,70,19825,46394,107000,118681,68641,42080,34316,33779,32800,29110,27581,30028,31998,32048,22543,16029,13517,10306,4640,5,0,0,0
2020-04,4호선,0414,수유(강북구청),129,17417,38880,95061,114817,68716,43705,38474,40610,41112,40428,39270,40036,46186,54494,35556,26089,24161,21082,10289,1,0,0,0
2020-04,4호선,0415,미아(서울사이버대학),31,9187,18179,41303,49669,29547,19525,18060,18663,18759,18124,16406,18294,19228,23215,15779,10607,8245,5912,2265,1,0,0,0
2020-04,4호선,0416,미아사거리,22,12724,32205,79119,93062,54116,33333,30235,31913,32768,31874,32425,35093,36341,39253,30898,29645,17903,14440,6484,1,0,0,0
2020-04,4호선,0417,길음,16,7628,24425,67840,74346,39361,23727,20188,21017,22006,19364,19076,20376,24760,24549,16106,12194,9172,9257,2876,1,0,0,0
2020-04,4호선,0418,성신여대입구(돈암),45,4718,14725,37508,46652,30385,20395,19451,22166,23988,23476,24443,26854,32542,38270,26121,22648,24007,21975,8774,3,0,0,0
2020-04,4호선,0419,한성대입구(삼선교),54,6268,10801,25051,32280,21112,14373,13347,15290,16253,15413,16077,19171,23867,26237,15220,11250,11080,8640,3442,4,0,0,0
2020-04,4호선,0420,혜화,42,3034,6213,13588,17055,18620,21958,24463,23489,25039,32761,42000,51471,68593,91647,52940,47769,59011,53309,18144,0,0,0,0
2020-04,4호선,0421,동대문,249,6812,3614,4972,6856,10283,15235,20565,25703,28740,35818,42172,50416,77111,66599,30402,20724,19646,10800,4618,1,0,0,0
2020-04,4호선,0422,동대문역사문화공원(DDP),267,8378,3983,5518,6296,6195,6116,8471,10525,12643,16502,22804,24955,42796,65145,36025,25352,23124,17211,7285,11,0,0,0
2020-04,4호선,0423,충무로,56,2337,3350,6491,9769,10595,10913,13937,17028,22149,27801,31144,40834,71722,127856,63471,40305,37252,30412,12341,4,0,0,0
2020-04,4호선,0424,명동,31,445,1797,2472,3622,5101,6480,8783,10748,14130,18834,24449,31372,46175,81194,43192,33237,28570,16255,3474,5,0,0,0
2020-04,4호선,0425,회현(남대문시장),32,1698,2699,3671,5914,6942,9679,16232,22146,28794,34444,43080,59994,81113,104939,40562,37340,14444,8866,2739,6,0,0,0
2020-04,4호선,0426,서울역,159,4584,4586,9754,12125,8610,6362,7876,8402,9271,8778,10358,12657,32038,58064,20205,11764,10516,7447,2721,4,0,0,0
2020-04,4호선,0427,숙대입구(갈월),10,2760,6289,13791,21652,14310,10847,11306,12196,13102,13904,14074,18146,27604,43748,21486,15408,14455,12511,5409,0,0,0,0
2020-04,4호선,0428,삼각지,1,382,1687,4130,6377,4266,3141,3114,3494,4367,4504,4780,6007,10502,20587,8540,5382,5174,4158,1766,4,0,0,0
2020-04,4호선,0429,신용산,2,958,3228,8122,12158,9198,7307,8882,10183,11917,12716,15829,21939,40333,75378,35850,23041,18090,12617,4683,1,0,0,0
2020-04,4호선,0430,이촌(국립중앙박물관),14,984,3666,9901,13220,8630,5981,5561,6234,6849,7351,8026,11718,13728,17090,8081,5519,5777,3606,1267,1,0,0,0
2020-04,4호선,0431,동작(현충원),35,358,1182,3930,4901,3543,2852,2766,2915,3154,3585,4470,4774,5797,6859,3625,2503,2254,1537,579,11,0,0,0
2020-04,4호선,0432,총신대입구(이수),76,5115,13927,38623,49986,30089,20316,20466,21034,23224,22777,23500,25281,29218,39053,23274,20850,17835,16147,6558,12,0,0,0
2020-04,4호선,0433,사당,86,9082,20271,56246,73695,53557,30456,24456,26677,28052,26117,24563,26374,33354,40461,28193,23525,25685,24432,9580,14,0,0,0
2020-04,4호선,0434,남태령,50,381,792,1908,2420,2060,1227,1166,1222,1273,1372,1307,1685,2464,2632,1172,818,463,265,87,2,0,0,0
2020-04,경부선,1001,서울역,0,56,57,5451,10565,6256,4841,5366,6135,4832,2975,5445,5996,6089,8152,6504,5815,5501,3637,1686,22,0,0,0
2020-04,경부선,1002,남영,48,2610,3493,10138,13254,8901,6749,7561,8252,8682,9422,11239,13892,22547,40896,16170,10909,10100,8772,3281,20,0,0,0
2020-04,경부선,1003,용산,257,3579,4333,15440,20776,21449,16634,25666,24556,31115,31628,43262,51658,75004,115820,70488,59225,50032,32780,12116,320,0,0,0
2020-04,경부선,1004,노량진,276,4393,5557,14358,19548,10873,8178,8628,9750,11452,10037,10017,11765,15301,19345,11794,11419,14051,16253,5473,73,0,0,0
2020-04,경부선,1005,대방,414,4703,9467,24876,31842,17795,11953,11173,11348,12620,12357,13339,15239,26824,39986,15948,10156,9813,7993,2360,19,0,0,0
2020-04,경부선,1006,영등포,3754,16033,14171,31967,44867,31795,24832,28674,35829,39704,43661,49843,60446,80322,120639,77554,80857,64248,43119,19946,120,0,0,0
2020-04,경부선,1007,신도림,416,2071,2867,8553,10471,5519,3605,3207,3541,3738,3557,3955,4467,6999,12450,5453,4273,3379,2085,1038,19,0,0,0
2020-04,경부선,1032,신길,690,10407,9632,19874,26309,15522,9140,8034,8319,8711,8016,8569,10085,15444,27083,11770,6375,6040,4288,1680,16,0,0,0
2020-04,경부선,1701,구로,9443,21025,16610,31572,31174,20757,15251,14533,15064,15429,15599,17199,20824,37375,55482,23690,13880,11958,9080,4214,31,0,0,0
2020-04,경부선,1702,가산디지털단지,935,8438,5994,11485,11785,8071,7482,7926,9497,10699,11225,12748,18810,55307,96144,44399,25711,19719,13565,5322,77,0,0,0
2020-04,경부선,1703,금천구청,506,9782,16053,37424,35211,18901,12487,11014,11423,11399,10250,10507,11465,14018,22684,10518,7209,6560,4858,1485,33,0,0,0
2020-04,경부선,1704,석수,258,6753,14553,32692,32886,17480,10584,9199,9708,10073,9526,10876,12441,15714,17643,9945,6353,5284,3757,1422,43,0,0,0
2020-04,경부선,1705,관악,152,6336,10614,27695,25995,12527,7685,6799,7023,7659,7809,8017,9460,10711,9765,6052,4253,3726,2288,789,46,0,0,0
2020-04,경부선,1706,안양,253,13372,25993,66907,60162,31330,21090,19869,22893,22656,22260,23378,27283,31152,30775,21957,19256,21943,18210,8405,359,0,0,0
2020-04,경부선,1707,명학,101,5650,8296,20828,18860,9335,6533,6077,7074,7236,6595,7615,10440,20510,32584,11176,8614,6457,3891,1452,43,0,0,0
2020-04,경부선,1708,금정,217,20634,29468,66628,68758,38270,23741,22514,23941,23960,21482,22476,27922,47978,63009,30775,22406,19320,14490,6470,399,1,0,0
2020-04,경부선,1709,군포,60,4951,7914,15426,13471,7917,5777,5434,5967,5982,5438,5986,7365,17098,31273,11583,8350,5378,3261,1288,77,0,0,0
2020-04,경부선,1710,의왕,43,5359,11030,25423,23622,10941,8029,7543,7753,8169,7490,7816,10525,20467,20369,10286,7176,6141,3702,1499,85,0,0,0
2020-04,경부선,1711,성균관대,73,7267,21417,52795,42515,18638,12683,11722,12928,12684,11446,11507,13599,17648,18927,11152,8958,8520,8108,3535,239,0,0,0
2020-04,경부선,1712,화서,270,6243,16434,31533,22638,9739,7082,6587,6449,6471,5769,5954,8102,9387,8594,5218,3789,3163,2712,864,61,0,0,0
2020-04,경부선,1713,수원,1785,18829,28785,59135,51665,31397,27605,30258,32654,34602,36248,41190,51019,61575,73273,59671,60133,45348,36967,15244,517,0,0,0
2020-04,경부선,1714,독산,480,6039,13882,32231,30874,16416,11695,11702,12455,12985,12688,13447,19135,40617,59951,30419,15245,11969,8198,2440,55,0,0,0
2020-04,경부선,1715,세류,241,3112,5765,11303,7620,3736,2878,2899,2900,2709,2630,2757,3397,4674,4821,2994,2308,1994,1144,409,7,0,0,0
2020-04,경부선,1716,병점,2296,6224,18021,37258,26992,16410,12876,13465,14165,13527,13250,14597,17603,24985,28245,15197,11023,8983,6876,2030,18,0,0,0
2020-04,경부선,1717,세마,157,1560,4087,7045,5191,4255,2647,2595,2465,2723,2618,2602,3272,4104,4476,2140,1454,1545,833,339,23,0,0,0
2020-04,경부선,1718,오산대,113,2008,4442,7270,4829,3502,2749,2524,2690,3025,2978,3276,4220,4947,6095,2973,2292,2130,1348,803,56,0,0,0
2020-04,경부선,1719,오산,175,5479,10179,16016,13683,10205,9400,9677,11075,10659,10333,10481,12711,20558,21688,12212,9960,6780,4626,1522,70,0,0,0
2020-04,경부선,1720,진위,3,627,1083,2023,1848,1192,960,990,1183,1227,1103,1397,1906,4675,7384,2422,1619,887,497,188,11,0,0,0
2020-04,경부선,1721,송탄,11,4721,5311,8383,6814,4971,4341,4560,4424,4875,3952,4513,5084,5679,7454,4115,3039,2525,1428,568,31,0,0,0
2020-04,경부선,1722,서정리,14,2515,6086,8010,7274,5598,5663,5660,6466,5984,5884,6394,8304,14212,13413,7855,5743,3584,2054,656,16,0,0,0
2020-04,경부선,1723,지제,1,689,2148,4387,3393,1957,1717,1624,2486,1842,2018,3111,3774,7138,6245,3937,2355,2597,1564,573,2,0,0,0
2020-04,경부선,1724,평택,51,6145,11133,17702,15982,13052,12134,11724,12709,13497,13680,14271,17055,20477,21664,15157,15250,10104,7115,3432,21,0,0,0
2020-04,경부선,1725,성환,14,1723,2308,3985,4111,3578,3552,3674,3744,4305,4010,4276,5041,8276,7704,3670,3372,1792,1067,462,28,0,0,0
2020-04,경부선,1726,직산,54,556,1038,1248,744,823,789,680,794,823,762,941,888,1849,2513,866,673,481,322,145,13,0,0,0
2020-04,경부선,1727,두정,916,3287,5881,9492,7011,5064,4558,4673,4459,5183,5091,5344,6191,7866,7934,5422,4326,3406,2806,1599,30,0,0,0
2020-04,경부선,1728,천안,1847,2192,3953,6372,5280,6158,5904,6808,6098,7074,7409,7675,8350,8387,8611,6340,5264,4088,2455,1163,3,0,0,0
2020-04,경부선,1729,당정,2,2848,8651,20675,17354,8479,6148,5990,5884,5943,5271,5342,6430,9133,13383,5707,4177,3217,2488,968,78,0,0,0
2020-04,경부선,1749,서동탄,0,1028,3729,8646,3691,1623,1387,1312,1236,1218,1187,1428,1474,1822,2214,1151,777,544,422,59,8,0,0,0
2020-04,경부선,1750,광명,0,16,2396,10544,7498,4244,1183,2731,3193,2348,2160,2476,6605,2439,4901,5342,1126,3505,1314,349,0,0,0,0
2020-04,경인선,1801,개봉,1261,15944,30839,72611,71411,40647,25493,22410,23847,23430,20272,19621,23006,26054,26538,16177,12408,10603,7670,3310,141,0,0,0
2020-04,경인선,1802,오류동,418,10421,15576,41382,40923,22090,14678,12102,13810,13257,11743,11039,12220,13341,13498,8455,5744,4836,4282,1647,109,0,0,0
2020-04,경인선,1803,역곡,713,23607,38572,103008,99650,50766,30086,26920,29098,28483,25115,25003,27519,29117,29827,19610,15839,14520,11825,5282,462,0,0,0
2020-04,경인선,1804,부천,2477,31184,38269,90384,92824,50807,35222,35075,38223,38129,37302,38955,42657,46518,52700,36058,30375,30228,27162,12813,1300,0,0,0
2020-04,경인선,1805,송내,1204,13943,33535,95304,79266,41372,26313,26061,30632,27359,25574,26503,28942,39157,69033,30412,21937,18266,14952,7116,1061,0,0,0
2020-04,경인선,1806,부평,6402,21285,31933,72594,68821,37886,29233,29558,32728,33407,33738,36946,42507,48015,48030,38278,35530,37187,34518,19027,3298,0,0,0
