사용월,호선명,역ID,지하철역,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,0:00,1:00,2:00,3:00
2020-11,2호선,11,시청,24,867,"1,793","4,179","6,433","8,199","10,856","16,115","16,635","20,708","25,969","31,564","35,429","79,536","162,367","54,046","37,096","32,780","18,790","5,336",11,2,1,0
2020-11,2호선,12,을지로입구,93,"1,851","2,838","6,630","11,853","12,933","15,762","23,013","28,407","38,415","44,633","54,644","64,477","139,436","230,625","99,355","89,895","57,945","34,395","9,832",5,0,0,0
2020-11,2호선,13,을지로3가,12,837,"1,957","4,989","8,715","9,153","10,593","14,037","15,658","19,029","22,578","26,553","33,784","70,424","120,887","49,648","33,297","33,527","26,164","10,799",7,0,0,0
2020-11,2호선,14,을지로4가,5,903,"1,383","2,675","5,006","6,243","8,003","11,727","14,402","15,472","18,773","22,388","26,383","50,622","65,109","30,532","15,655","12,321","7,757","2,710",5,0,0,0
2020-11,2호선,15,동대문역사문화공원(DDP),315,"7,209","4,767","6,015","9,315","8,842","8,914","12,191","15,817","16,629","19,516","23,694","30,792","37,860","39,927","24,790","17,763","18,924","12,007","5,104",7,1,0,1
2020-11,2호선,16,신당,34,"6,033","10,829","24,579","41,524","24,858","16,604","16,039","17,900","19,350","19,724","20,394","23,399","28,169","31,931","20,289","14,796","12,568","8,974","3,783",3,0,0,0
2020-11,2호선,17,상왕십리,87,"5,162","11,602","35,818","59,229","30,214","18,052","17,199","17,945","17,300","15,712","17,124","17,870","22,641","27,362","16,260","10,712","10,226","6,937","2,078",3,0,0,0
2020-11,2호선,18,왕십리(성동구청),943,"6,474","9,109","24,173","43,016","26,420","16,596","16,574","19,470","20,570","21,036","22,723","27,538","33,764","37,572","22,622","21,570","23,648","21,898","11,652",121,1,2,0
2020-11,2호선,19,한양대,5,902,"1,917","4,652","7,781","5,489","5,445","8,374","9,841","10,115","10,841","13,363","19,120","29,966","27,581","13,113","11,242","12,068","9,019","3,580",1,0,0,0
2020-11,2호선,20,뚝섬,17,"3,425","7,542","18,069","26,732","15,885","12,438","13,268","15,808","18,825","21,997","25,344","33,401","52,896","110,868","54,987","31,078","27,769","18,287","5,258",6,0,0,0
2020-11,2호선,21,성수,36,"4,962","8,895","23,387","30,365","23,480","18,553","19,805","22,353","27,263","30,928","34,988","46,311","91,990","198,566","88,785","51,267","48,303","31,972","9,963",17,0,0,0
2020-11,2호선,22,건대입구,310,"16,565","20,365","50,670","87,939","58,080","32,221","31,081","36,045","40,276","41,891","45,762","53,540","65,919","81,173","57,498","58,187","63,874","59,597","29,198",35,1,0,0
2020-11,2호선,23,구의(광진구청),30,"12,944","24,017","62,032","107,040","61,150","30,566","26,002","27,075","27,405","24,816","24,434","27,974","33,257","40,223","20,539","16,266","15,857","12,887","5,624",13,1,0,0
2020-11,2호선,24,강변(동서울터미널),13,"8,091","24,746","71,461","104,078","73,806","51,921","46,769","45,800","45,177","42,689","43,600","47,554","52,755","60,196","46,181","35,518","28,403","18,260","6,089",12,0,0,0
2020-11,2호선,25,잠실나루,5,"2,627","10,123","35,736","44,658","26,840","19,631","19,403","18,580","17,801","18,861","20,971","25,206","30,749","29,198","13,794","10,072","7,514","5,145","1,649",7,0,0,0
2020-11,2호선,26,잠실(송파구청),107,"11,198","40,805","98,855","148,167","107,124","66,420","65,457","72,983","80,592","81,744","91,037","109,395","152,523","195,091","126,565","122,771","97,328","67,044","17,693",33,0,1,1
2020-11,2호선,27,잠실새내,16,"4,680","14,056","49,915","68,387","39,840","24,663","22,394","24,523","26,088","23,342","25,337","30,700","32,564","35,976","25,503","22,237","23,374","19,893","8,937",17,0,0,0
2020-11,2호선,28,종합운동장,10,"1,466","5,326","15,899","22,044","15,675","9,448","8,545","8,680","9,272","9,266","12,908","12,631","15,951","15,569","8,228","6,641","11,470","9,749","2,523",4,5,0,0
2020-11,2호선,29,삼성(무역센터),162,"4,657","6,577","14,589","19,431","19,207","20,003","29,245","37,755","49,329","59,579","73,520","92,583","172,109","280,802","153,560","106,905","87,207","54,583","12,568",7,1,0,0
2020-11,2호선,30,선릉,85,"4,214","10,038","19,630","29,155","28,179","30,545","41,220","47,739","57,693","66,226","82,775","115,397","172,892","274,474","136,505","84,475","79,962","57,714","18,001",6,0,1,0
2020-11,2호선,31,역삼,100,"3,679","8,133","13,472","22,870","22,234","20,819","28,737","35,693","40,906","49,499","65,086","86,636","172,088","260,773","133,570","76,781","75,160","47,784","14,689",6,0,0,2
2020-11,2호선,32,강남,175,"9,566","18,069","34,104","58,156","47,670","44,211","59,843","78,248","96,444","102,133","129,228","149,447","229,638","332,632","209,371","159,795","187,562","163,419","54,414",32,3,3,0
2020-11,2호선,33,교대(법원.검찰청),18,"2,420","11,005","22,402","33,235","25,891","24,498","30,057","33,904","40,215","47,852","54,701","60,806","94,476","141,592","65,566","50,830","56,809","41,609","13,436",4,0,0,0
2020-11,2호선,34,서초,28,"1,253","9,213","15,120","23,031","23,409","17,427","22,457","21,487","28,288","30,106","36,073","42,004","68,114","103,615","45,621","28,373","28,747","17,275","4,783",2,0,0,1
2020-11,2호선,35,방배,12,"2,612","8,730","21,629","31,085","24,620","16,729","17,637","19,819","22,252","23,760","26,691","32,940","43,827","68,674","29,402","20,893","21,190","16,196","6,241",1,2,0,0
2020-11,2호선,36,사당,133,"12,322","22,684","68,325","97,839","68,803","40,999","37,495","43,600","46,041","46,446","47,747","52,787","66,103","87,258","57,941","51,655","57,819","50,507","23,081",27,0,4,1
2020-11,2호선,37,낙성대(강감찬),45,"11,304","23,962","74,941","120,956","76,975","39,072","31,770","35,085","34,759","31,449","32,054","35,115","42,187","47,100","27,136","20,385","19,525","15,156","6,246",4,0,0,0
2020-11,2호선,38,서울대입구(관악구청),"4,214","27,445","40,664","119,938","183,150","115,739","60,802","52,856","56,760","59,606","55,625","58,429","66,373","74,968","86,001","51,420","42,238","44,654","38,501","15,607",11,0,0,0
2020-11,2호선,39,봉천,70,"15,128","26,645","77,573","119,929","69,429","36,182","28,525","30,760","30,980","26,059","26,038","27,261","29,018","31,605","18,240","14,454","13,426","10,178","3,224",3,0,0,0
2020-11,2호선,40,신림,296,"39,013","72,184","196,657","300,910","175,454","91,427","74,323","78,491","75,957","68,155","66,691","76,434","81,896","85,018","54,749","45,389","44,099","36,781","16,062",9,0,0,0
2020-11,2호선,41,신대방,100,"24,202","34,133","84,362","125,346","74,286","40,160","31,216","32,156","30,512","26,683","26,562","30,163","33,551","39,285","21,472","15,915","11,789","9,290","3,753",3,0,3,0
2020-11,2호선,42,구로디지털단지,270,"39,397","50,457","131,660","182,485","111,021","60,369","53,181","58,352","60,941","54,961","56,948","70,588","124,136","220,575","111,564","64,144","53,649","37,802","13,506",10,1,0,2
2020-11,2호선,43,대림(구로구청),599,"34,181","29,193","62,905","91,830","60,229","33,258","28,157","31,071","31,188","28,855","30,533","33,432","43,217","55,534","27,471","18,854","15,302","10,397","4,339",2,1,5,2
2020-11,2호선,44,신도림,"3,760","35,437","46,349","124,463","131,544","81,238","52,616","51,637","59,648","63,118","60,834","64,237","73,155","94,830","123,865","72,410","58,497","58,223","39,319","14,798",53,0,1,0
2020-11,2호선,45,문래,17,"3,262","11,594","40,788","44,732","25,382","17,805","17,431","19,986","21,195","21,714","23,406","28,482","49,695","99,958","36,144","23,298","23,567","17,063","6,687",12,0,0,0
2020-11,2호선,46,영등포구청,34,"5,682","11,822","38,651","45,784","28,196","20,783","21,870","23,901","25,699","26,057","29,122","34,963","51,986","103,731","36,124","25,680","24,445","16,212","5,787",7,0,1,0
2020-11,2호선,47,당산,64,"6,448","15,189","43,187","53,598","32,180","20,707","19,997","21,171","21,946","20,716","21,408","25,025","39,503","62,091","27,272","19,945","19,725","15,189","6,130",9,0,0,0
2020-11,2호선,48,합정,95,"7,821","16,496","41,226","53,742","35,104","24,715","25,244","28,848","33,864","35,169","37,598","45,970","64,094","104,086","66,069","49,969","57,094","49,945","20,864",26,0,0,0
2020-11,2호선,49,홍대입구,618,"17,254","22,653","56,956","72,836","47,411","33,911","39,825","48,766","57,657","58,753","70,831","89,829","118,185","145,323","108,975","104,731","126,317","118,447","47,948",276,3,1,0
2020-11,2호선,50,신촌,53,"6,206","11,836","30,389","43,642","31,220","28,876","33,886","43,117","44,856","46,460","52,867","65,049","81,499","82,475","56,393","58,285","60,796","56,110","21,441",9,0,1,0
2020-11,2호선,51,이대,38,"2,531","6,120","18,083","24,282","14,635","11,302","13,066","18,113","20,172","17,927","21,079","28,033","37,560","32,568","19,524","16,204","16,482","13,104","4,044",2,0,0,0
2020-11,2호선,52,아현,23,"4,852","9,570","25,684","35,647","20,110","14,016","13,209","14,778","13,529","13,829","15,847","18,934","19,081","18,569","11,113","7,574","6,088","3,907","1,449",1,1,1,1
2020-11,2호선,53,충정로(경기대입구),25,"2,998","5,731","14,438","20,756","13,342","9,951","10,695","11,599","12,567","12,356","12,857","15,562","24,836","47,689","16,269","9,648","9,381","6,057","1,950",6,1,0,0
2020-11,2호선,54,용답,15,"2,383","2,893","7,098","11,711","5,462","3,863","3,416","3,733","4,098","3,614","3,627","4,081","4,277","3,614","2,059","1,416","1,230",946,302,0,0,0,0
2020-11,2호선,55,신답,1,873,"1,526","5,689","9,605","3,762","2,003","1,762","1,710","1,815","1,470","1,413","1,441","1,955","2,153",917,572,453,508,90,0,0,0,0
2020-11,2호선,56,신설동,33,"1,154","1,280","2,957","5,652","3,850","3,560","4,439","5,323","6,402","7,285","8,279","9,117","11,304","11,180","4,562","2,645","2,343","1,607",443,1,0,0,0
2020-11,2호선,57,도림천,22,269,954,"2,819","3,064","1,719","1,500","1,299","1,886","1,559","2,167","2,333","2,671","2,963","3,491","1,850",759,806,358,165,0,0,0,0
2020-11,2호선,58,양천구청,10,"4,312","10,515","30,745","28,069","14,939","9,546","8,803","8,537","8,395","6,843","6,823","7,480","8,692","8,231","3,616","2,639","2,327","2,165",560,3,0,0,0
2020-11,2호선,59,신정네거리,85,"7,408","14,031","43,464","41,414","21,103","13,383","12,004","12,612","11,715","10,472","9,989","12,397","13,751","11,066","6,440","4,699","3,744","2,988",937,5,0,0,0
2020-11,2호선,60,용두(동대문구청),22,972,"1,318","4,365","7,275","3,851","2,941","3,217","3,423","3,748","3,686","4,099","4,091","4,533","5,721","2,175","1,349","1,143",808,238,0,0,0,0
2020-11,3호선,61,지축,4,"1,250","4,845","15,544","14,987","6,779","4,482","4,245","3,902","3,797","3,524","3,909","4,468","4,691","3,671","1,736","1,042",827,623,164,1,1,1,0
2020-11,3호선,62,구파발,125,"9,119","28,384","80,336","78,845","39,211","25,478","24,686","26,467","24,658","25,232","27,940","31,889","34,321","29,072","17,137","13,056","12,140","10,139","1,964",9,0,0,0
2020-11,3호선,63,연신내,296,"25,155","47,840","129,343","157,229","83,712","54,142","49,230","52,833","51,161","47,710","47,576","51,844","50,747","46,139","31,473","25,117","23,815","18,046","6,494",4,1,0,0
2020-11,3호선,64,불광,23,"8,276","17,771","49,337","59,968","31,958","22,235","20,720","22,551","23,222","22,853","23,910","25,724","27,810","29,941","16,265","12,313","11,439","7,492","2,297",4,2,0,0
2020-11,3호선,65,녹번,36,"8,720","21,785","61,550","70,647","37,886","22,283","17,876","18,437","17,451","15,111","14,129","15,597","17,588","18,743","8,688","6,210","5,402","3,942","1,053",0,2,0,0
2020-11,3호선,66,홍제,74,"8,556","19,615","57,010","67,819","38,614","26,632","24,193","25,815","24,419","22,605","22,652","26,125","28,425","26,118","13,733","10,098","8,698","5,682","1,754",1,0,0,0
2020-11,3호선,67,무악재,19,"1,568","4,582","13,944","16,244","9,243","6,104","5,574","5,139","5,028","4,258","4,171","5,311","5,668","6,025","2,597","1,962","1,722","1,321",448,0,0,0,0
2020-11,3호선,68,독립문,63,"4,565","5,399","14,763","18,717","12,962","10,835","10,807","11,910","11,539","12,037","13,183","14,950","13,824","15,472","6,948","4,797","3,813","2,658",597,3,1,1,0
2020-11,3호선,69,경복궁(정부서울청사),63,"2,478","4,848","11,958","18,237","17,291","13,315","15,100","17,956","22,926","27,435","34,885","45,267","62,228","93,686","38,363","31,910","31,792","18,677","5,572",1,0,1,0
2020-11,3호선,70,안국,14,"1,536","2,801","5,204","8,126","7,148","7,666","12,321","17,626","20,493","26,100","38,274","46,740","99,761","103,415","41,588","31,293","29,235","15,231","3,801",0,0,1,0
2020-11,3호선,71,종로3가,17,558,"1,118","1,601","2,149","3,151","4,930","6,956","8,514","10,241","12,287","15,817","18,627","29,476","51,045","29,411","15,395","15,517","10,515","3,935",6,0,1,0
2020-11,3호선,72,을지로3가,8,647,920,"1,768","2,986","3,802","4,674","6,532","7,428","9,364","11,609","13,285","16,731","35,776","61,085","25,887","16,300","15,392","11,038","4,402",3,0,0,0
2020-11,3호선,73,충무로,0,0,0,0,0,1,0,0,1,0,0,0,3,3,0,5,2,0,2,2,3,0,0,0
2020-11,3호선,74,동대입구,22,"1,550","1,975","4,907","6,810","5,511","4,951","5,761","8,508","8,837","11,903","13,141","17,860","34,356","32,211","14,837","10,408","12,453","9,147","2,423",5,0,1,0
2020-11,3호선,75,약수,95,"5,664","9,169","23,910","37,113","24,511","16,971","15,937","17,515","17,676","17,386","18,798","20,129","24,490","31,892","17,471","13,721","13,134","9,383","3,415",2,0,0,0
2020-11,3호선,76,금호,33,"4,424","9,017","25,179","34,913","21,140","13,201","11,413","11,245","11,021","9,643","9,633","10,152","11,182","11,071","7,029","5,293","4,661","3,147","1,140",0,0,0,0
2020-11,3호선,77,옥수,207,"2,665","8,518","21,796","30,286","19,483","12,961","11,813","12,339","13,227","12,557","12,857","14,456","16,553","16,651","10,591","7,754","7,210","4,637","1,769",46,0,0,0
2020-11,3호선,78,압구정,47,"2,719","6,937","14,822","22,702","17,417","20,269","25,675","31,210","34,036","41,490","49,974","60,110","80,594","128,478","91,042","70,774","52,176","34,732","8,465",10,0,0,0
2020-11,3호선,79,신사,35,"3,126","5,759","9,814","17,690","13,339","15,358","20,778","24,879","29,775","36,226","45,210","56,047","83,801","131,023","91,768","61,401","65,937","48,294","15,627",2,0,0,0
2020-11,3호선,80,잠원,1,945,"3,798","10,669","15,397","9,528","6,301","6,456","7,137","7,152","6,215","7,288","8,795","10,643","9,866","6,064","3,992","4,128","2,750",652,0,0,0,0
2020-11,3호선,81,고속터미널,118,"4,648","6,377","21,795","38,560","40,078","39,134","49,061","60,275","66,309","72,573","83,560","93,354","111,239","119,643","99,228","110,780","66,744","39,791","11,345",6,0,0,1
2020-11,3호선,82,교대(법원.검찰청),26,"1,149","2,886","7,426","11,251","8,737","10,172","13,071","14,233","17,372","19,830","22,413","25,210","40,662","64,246","26,854","21,213","23,475","19,115","4,845",1,0,0,0
2020-11,3호선,83,남부터미널(예술의전당),43,"2,549","7,631","23,750","38,385","30,879","27,423","30,782","33,817","37,557","38,363","42,955","52,283","85,118","133,177","63,876","43,813","38,616","25,237","6,930",1,0,0,0
2020-11,3호선,84,양재(서초구청),101,"4,948","12,440","30,333","42,680","28,978","26,213","29,150","34,450","39,760","42,155","50,804","63,236","114,470","197,646","94,401","61,363","56,173","34,553","8,607",5,1,2,1
2020-11,3호선,85,매봉,10,"1,410","5,746","14,477","17,606","12,465","9,823","9,994","11,062","12,147","14,173","16,005","18,484","32,132","63,043","23,086","14,422","15,514","9,028","2,146",6,0,0,0
2020-11,3호선,86,도곡,22,"1,000","3,141","8,145","10,499","6,410","4,829","5,656","5,880","6,290","6,994","8,953","11,194","16,077","17,713","9,122","5,759","5,081","3,670",922,4,0,0,0
2020-11,3호선,87,대치,14,"2,381","10,047","23,457","22,775","12,732","9,989","9,929","12,616","13,594","12,595","15,317","16,772","24,680","25,865","16,847","12,697","15,911","25,945","2,721",3,0,0,0
2020-11,3호선,88,학여울,2,412,"1,573","3,446","4,255","2,654","2,059","2,442","3,260","3,122","3,301","4,630","5,102","6,619","6,612","2,858","1,719","1,792","1,431",240,0,0,0,0
2020-11,3호선,89,대청,47,"3,214","9,288","24,991","29,988","15,763","11,656","11,153","11,403","12,119","12,431","16,620","16,555","20,896","25,410","10,600","7,096","5,813","4,249","1,130",0,0,0,0
2020-11,3호선,90,일원,2,"1,855","7,247","20,594","20,816","13,524","13,261","14,110","14,293","13,113","13,854","18,432","21,785","29,472","15,444","8,470","5,802","3,900","3,061",897,0,0,0,0
2020-11,3호선,91,수서,214,"4,379","10,908","31,460","41,714","25,866","25,005","19,656","24,995","24,007","18,828","29,015","31,519","38,488","49,624","22,810","20,299","14,230","11,649","4,003",1,0,0,0
2020-11,3호선,92,가락시장,21,"2,310","6,245","18,116","21,616","14,363","12,108","11,880","12,154","12,701","13,191","13,878","14,989","19,381","27,047","12,274","9,075","8,413","5,643","1,543",8,1,0,0
2020-11,3호선,93,경찰병원,9,"2,380","6,481","19,880","24,732","14,298","10,036","8,925","8,898","9,482","8,914","9,382","9,567","15,146","20,655","6,966","5,224","5,300","2,841",571,0,3,0,0
2020-11,3호선,94,오금,5,"3,208","6,582","23,600","28,529","14,434","8,024","7,028","7,421","7,407","6,141","6,017","7,352","9,592","11,535","4,686","3,392","2,999","1,962",435,4,1,0,0
2020-11,4호선,100,수유(강북구청),81,"19,406","41,986","108,507","125,126","72,382","48,194","43,192","45,337","44,743","42,610","42,150","45,507","52,131","57,717","34,084","26,144","23,510","18,141","8,071",0,0,0,0
2020-11,4호선,101,미아(서울사이버대학),40,"9,579","18,963","46,972","53,794","30,997","21,986","19,749","20,373","20,254","21,097","22,395","22,324","23,372","25,383","15,146","10,619","8,968","6,174","2,177",5,0,1,0
2020-11,4호선,102,미아사거리,51,"14,150","34,192","92,483","105,122","58,257","38,093","34,699","35,607","36,766","35,059","37,405","41,993","40,690","42,136","29,950","29,793","18,319","12,688","5,586",2,0,0,0
2020-11,4호선,103,길음,9,"9,022","26,289","77,340","86,471","43,803","27,378","23,273","25,091","24,676","22,312","23,553","25,755","31,536","29,041","17,371","13,223","10,940","9,282","2,951",1,0,0,0
2020-11,4호선,104,성신여대입구(돈암),38,"5,012","15,686","42,514","54,296","33,358","22,752","22,994","26,303","27,454","27,227","28,995","33,354","38,679","43,691","27,957","25,576","26,854","22,474","8,277",0,0,0,1
2020-11,4호선,105,한성대입구(삼선교),70,"6,160","11,259","29,350","36,556","24,216","16,394","17,102","19,250","20,203","20,251","22,318","28,383","30,816","31,689","16,347","13,101","12,283","9,160","3,467",6,1,0,0
2020-11,4호선,106,혜화,37,"3,137","6,472","16,167","20,400","21,977","27,008","31,305","32,700","35,500","43,455","57,459","71,304","94,789","114,159","60,837","56,323","70,977","62,711","19,636",5,2,2,1
2020-11,4호선,107,동대문,239,"5,861","3,641","5,002","6,978","11,150","16,104","22,391","27,756","29,985","38,066","44,590","54,228","84,021","66,675","29,081","20,052","21,141","10,733","4,488",6,0,4,0
2020-11,4호선,108,동대문역사문화공원(DDP),313,"7,451","4,085","6,106","7,915","6,915","7,489","11,028","14,092","15,925","20,563","25,293","30,960","48,463","69,724","37,093","26,477","24,713","17,688","7,277",5,2,4,1
2020-11,4호선,109,충무로,63,"2,914","3,759","7,184","11,643","11,825","12,478","16,445","20,954","26,150","32,163","36,414","47,803","82,218","139,263","66,905","45,963","44,456","31,236","12,864",10,2,1,0
2020-11,4호선,110,명동,25,660,"1,757","3,122","5,165","6,016","7,502","12,039","17,358","21,655","25,993","33,715","43,525","58,928","99,726","47,709","37,936","33,249","16,690","4,061",4,0,0,0
2020-11,4호선,111,회현(남대문시장),36,"1,772","3,048","4,610","6,636","8,224","11,335","19,066","26,216","32,890","40,157","49,419","65,055","86,347","111,576","42,100","39,630","17,113","8,684","2,701",2,3,0,0
2020-11,4호선,112,서울역,159,"3,786","4,830","10,982","14,462","10,237","8,327","9,661","10,851","11,271","11,071","13,315","15,400","35,621","60,533","19,737","12,607","11,791","7,581","2,685",4,1,2,0
2020-11,4호선,113,숙대입구(갈월),8,"2,910","7,041","15,984","24,196","16,015","12,579","13,520","15,437","16,197","16,594","18,763","23,695","32,386","47,189","22,460","16,926","16,880","12,986","5,132",2,0,1,0
2020-11,4호선,114,삼각지,4,589,"1,745","4,802","7,255","4,733","3,162","3,622","4,515","4,944","5,219","5,786","7,251","12,013","21,842","8,091","6,083","6,254","4,260","1,949",3,0,0,0
2020-11,4호선,115,신용산,4,989,"3,842","9,963","15,365","11,816","9,847","12,463","13,147","15,458","15,686","20,111","27,958","50,214","85,644","38,242","25,339","22,365","14,087","4,918",1,2,1,0
2020-11,4호선,116,이촌(국립중앙박물관),53,"1,139","3,996","11,841","16,892","11,212","7,628","7,871","9,197","9,587","9,732","11,862","16,668","20,011","22,546","9,339","6,826","7,066","3,822","1,351",2,1,1,0
2020-11,4호선,117,동작(현충원),37,464,"1,276","4,439","6,086","4,078","3,375","3,557","3,283","3,557","3,871","4,675","5,127","6,152","6,327","2,892","2,193","2,216","1,424",401,7,0,0,1
2020-11,4호선,118,총신대입구(이수),111,"6,095","14,705","44,028","58,491","33,800","23,978","23,085","25,408","25,762","25,153","26,782","29,494","33,547","40,946","23,692","20,985","18,130","14,181","5,462",8,1,2,1
2020-11,4호선,119,사당,100,"10,039","21,862","61,139","85,727","58,334","35,652","29,829","31,039","32,275","29,968","29,131","31,153","38,504","45,070","30,395","27,073","29,374","25,122","8,926",14,1,2,1
2020-11,4호선,120,남태령,29,422,840,"2,143","2,756","2,402","1,625","1,612","1,632","1,903","1,828","1,664","2,399","3,446","3,275","1,471",901,628,279,72,1,0,0,0
2020-11,4호선,95,당고개,67,"7,842","18,161","50,285","50,376","29,783","18,901","16,998","17,108","17,267","16,654","15,378","15,870","15,957","15,102","11,292","6,427","5,475","3,667",960,2,0,1,0
2020-11,4호선,96,상계,46,"12,547","32,889","84,853","77,962","39,762","26,411","23,852","25,457","24,130","21,261","21,485","23,348","22,951","22,006","13,967","10,883","10,156","10,119","2,393",5,0,0,0
2020-11,4호선,97,노원,148,"11,166","21,903","51,985","55,690","30,614","23,519","22,463","25,001","25,483","24,557","25,446","28,778","30,288","32,130","22,945","24,598","22,398","19,701","6,482",8,2,0,0
2020-11,4호선,98,창동,"1,573","15,744","34,523","90,345","80,902","49,353","36,201","33,582","35,831","35,612","34,099","35,848","39,945","42,461","41,602","23,950","18,986","17,536","13,104","5,373",251,0,0,0
2020-11,4호선,99,쌍문,110,"22,031","48,532","119,351","131,162","72,734","46,457","37,994","38,393","36,107","32,049","30,567","33,764","34,723","34,201","21,523","15,170","13,129","9,218","3,863",3,0,1,1
2020-11,경부선,121,서울역,3,25,33,"6,849","15,261","8,948","7,816","8,221","8,659","8,592","4,988","10,984","11,552","12,139","12,811","12,122","7,897","8,509","6,225","2,221",16,0,0,0
2020-11,경부선,122,남영,91,"2,221","3,813","10,878","16,054","10,016","8,140","8,566","10,231","10,922","11,616","15,365","18,678","25,660","45,968","17,378","12,102","11,573","8,292","3,285",13,0,0,0
2020-11,경부선,123,용산,325,"3,783","4,633","19,272","27,118","28,027","21,797","33,861","32,553","41,991","40,571","60,159","70,522","99,924","142,244","79,922","70,178","65,934","39,613","13,264",379,0,0,0
2020-11,경부선,124,노량진,394,"4,855","6,286","16,490","23,132","13,499","9,713","10,139","11,347","13,526","12,121","12,627","14,642","18,276","21,530","12,946","13,821","15,706","14,138","5,006",72,0,0,0
2020-11,경부선,125,대방,491,"5,527","10,226","28,359","38,076","21,044","14,948","13,923","15,126","15,426","14,753","17,108","18,743","31,347","46,239","17,606","12,270","12,101","8,173","2,142",17,0,0,0
2020-11,경부선,126,영등포,"4,324","17,114","15,473","35,915","52,297","35,572","29,660","36,335","43,692","48,646","54,866","64,355","77,214","99,337","143,474","83,510","84,949","69,079","48,586","18,456",101,1,4,0
2020-11,경부선,127,신도림,570,"2,157","3,298","9,510","11,858","6,616","4,344","4,164","4,663","4,686","4,475","4,695","5,475","9,094","14,797","6,089","4,413","4,469","3,073","1,124",30,0,0,0
2020-11,경부선,151,신길,715,"10,434","10,104","23,034","30,649","17,491","10,742","9,578","11,169","10,516","9,390","10,809","14,019","18,716","30,952","11,489","7,128","7,240","4,253","1,753",17,1,0,0
2020-11,경부선,249,구로,"12,208","23,431","18,637","34,637","36,914","23,701","18,087","18,442","20,840","21,648","21,846","24,673","30,219","48,561","65,739","28,717","19,663","18,812","12,384","4,349",39,1,2,1
2020-11,경부선,250,가산디지털단지,"1,381","8,123","6,822","14,192","14,083","10,182","8,628","9,769","11,289","12,021","12,884","14,828","21,576","57,968","110,853","44,761","27,058","22,595","12,993","4,576",112,3,5,0
2020-11,경부선,251,금천구청,690,"10,805","17,413","44,764","43,959","23,431","15,626","14,083","14,030","13,266","12,343","12,532","13,902","16,528","23,699","10,801","7,948","6,605","4,623","1,615",51,2,0,0
2020-11,경부선,252,석수,399,"7,480","15,356","37,510","39,397","20,763","12,706","11,845","11,650","11,164","10,537","12,115","13,529","17,599","18,513","9,829","6,750","5,588","3,503","1,226",33,1,5,0
2020-11,경부선,253,관악,235,"7,242","11,154","30,914","29,997","14,817","9,423","8,305","9,107","8,728","8,934","8,827","10,944","11,938","10,197","5,984","4,224","3,804","2,280",782,46,1,0,2
2020-11,경부선,254,안양,286,"14,182","28,973","75,351","69,413","37,807","25,409","25,215","31,760","31,341","28,524","33,207","43,168","47,235","39,339","24,597","22,548","24,530","18,273","6,973",415,4,4,3
