사용월,호선명,역ID,지하철역,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,0:00,1:00,2:00,3:00
2020-08,2호선,12,을지로입구,106,2103,2838,6745,10317,11737,13668,20964,25595,33589,39238,49172,58691,124240,207107,88821,81179,50098,32653,9262,11,0,0,0
2020-08,2호선,13,을지로3가,11,881,2014,4325,7383,7516,8909,12508,13519,16708,19628,24079,30083,63338,109119,44345,28954,28161,23867,10515,10,0,0,0
2020-08,2호선,14,을지로4가,8,771,1348,2490,4347,5494,7292,10384,13018,13665,15947,18576,21935,42498,57457,27771,13707,10498,7148,2816,2,1,0,0
2020-08,2호선,15,동대문역사문화공원(DDP),218,5862,3921,5436,8149,7689,7837,10668,12650,13116,15842,18884,24484,30980,36397,22427,16120,16882,11043,4663,2,0,0,0
2020-08,2호선,16,신당,18,5276,10320,22779,36085,22389,15481,15090,16681,17302,16974,17577,19637,23724,30295,18733,13390,10948,9113,3687,2,0,0,0
2020-08,2호선,17,상왕십리,68,5354,11475,32458,50257,27606,16429,15587,16418,16084,14708,15774,15503,19613,24253,15029,9927,9256,7156,2152,2,0,0,0
2020-08,2호선,18,왕십리(성동구청),685,6326,9017,22149,38432,23523,15930,16552,17969,19129,19578,19707,22282,29022,33649,21032,18901,21104,21206,11166,62,1,0,0
2020-08,2호선,19,한양대,4,874,2253,4991,7688,4928,4346,5582,9324,7402,7556,8423,14275,23570,21733,10732,8118,7546,6331,2723,0,0,0,0
2020-08,2호선,20,뚝섬,38,3511,7296,16661,24553,14747,11376,11783,13891,16238,18194,21528,25842,42752,95250,47800,27289,24027,16673,5598,2,0,0,0
2020-08,2호선,21,성수,35,4959,8890,20768,27073,21137,16892,18050,20162,24594,27174,31688,40458,80198,176430,77137,43935,41094,30738,9177,4,0,0,0
2020-08,2호선,22,건대입구,290,15623,19711,46696,78722,53204,30017,28820,33632,35367,36708,40689,47646,57984,72088,52756,52718,56034,58498,29292,15,0,0,0
2020-08,2호선,23,구의(광진구청),38,12529,23136,57624,95722,55823,29094,24550,25184,25311,22585,22585,25080,29722,36903,20307,16077,14644,13339,5745,7,0,0,0
2020-08,2호선,24,강변(동서울터미널),32,8046,23895,67900,92892,64945,46803,43816,44135,44769,40647,42358,44607,50744,58546,44677,35110,29507,19612,6739,9,0,1,0
2020-08,2호선,25,잠실나루,9,2608,9771,32045,37317,23541,17477,17317,16955,16153,17276,18166,22280,27534,26711,13463,9237,7189,5074,1855,1,0,0,0
2020-08,2호선,26,잠실(송파구청),88,10702,40613,94785,131214,94224,58960,59772,66429,71973,73744,83525,97250,134427,173881,114005,108480,86144,69632,19218,11,0,0,0
2020-08,2호선,27,잠실새내,17,4524,14065,45585,57326,35099,22011,21534,24011,24500,22585,23806,27878,29169,33916,25279,21093,20758,20409,9376,6,1,0,0
2020-08,2호선,28,종합운동장,4,1489,5158,14538,19329,14314,8561,8018,8049,8386,8511,8789,10315,12117,14740,8012,6489,10723,8886,2303,3,1,0,0
2020-08,2호선,29,삼성(무역센터),157,4707,6725,13961,18268,17465,18341,26238,34319,42895,53549,68355,88373,157389,256566,146505,98826,80450,56950,12689,0,0,0,0
2020-08,2호선,30,선릉,88,4570,10006,18063,26253,24892,27329,36011,43009,50288,58307,72399,100203,152434,252154,125174,73930,70686,62626,17473,5,0,0,0
2020-08,2호선,31,역삼,33,3632,8196,12607,21227,20177,19512,26591,32895,38836,45831,60956,77811,158055,241716,120712,68039,66394,47711,15967,1,0,0,0
2020-08,2호선,32,강남,136,9933,17943,34222,52487,42424,42411,60665,78136,96206,99948,124434,143634,212249,316371,197557,145854,166491,160660,54112,7,0,0,0
2020-08,2호선,33,교대(법원.검찰청),22,2271,10870,22207,30213,23056,21547,26528,30407,35845,42081,47612,52526,83609,129161,61593,44353,48016,42028,13598,8,0,0,0
2020-08,2호선,34,서초,24,1132,6817,11763,19960,19922,15572,19323,19292,22636,24847,29453,33188,58632,90308,38611,23196,24235,15723,4286,1,0,0,0
2020-08,2호선,35,방배,5,2564,8584,19694,27149,21999,15017,15036,17302,18535,18131,20303,24618,34460,58621,24521,16623,16782,14564,4630,2,0,0,0
2020-08,2호선,36,사당,79,12374,22711,64235,84420,61175,37551,34108,39281,41387,40985,41718,45836,59098,80255,54067,45400,49199,47924,22780,22,0,0,0
2020-08,2호선,37,낙성대(강감찬),42,11053,23579,69400,107594,70597,36238,31040,32980,32996,28790,29820,31677,37641,42850,26696,19011,18359,14653,5990,8,0,0,0
2020-08,2호선,38,서울대입구(관악구청),3664,26543,39104,110774,161302,106258,58133,50668,55453,56388,52272,54380,60797,68227,79951,50414,41543,41242,38355,15556,5,0,0,0
2020-08,2호선,39,봉천,58,14185,25969,70714,104733,64292,33118,27000,28254,28414,24820,25295,25664,27353,30374,18782,14378,13101,10705,3759,2,0,0,0
2020-08,2호선,40,신림,278,37363,70140,181129,267699,161806,86414,69858,74184,70344,65044,62387,68836,73974,79342,55177,45739,43376,37861,16758,9,1,1,0
2020-08,2호선,41,신대방,149,23151,32406,77365,113524,69282,37996,29467,29805,27844,24924,24041,26938,30585,37272,22139,15986,12098,9397,4002,6,0,0,0
2020-08,2호선,42,구로디지털단지,259,35580,47349,120583,157584,101090,57020,49034,53728,54799,50327,52695,63907,111514,199728,102245,57627,46360,35928,13672,3,0,0,0
2020-08,2호선,43,대림(구로구청),706,30348,26527,57620,83660,56334,31409,26372,28065,27952,25792,26929,29663,38549,50870,27625,18616,14550,10748,4807,7,0,0,0
2020-08,2호선,44,신도림,3194,32314,43734,112041,115940,73757,48653,48409,54785,57373,55802,59228,66239,85784,116075,70013,56107,56253,39388,16873,38,2,1,0
2020-08,2호선,45,문래,22,3255,11300,35648,37755,21632,15983,15660,17314,17538,18465,19591,24518,43672,89474,33774,21507,20838,16295,6606,3,0,0,0
2020-08,2호선,46,영등포구청,34,5155,11298,35210,39491,25158,18839,19540,20872,21839,22797,24165,28316,45688,93168,33150,22760,21008,15188,5826,2,0,0,0
2020-08,2호선,47,당산,71,5982,14634,39422,46156,27879,18302,17463,17750,18580,17719,17920,20937,34559,55300,25310,18123,17527,15448,6125,1,0,0,0
2020-08,2호선,48,합정,69,7304,15519,37528,46647,31338,21948,23044,27180,30019,31678,34052,39696,57322,95865,60541,45598,50878,49466,20911,7,0,0,0
2020-08,2호선,49,홍대입구,594,16863,22529,51958,62817,42309,31623,38476,47361,54157,56571,65830,81152,105280,135122,106094,97494,113933,118492,48193,244,4,0,0
2020-08,2호선,50,신촌,43,6292,11919,28519,38465,28073,27435,33362,41709,43304,45136,51380,61246,76886,80344,56834,56998,57157,60337,22562,7,0,0,0
2020-08,2호선,51,이대,43,2500,5836,16261,21392,13668,10255,11274,14897,16041,14869,16934,22094,30869,27601,16990,13779,13383,11028,3315,0,0,0,0
2020-08,2호선,52,아현,14,4138,9099,22412,28676,18093,12471,11803,12603,12233,12042,13678,14777,15712,16469,9959,6818,5326,3532,1395,4,2,0,0
2020-08,2호선,53,충정로(경기대입구),15,2822,5773,12923,18339,11887,9171,9957,9739,9956,10421,11140,12449,20608,42565,14254,8698,7577,5542,1861,9,0,0,0
2020-08,2호선,54,용답,30,2236,2988,6273,10842,5133,3416,2923,3154,3430,3072,2948,3392,3423,3237,1974,1326,1086,873,337,0,0,0,0
2020-08,2호선,55,신답,1,919,1656,5194,8069,3432,1792,1686,1626,1504,1394,1343,1366,1751,1925,961,589,435,399,134,2,0,0,0
2020-08,2호선,56,신설동,31,1035,1210,2725,4789,3539,3293,4264,4745,5385,5612,5990,6330,8785,9404,4068,2344,2013,1461,424,0,0,0,0
2020-08,2호선,57,도림천,12,300,914,2600,2566,1579,1716,1439,2339,1612,1635,1853,2306,2681,3291,1745,703,690,296,144,3,2,0,0
2020-08,2호선,58,양천구청,19,4157,9684,26175,23063,13092,8521,7458,8066,7490,6111,6037,6587,7072,8201,3465,2319,2209,1991,618,4,0,0,0
2020-08,2호선,59,신정네거리,72,7028,12472,38242,34743,18993,12386,10989,11902,10638,9546,9346,11425,11884,10523,6485,4709,3563,3000,1106,8,0,0,0
2020-08,2호선,60,용두(동대문구청),17,948,1433,4307,6473,3369,2729,2970,3230,3124,3141,3395,3567,4009,5155,2345,1436,1186,787,230,0,0,0,0
2020-08,3호선,61,지축,3,1049,4721,13359,12496,6112,4030,3825,3481,3238,3018,3309,3702,4024,3049,1514,1108,787,550,163,0,1,0,0
2020-08,3호선,62,구파발,98,8508,25714,70906,67758,34827,23074,21953,23938,22168,22287,24470,26505,29748,27965,16998,13344,12662,10471,2172,10,0,0,0
2020-08,3호선,63,연신내,261,23211,44470,116251,134395,75091,49935,45896,48749,46758,42897,42263,44853,45961,43513,32033,25176,22791,19691,6782,3,0,0,0
2020-08,3호선,64,불광,31,8112,16295,42555,50297,28577,19580,18927,19953,20486,19832,20062,21540,24347,28057,16081,12011,10384,7332,2300,1,0,1,0
2020-08,3호선,65,녹번,17,7955,20377,53213,60916,33388,19629,16556,16594,15003,13815,12815,14175,15383,16257,8204,5772,4861,3605,1092,0,0,1,0
2020-08,3호선,66,홍제,55,7967,18876,50634,58502,35146,24676,22579,22819,21175,19401,19527,21299,23490,22503,12889,9827,7664,5252,1775,1,0,0,0
2020-08,3호선,67,무악재,15,1696,4249,12250,13796,8311,5468,4856,4548,4374,3897,3702,4116,5035,5584,2590,1898,1512,1140,474,0,0,0,0
2020-08,3호선,68,독립문,89,4886,5120,13427,16040,11541,9624,9584,10775,10096,9708,10719,11547,11905,13855,6681,4433,3418,2516,679,1,0,0,0
2020-08,3호선,69,경복궁(정부서울청사),62,2276,5009,11266,15828,14999,11566,13513,14684,18221,22124,27000,32770,48409,79183,33205,23462,22665,16452,4951,5,0,0,0
2020-08,3호선,70,안국,9,1688,2741,4895,6957,6455,7734,10640,15657,16198,20428,24557,31798,78493,88116,35358,26591,23764,14058,3613,1,0,0,0
2020-08,3호선,71,종로3가,9,612,1170,1610,2098,2845,4585,6915,8241,9177,11282,14004,16547,24698,44359,26965,12795,13331,9892,3529,11,0,0,0
2020-08,3호선,72,을지로3가,6,519,834,1516,2307,3125,4055,5925,6936,8431,10366,11594,14926,30991,56247,23647,14315,13225,10687,4236,3,0,0,0
2020-08,3호선,73,충무로,0,0,0,0,1,1,1,0,2,0,0,0,1,3,2,3,0,2,1,0,0,0,0,0
2020-08,3호선,74,동대입구,13,1335,2105,4451,6143,5182,4284,5304,5951,6653,8859,9473,13386,29132,26814,13236,8883,8898,8301,2116,2,0,0,0
2020-08,3호선,75,약수,101,5357,9042,21406,32630,22609,15220,14625,16257,16171,15377,16441,17691,21319,28759,15908,12187,11035,8573,3348,5,1,0,0
2020-08,3호선,76,금호,62,4246,8706,22192,30382,19149,11941,10526,10303,9956,8789,8822,9199,9877,10173,6823,5482,4233,3155,1236,1,0,0,0
2020-08,3호선,77,옥수,241,2829,7798,19662,25868,16901,11751,10798,11323,12113,11106,11095,12665,14638,15479,9816,7598,6535,4920,1899,78,0,0,0
2020-08,3호선,78,압구정,44,2751,7091,13292,19965,15740,18345,24487,28693,31761,37433,45378,54122,73634,120069,88197,67693,47665,34308,8741,10,0,0,0
2020-08,3호선,79,신사,62,3567,5909,9590,15675,12461,14110,18930,22431,25479,31716,38775,47208,70598,115653,83142,53303,56878,48723,15340,4,0,0,0
2020-08,3호선,80,잠원,4,1440,5101,11804,16147,10674,6842,6750,7663,7812,6512,7026,8037,9616,9656,5957,3984,3761,2912,705,4,0,0,0
2020-08,3호선,81,고속터미널,78,4548,5874,21438,34197,36431,36164,46646,56777,64640,68335,78276,87953,106931,115555,94941,105488,66951,46304,13357,4,0,0,0
2020-08,3호선,82,교대(법원.검찰청),13,1014,2734,6567,9320,7939,8527,10974,12380,14349,16427,18812,21314,34826,58651,24648,17794,19668,18822,4974,2,0,0,0
2020-08,3호선,83,남부터미널(예술의전당),55,2503,7289,22132,33075,26719,25620,28985,30696,34001,34499,38559,44870,77163,121566,58716,38554,34882,24612,6946,7,0,3,0
2020-08,3호선,84,양재(서초구청),87,4993,12607,28088,37057,26100,22966,25349,29850,32429,35073,41246,50919,97541,175491,81188,50869,46396,32583,8061,9,0,0,0
2020-08,3호선,85,매봉,4,1378,5113,12227,14601,10472,8636,8602,9068,10178,11514,13098,15487,27665,56754,21099,12723,13601,8800,2247,3,0,0,0
2020-08,3호선,86,도곡,11,894,3116,7027,8815,5814,4228,4515,5118,5866,5690,6874,8586,13005,15764,8160,5000,4727,3575,900,6,0,0,0
2020-08,3호선,87,대치,14,2253,9629,19977,19028,11653,9038,9134,11927,13210,12097,14391,15062,22502,25029,15505,11625,12105,25698,2718,0,0,0,0
2020-08,3호선,88,학여울,2,342,1303,3074,3453,2200,1780,1858,1952,2103,2082,2741,2967,4126,5374,2484,1494,1389,1099,200,0,0,0,0
2020-08,3호선,89,대청,46,3320,9062,21746,25452,14271,10185,10473,11070,10828,10622,11845,13992,18779,21383,10147,6336,5211,3822,1141,0,0,0,0
2020-08,3호선,90,일원,11,1874,6872,17531,17460,12316,11676,12730,13156,11393,12490,14730,17373,26346,13599,7805,5046,3474,2945,779,0,0,0,0
2020-08,3호선,91,수서,223,4034,10758,28079,35212,22859,21480,18190,21890,21357,17309,23637,26924,32185,43468,20701,19284,12953,11709,3766,3,0,0,0
2020-08,3호선,92,가락시장,4,2243,6146,16914,18622,12689,10858,11037,11043,11215,10783,11677,12920,16012,25648,11094,7716,7253,5360,1505,2,0,0,0
2020-08,3호선,93,경찰병원,7,2368,5946,18222,21313,13193,9588,7912,8565,8806,8257,8357,8274,12999,18872,6290,4796,4934,3002,692,1,0,0,0
2020-08,3호선,94,오금,11,2920,6448,21178,24814,12563,7250,6260,7108,6364,5388,5658,6258,8302,10878,4360,3233,2809,2059,448,0,0,0,0
2020-08,4호선,100,수유(강북구청),100,18624,39665,94736,110321,66891,44578,39971,41515,40910,39032,38965,40051,45436,52958,32713,24886,22475,18730,8339,1,0,0,0
2020-08,4호선,101,미아(서울사이버대학),38,9730,17828,41704,47496,28882,20078,18357,19187,18209,18117,17571,17992,19690,23208,14482,10002,7661,5882,2165,1,0,0,0
2020-08,4호선,102,미아사거리,20,12750,32625,81052,89436,52284,34645,32272,33065,33795,32074,33302,34756,35950,38314,29032,28524,16725,12984,5784,1,0,0,0
2020-08,4호선,103,길음,15,8138,24819,67179,73025,38619,25082,21444,22675,22203,19677,20092,22209,25035,23882,15357,11972,8663,8110,2727,1,0,0,0
2020-08,4호선,104,성신여대입구(돈암),29,4599,14744,37875,47085,29721,20796,20853,24060,24336,24027,25330,28135,31380,37713,25090,21769,22653,20320,7605,1,0,0,0
2020-08,4호선,105,한성대입구(삼선교),79,6297,10579,25346,31787,21346,15357,15171,17114,17730,15730,16455,20231,22138,25694,13592,10574,9588,8069,3048,3,0,0,0
2020-08,4호선,106,혜화,38,2915,6711,14936,17836,20207,24955,27368,28775,30293,37393,47743,59387,78854,98428,53753,48196,60846,58795,18147,5,0,0,0
2020-08,4호선,107,동대문,199,4956,2664,4262,6001,9123,13732,19254,24440,26701,33131,38816,47707,68541,59199,26377,16486,18552,9365,4115,1,1,0,0
2020-08,4호선,108,동대문역사문화공원(DDP),177,5918,3778,5333,6328,6282,6598,9647,11825,13397,17378,20870,25371,41354,62527,33933,24255,21945,16193,6798,2,1,0,0
2020-08,4호선,109,충무로,95,2646,3753,6961,10576,11376,11589,14864,18116,22355,27395,30219,39119,70571,123094,58212,37539,35136,27061,11096,8,2,0,0
2020-08,4호선,110,명동,29,571,1692,2667,4219,6050,7705,10792,13769,16724,20576,25106,32652,46443,83863,40569,31509,28752,16117,3929,3,0,1,0
2020-08,4호선,111,회현(남대문시장),26,1584,2807,3744,6006,6894,9361,15251,19649,24003,28659,34072,46746,65403,97359,37883,36117,14025,7911,2294,3,0,0,0
2020-08,4호선,112,서울역,142,3795,4793,9842,12748,9038,7614,9106,10088,10052,9864,11427,13294,29719,52752,18032,10828,9297,6959,2517,6,0,0,0
2020-08,4호선,113,숙대입구(갈월),19,2698,6760,13880,21500,14425,11486,12765,14042,15115,14700,16043,20854,27742,41932,20704,14707,13128,10989,4781,5,0,0,0
2020-08,4호선,114,삼각지,3,561,1712,4427,6242,4086,2970,3344,4092,4429,4637,5108,5976,10309,21419,8188,5549,5179,3730,1714,4,1,0,0
2020-08,4호선,115,신용산,3,1005,3506,8649,12744,10284,8479,10377,11716,13782,15035,18305,23138,40815,74340,34710,23230,19580,13047,4802,2,0,0,0
2020-08,4호선,116,이촌(국립중앙박물관),34,1145,3868,10680,15104,9949,6937,7177,9198,9388,9289,10884,13942,16959,20614,9545,6231,6584,3945,1414,4,0,0,0
2020-08,4호선,117,동작(현충원),42,477,1330,4083,5165,3800,3097,3064,2901,2818,3042,3440,3893,5046,5943,3105,2406,2202,1370,499,3,0,0,0
2020-08,4호선,118,총신대입구(이수),101,5797,14164,39126,51623,31305,21659,21820,23291,23570,23113,23933,26441,30267,39561,23553,20268,17090,14377,5822,21,0,0,0
2020-08,4호선,119,사당,70,9141,20830,56699,72904,51549,31666,26559,28547,29133,26949,25964,27198,34107,40100,27241,23115,24931,23140,8737,9,2,0,0
2020-08,4호선,120,남태령,30,393,859,2063,2392,1888,1457,1384,1409,1419,1469,1404,2012,2847,2773,1339,935,436,286,86,3,0,1,0
2020-08,4호선,95,당고개,54,7392,15687,45344,44515,25659,17101,15218,15348,15644,14560,13585,14000,15114,13810,10631,6639,5434,4073,978,5,0,0,0
2020-08,4호선,96,상계,44,11568,31293,76025,66979,35840,24972,22575,22710,21829,19486,18883,19766,19906,20802,13864,9814,8923,10048,2509,4,0,0,0
2020-08,4호선,97,노원,180,10390,21595,46283,46359,27910,21271,20572,22513,22519,22374,23118,25303,27556,30002,22194,23677,20038,19897,7184,17,0,0,0
2020-08,4호선,98,창동,1543,14454,33129,81369,70447,44054,32641,31022,32376,31869,30593,32154,35979,38783,40713,24410,18644,17149,14059,5866,270,0,0,0
2020-08,4호선,99,쌍문,67,20294,46391,106753,114667,65941,42376,35390,35032,32849,29615,28081,29225,30382,31565,21284,14629,12087,9519,3826,8,0,0,0
2020-08,경부선,121,서울역,7,33,63,5967,12933,7507,6559,8119,9176,8076,4748,9720,11109,11798,11895,11404,7437,9044,6784,2728,15,0,0,0
2020-08,경부선,122,남영,118,2322,3925,9917,13845,9117,7632,8205,9169,9540,9797,11553,14068,20903,40788,16147,10490,9505,7694,3099,13,0,0,0
2020-08,경부선,123,용산,371,3656,4681,16801,23211,24108,20920,32169,35465,42711,41846,61084,68467,90167,126267,77907,67813,63953,38427,14529,377,1,0,0
2020-08,경부선,124,노량진,528,4513,5638,14124,18301,10603,8178,8248,9090,10680,9606,9460,11249,14123,18432,11249,10574,12180,12822,4491,56,0,0,0
2020-08,경부선,125,대방,468,5069,9838,25351,32353,18323,13431,12490,12943,13088,12737,14204,15784,27800,41071,16044,10727,10028,7554,2163,12,0,0,0
2020-08,경부선,126,영등포,4214,15709,14581,31891,46735,32374,27186,34455,39869,43996,51297,58265,71621,90060,133017,81564,85239,67620,52130,19782,154,0,0,0
2020-08,경부선,127,신도림,536,1904,3021,8277,10140,5283,3596,3212,3563,3446,3277,3792,4680,7683,13092,5247,4036,4040,2649,1236,31,0,0,0
2020-08,경부선,151,신길,834,9889,9513,20014,26608,15681,9650,8848,9146,9308,8226,9237,11411,15694,27587,11538,6525,6096,4312,1617,17,0,0,0
2020-08,경부선,249,구로,10550,19637,16904,31423,32399,21252,16509,16028,16675,16499,16606,18880,24445,39602,56672,24363,14947,12710,9932,4301,40,0,0,0
2020-08,경부선,250,가산디지털단지,1159,7124,6505,11981,11764,8563,7596,8023,9554,10120,11068,12483,17560,49804,96513,39775,23145,18841,12028,4428,78,0,0,0
2020-08,경부선,251,금천구청,751,9664,15420,37950,34958,19419,12719,11533,11917,11024,10241,10351,11271,13742,21643,10530,7605,6155,4611,1562,37,0,0,0
2020-08,경부선,252,석수,404,6750,14519,33133,33290,17402,11184,9776,10009,9396,9016,9950,11529,14770,16685,9413,6098,5019,3319,1362,43,0,0,0
2020-08,경부선,253,관악,243,6270,10525,26933,24472,12697,8255,7313,7906,7383,7000,6803,8272,10001,9313,5572,4444,3939,2276,803,37,0,0,0
2020-08,경부선,254,안양,398,12605,26520,65608,58241,31873,22913,22422,24469,24359,23461,25369,29303,32113,31744,21746,19067,20150,15441,6342,358,0,0,0
2020-08,경부선,255,명학,180,6232,8492,20560,18706,9671,6547,6846,7430,6879,6599,7363,10378,19775,30988,10795,9688,7292,3737,1392,62,0,0,0
2020-08,경부선,256,금정,364,20244,29481,67642,68387,38274,25203,23691,24606,24286,21981,23150,27978,45601,60795,28555,21920,18499,14227,5983,388,0,0,0
2020-08,경부선,257,군포,98,4630,7711,15721,14510,8057,6165,5729,5929,5827,5554,5716,7332,16175,28848,10956,8431,5717,3222,1465,92,0,0,0
2020-08,경부선,258,의왕,158,5432,11003,24355,24151,10480,8385,8405,8419,8539,7667,7621,9469,17872,18572,9354,6918,5193,3253,1384,92,0,0,0
2020-08,경부선,259,성균관대,137,7331,22812,52051,42591,18982,14060,13106,13964,13229,12468,12420,14683,18335,18995,11363,9696,8321,7320,3251,175,0,0,0
2020-08,경부선,260,화서,396,5928,15968,31487,22468,9628,7163,6904,6819,6594,5693,6005,7694,8640,8004,4889,3593,3140,2530,774,51,0,0,0
2020-08,경부선,261,수원,2165,17896,29842,61497,54742,34440,32083,36084,39498,41017,42470,49401,62211,70070,80745,65014,67089,48363,42184,16025,459,0,0,0
2020-08,경부선,262,독산,481,6346,13696,32367,30626,16571,12388,11794,13411,12734,12387,13839,19339,40327,60834,28654,14814,11816,7465,2311,62,0,0,0
2020-08,경부선,263,세류,362,2813,6030,11495,7660,4152,3363,3143,3099,2979,2682,3087,3755,4919,4891,3060,2518,1941,1233,443,3,0,0,0
2020-08,경부선,264,병점,2658,6211,18794,37895,28319,17645,14480,14600,15067,14142,13588,15651,18058,25141,27257,14766,10879,9373,6567,1959,22,1,0,0
2020-08,경부선,265,세마,246,1734,4201,7091,5475,4364,2925,2723,3006,3031,2764,2746,3351,4041,5101,2117,1494,1584,789,350,25,0,0,0
2020-08,경부선,266,오산대,212,1875,4629,7977,5430,3845,3085,2848,3004,3277,3149,3346,4146,4682,6594,3168,2524,2471,1563,782,60,0,0,0
2020-08,경부선,267,오산,345,5127,11828,16695,15784,12393,11408,11751,12628,11722,11553,12070,14016,19651,21271,12765,10376,7624,4914,1765,68,0,0,0
2020-08,경부선,268,진위,19,660,1333,2186,1892,1470,1146,1051,1424,1307,1271,1710,1749,4629,6892,2756,1475,1109,533,192,6,0,0,0
2020-08,경부선,269,송탄,141,5810,6528,10391,7802,6138,5566,5532,5496,5693,5017,5341,5809,6403,7813,4876,3741,2953,1687,707,39,0,0,0
2020-08,경부선,270,서정리,66,2553,6781,9342,8788,6368,6599,6844,7783,7131,7166,7751,9097,14869,14690,8794,6023,3937,2117,861,19,0,0,0
2020-08,경부선,271,지제,5,812,2249,4832,3704,2351,2029,2220,3091,2064,2589,3879,4296,7085,6842,4477,2694,2804,2077,705,0,0,0,0
2020-08,경부선,272,평택,205,6528,11747,20608,18496,15374,14898,14598,15577,16171,16018,17004,20257,23524,23695,18003,16927,12337,8881,4187,15,0,0,0
2020-08,경부선,273,성환,52,1665,2699,4656,4882,4292,4163,4272,4300,5049,4947,5717,5896,9559,7581,3709,3490,2090,1024,589,40,0,0,0
2020-08,경부선,274,직산,95,359,1092,1367,1026,1029,872,759,855,889,791,1028,936,1893,2134,835,696,535,305,130,9,0,0,0
2020-08,경부선,275,두정,1071,3480,6822,10301,8523,5775,5709,5500,5379,5957,5860,6140,6930,8638,8385,5564,4674,3954,3158,1545,39,0,0,0
2020-08,경부선,276,천안,1526,2474,4286,7319,6635,7284,7480,8268,7825,8918,9611,10042,10415,10501,10650,7658,6186,4903,2976,1455,7,0,0,0
2020-08,경부선,277,당정,18,3169,9085,20610,17832,8680,6257,6140,6478,6292,5361,5848,6333,8393,12559,5277,4196,3192,2242,950,75,0,0,0
2020-08,경부선,278,서동탄,1,1134,4155,9031,3523,1684,1390,1442,1482,1337,1229,1457,1576,1709,2093,1060,680,509,417,112,5,0,0,0
2020-08,경부선,279,광명,0,12,2377,11109,8365,4945,900,3242,4280,2901,2869,3363,8713,1689,6211,6727,1332,4516,1736,390,0,0,0,0
2020-08,경인선,293,개봉,1138,16333,31836,76577,72215,41150,28563,25395,26238,23961,21652,21287,23463,25957,26137,16649,12736,10657,7315,3261,123,0,0,0
2020-08,경인선,294,오류동,654,10548,16081,42108,41980,22080,15481,13600,14948,13694,11848,11272,12976,13392,13246,8270,6283,5508,4397,1628,123,0,0,0
2020-08,경인선,295,역곡,1034,23790,38985,103255,98037,49708,32106,28692,29892,28507,24732,24192,26140,28889,29523,19046,15899,13719,11503,5014,370,0,0,0
2020-08,경인선,296,부천,2570,30940,37923,92261,91154,50026,38088,38143,40850,39948,38398,41084,45278,48809,51802,36402,31024,30346,25985,11449,884,0,0,0
2020-08,경인선,297,송내,1414,14261,33085,94069,76398,39370,28907,28760,29638,27335,25420,25654,30059,38264,65412,29118,20794,17507,14712,6513,880,0,0,0
2020-08,경인선,298,부평,7113,19321,31538,72620,67761,36736,31647,32415,35626,35930,36001,38955,44301,50777,49238,38875,36998,36214,32271,16122,2582,0,0,0
2020-08,경인선,299,백운,143,6797,12226,24579,22545,12348,9844,9034,9273,8406,7546,7124,7775,9271,9405,4925,3817,3088,2266,1095,116,0,0,0
2020-08,경인선,300,동암,763,17656,26086,47711,44458,26429,19446,18614,18993,18285,16507,16144,19011,21597,21051,13974,10915,9864,7318,3639,309,0,0,0
