사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-02,4호선,0424,명동,40,0,"1,135","1,164","2,802","13,632","4,541","37,813","8,522","110,638","17,419","76,914","23,996","45,786","27,604","39,903","27,772","42,270","30,624","45,238","34,819","41,153","39,091","41,983","46,419","41,940","64,454","42,724","112,211","40,684","62,759","33,252","51,488","23,050","50,481","17,475","46,075","10,836","20,546","6,813","1,558","2,343",0,99,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0425,회현(남대문시장),35,0,"2,162",856,"3,276","18,909","4,973","47,551","8,015","155,704","10,668","97,023","14,271","53,544","20,715","45,111","24,746","37,089","30,950","33,986","35,690","30,872","42,696","28,069","59,302","22,560","91,697","18,105","122,556","15,729","49,986","10,205","43,561","5,829","19,674","7,187","11,923","5,764","4,821","3,424",641,"1,106",0,106,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0426,서울역,193,3,"4,854",707,"5,649","11,343","10,686","32,360","15,825","91,374","11,589","44,552","10,004","22,688","11,699","20,597","12,412","21,883","13,057","21,636","12,590","22,676","14,593","24,629","16,364","24,932","34,225","28,804","71,203","30,250","26,645","24,523","15,958","16,855","13,614","14,801","10,223","13,542","4,522","8,360",628,"3,404",2,374,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0427,숙대입구(갈월),4,0,"2,703",681,"6,767","6,027","14,534","17,351","25,780","51,032","17,369","28,981","13,572","15,478","13,578","13,664","16,249","14,427","16,531","17,148","16,700","15,888","17,189","16,564","22,583","17,528","28,414","22,050","51,216","33,010","24,985","24,366","18,476","14,336","17,782","12,837","15,293","12,363","8,382","7,905","1,242","2,198",1,0,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0428,삼각지,2,0,492,474,"1,787","4,519","4,850","8,983","7,598","26,777","5,038","10,367","3,529","6,490","3,532","5,868","4,499","5,876","5,256","5,797","5,512","5,332","5,964","5,583","6,905","6,018","10,841","7,668","24,314","11,310","9,289","8,063","6,385","4,764","6,304","3,833","4,688","3,788","2,534","2,519",282,971,0,13,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0429,신용산,4,0,"1,118","1,342","3,598","11,465","9,258","28,520","14,704","94,402","11,855","54,185","9,257","22,557","11,065","17,196","12,376","15,805","14,670","17,602","15,431","17,199","18,711","16,455","25,312","16,961","41,085","19,592","85,973","27,045","40,478","18,506","26,911","10,015","23,389","7,622","16,705","6,304","7,349","3,275",976,961,2,1,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0430,이촌(국립중앙박물관),40,19,"1,048",736,"3,858","6,166","11,238","12,082","17,189","24,988","10,584","14,473","7,260","9,680","6,848","8,350","8,948","9,165","9,464","11,545","9,268","10,506","10,807","9,728","13,940","10,579","17,949","12,625","22,700","19,304","9,582","14,680","6,818","8,312","7,201","6,975","4,289","6,829","1,694","4,027",203,"1,413",1,2,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0431,동작(현충원),27,0,300,84,"1,065","1,863","3,961","2,605","5,524","5,677","3,524","3,522","2,556","2,537","2,472","2,227","2,584","2,427","2,900","2,925","2,921","2,985","3,350","3,089","3,795","3,318","4,670","3,753","6,028","5,474","2,745","4,146","2,028","3,034","1,673","2,288","1,061","2,092",516,"1,359",94,594,1,65,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0432,총신대입구(이수),48,1,"5,499",981,"14,217","10,328","41,478","15,078","59,666","40,427","33,398","34,338","22,577","23,357","22,903","21,035","24,799","23,785","26,351","27,208","25,282","28,006","26,207","30,359","28,453","35,379","32,563","44,920","43,128","73,546","25,656","54,627","23,884","28,442","21,167","24,377","18,724","21,799","9,763","13,417","1,339","3,647",0,173,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0433,사당,95,0,"9,522",962,"21,238","15,909","62,027","19,992","84,572","32,210","58,839","24,923","35,238","19,464","28,538","20,752","30,667","23,070","31,902","23,723","30,345","23,713","28,805","26,743","30,077","34,882","38,021","48,772","46,805","82,854","31,742","63,137","26,896","33,476","30,009","29,087","28,399","27,678","15,000","18,559","1,985","6,224",4,722,0,0,0,0,2020-03-03 12:13:59
2020-02,4호선,0434,남태령,53,0,392,128,911,874,"2,317","2,589","3,507","4,599","2,616","1,682","1,662",984,"1,566",924,"1,544","1,059","1,488","1,044","1,377","1,213","1,522","1,198","1,994","1,176","2,805","1,382","3,442","1,675","1,480","1,670",861,"1,040",625,898,296,710,172,428,42,191,1,3,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1001,서울역,4,0,73,216,52,"1,483","6,328","2,183","14,126","3,246","7,980","1,883","7,031","1,546","8,184","1,118","7,756","1,215","7,144","1,210","4,128","1,392","9,221","1,572","8,207","2,212","9,069","3,101","10,008","5,073","9,561","3,132","7,520","1,668","6,232","1,205","5,377","1,090","3,060",296,525,14,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1002,남영,54,2,"2,469","1,106","3,912","6,132","10,554","17,451","15,575","50,362","9,808","29,581","7,950","10,929","8,502","9,078","9,628","8,917","10,347","10,738","10,420","9,442","11,389","9,918","14,464","10,794","20,937","13,387","46,793","20,141","18,478","14,562","12,890","9,049","11,891","8,310","10,150","7,415","5,015","4,812",77,564,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1003,용산,135,4,"3,738","4,272","4,747","30,059","17,394","58,573","25,459","137,253","26,305","89,031","21,443","55,343","32,042","45,742","32,003","48,465","39,539","50,176","39,435","48,522","54,515","48,641","63,027","47,828","88,565","48,884","141,554","65,879","81,815","41,935","68,551","27,656","66,485","19,798","45,744","13,425","16,675","4,875",686,"1,537",1,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1004,노량진,262,0,"4,180","1,844","5,481","6,230","14,990","13,619","23,893","21,544","12,879","12,908","9,116","8,138","9,100","7,858","10,997","9,965","13,799","11,779","11,944","9,754","11,526","10,587","13,275","12,395","17,015","17,817","22,186","33,479","13,602","22,591","13,571","12,725","16,324","11,121","21,237","9,929","7,697","6,256",217,945,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1005,대방,348,6,"4,577","2,345","9,641","10,173","26,569","32,941","37,447","49,032","19,875","24,078","13,416","11,772","12,632","9,868","13,971","11,174","15,992","13,317","14,674","11,832","15,960","12,149","17,353","14,426","28,438","18,875","44,238","34,042","18,012","25,495","12,726","16,545","11,717","15,769","10,846","14,002","3,014","8,316",88,"1,446",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1006,영등포,"3,288",18,"15,837","5,775","14,513","20,517","35,552","51,520","52,207","123,891","34,471","85,617","27,978","60,176","31,901","58,041","39,852","63,211","44,659","72,806","50,137","66,176","59,455","64,678","73,044","68,035","94,338","75,004","150,558","107,892","88,098","77,330","89,907","37,228","72,225","28,826","60,217","23,564","27,593","13,633",600,"2,998",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1007,신도림,373,4,"1,903",538,"2,840","1,866","8,599","5,887","11,473","15,011","5,455","5,842","3,449","3,695","3,235","3,176","3,583","3,579","4,088","4,174","3,914","3,680","3,918","4,181","4,950","4,779","7,266","6,263","13,585","11,310","5,610","7,831","4,203","4,200","3,970","3,636","2,637","3,265","1,169","2,095",24,844,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1032,신길,443,9,"9,299","1,604","9,479","4,558","21,335","11,831","30,577","28,218","16,394","9,510","9,613","5,703","8,298","5,327","9,992","5,899","9,635","6,350","8,519","6,735","8,990","7,635","10,844","9,257","15,053","13,485","29,903","21,099","11,290","16,333","6,683","10,024","7,149","10,983","4,710","9,896","2,005","5,924",136,"1,470",0,3,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1701,구로,"8,370",23,"21,034","4,199","17,415","11,420","34,531","28,192","35,596","76,908","21,839","35,508","16,010","20,035","16,190","16,342","17,539","16,515","18,336","18,074","18,351","16,695","19,726","17,566","22,738","20,460","39,959","29,900","63,365","37,214","26,560","30,170","16,893","18,882","14,555","18,844","11,539","17,114","4,961","11,804",92,"8,844",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1702,가산디지털단지,987,1,"7,591","2,194","6,669","10,948","12,830","46,909","12,849","152,422","9,089","75,440","7,906","19,051","8,774","13,434","10,170","13,615","11,557","14,630","12,158","12,988","13,779","13,545","18,665","14,112","52,873","18,999","113,873","23,321","50,739","18,831","29,142","11,286","23,390","9,945","14,857","8,114","6,688","5,944",128,574,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1703,금천구청,472,6,"8,921","1,526","16,750","6,004","41,388","13,454","40,372","28,498","20,926","10,612","12,601","7,354","12,093","8,268","12,671","8,769","12,531","10,628","11,234","10,728","11,455","13,034","12,155","15,619","14,614","21,886","25,080","34,765","11,677","32,791","7,706","17,877","6,549","14,496","4,737","12,656","1,903","9,544",35,459,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1704,석수,242,0,"7,236","2,147","15,197","5,828","37,469","10,929","36,887","16,276","18,836","9,885","11,233","7,696","10,644","6,441","10,435","5,987","10,458","6,759","10,075","7,327","10,578","8,508","12,102","11,211","15,971","16,643","18,984","29,629","10,327","28,269","6,746","14,988","5,484","15,251","4,009","12,016","1,654","8,768",22,347,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1705,관악,122,1,"6,387","1,533","11,362","3,905","30,851","4,619","29,139","8,476","13,418","7,726","8,089","7,095","7,374","5,733","8,655","5,910","8,323","5,701","7,982","6,251","7,685","6,447","9,124","9,151","10,316","11,871","9,875","24,044","5,763","22,221","3,837","11,836","3,793","11,510","2,344","9,314","1,001","7,153",5,388,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1706,안양,187,6,"12,621","3,133","27,189","11,082","75,576","13,110","68,079","24,419","33,719","22,945","22,577","19,500","22,442","21,052","25,374","26,028","26,048","25,590","24,461","29,240","26,272","25,699","29,625","35,338","32,964","43,727","32,963","78,176","22,867","68,605","20,632","35,833","23,735","29,107","21,128","24,952","10,721","17,202",52,"2,043",1,2,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1707,명학,105,1,"5,442","2,104","8,598","8,842","23,843","18,109","20,642","50,068","9,696","12,070","6,857","7,047","6,959","5,449","7,917","6,151","7,871","6,192","7,640","6,646","8,107","5,596","10,868","8,147","20,812","9,447","36,360","17,354","11,327","16,724","9,520","8,785","7,092","8,413","3,989","7,767","1,814","5,210",21,522,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1708,금정,197,2,"19,794","6,504","30,771","20,728","75,602","35,679","75,949","79,027","42,372","26,279","26,047","16,670","24,382","17,743","26,664","18,605","26,170","21,041","22,841","22,706","23,986","24,636","29,548","32,610","47,624","43,387","68,613","77,435","30,994","66,504","22,915","40,577","20,452","37,210","15,538","34,067","7,512","23,331",779,"8,358",5,678,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1709,군포,64,0,"4,699","2,130","7,899","6,056","15,853","23,338","15,239","45,478","8,532","7,325","5,835","4,549","5,892","3,714","6,391","4,046","5,838","4,520","5,383","4,732","5,646","5,103","7,645","6,851","16,823","8,373","32,802","12,413","12,001","12,252","8,663","7,186","6,311","5,801","3,575","5,498","1,420","3,555",49,489,1,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1710,의왕,28,0,"5,727","1,859","10,805","6,673","26,717","23,085","25,119","25,788","11,862","8,534","8,692","5,462","8,332","5,401","8,624","5,845","8,542","6,709","8,013","6,967","8,066","8,011","10,854","10,027","21,710","12,991","22,200","23,264","10,711","20,955","7,610","12,413","6,662","11,022","4,209","10,038","1,684","5,781",110,"1,987",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1711,성균관대,47,0,"7,623","1,324","22,124","4,929","58,871","7,805","46,845","15,384","20,596","11,847","14,300","8,980","13,492","8,854","14,735","9,686","13,795","12,665","13,165","12,472","12,949","13,394","14,880","18,170","18,347","25,026","20,749","49,074","11,942","45,544","9,556","27,328","9,126","21,897","8,466","19,781","3,662","13,381",247,"3,788",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1712,화서,281,1,"6,336","1,555","16,220","5,017","34,390","3,946","24,261","7,937","10,770","5,466","7,762","4,196","7,340","4,367","7,173","4,473","7,145","5,624","6,443","6,107","6,370","6,952","8,253","8,610","9,535","12,663","8,906","24,406","5,231","24,800","3,685","14,374","3,380","11,256","2,833","10,647",905,"6,525",67,"1,989",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1713,수원,"1,437",32,"19,109","4,415","30,449","24,497","63,519","45,974","58,263","58,732","35,503","51,186","30,872","39,976","34,484","42,179","37,365","49,005","39,301","53,885","40,069","50,237","45,757","52,595","58,010","57,599","66,497","70,329","79,326","99,183","62,712","80,904","62,494","49,461","45,626","37,666","43,672","31,868","17,482","20,971",584,"6,929",1,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1714,독산,456,0,"6,130","2,494","14,319","11,787","37,540","33,190","34,160","92,881","17,569","40,912","12,153","13,478","12,222","10,524","14,119","10,708","14,580","10,683","13,418","12,398","14,793","12,559","19,246","14,853","41,803","19,300","68,781","34,512","32,207","33,160","17,226","17,541","13,517","16,314","8,349","13,203","3,116","10,296",79,386,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1715,세류,289,2,"2,921",650,"6,386","2,216","12,965","4,151","8,386","4,121","4,251","2,520","3,458","2,423","3,354","1,974","3,430","2,396","3,126","2,962","3,012","2,894","3,331","3,487","3,884","3,580","5,070","5,158","5,533","9,233","3,325","8,916","2,601","6,094","2,293","4,556","1,492","3,985",517,"2,589",14,806,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1716,병점,"2,398",16,"6,469","3,447","20,152","10,715","42,426","16,668","30,318","21,032","18,967","12,145","14,652","8,423","15,404","8,500","15,791","11,293","15,113","12,410","14,692","13,073","16,008","14,057","18,786","17,892","25,343","21,917","30,558","37,326","15,591","36,299","11,259","25,769","9,525","21,616","7,481","19,183","1,957","12,747",25,"6,942",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1717,세마,165,0,"1,516",476,"4,646","1,358","7,400","3,136","5,601","4,863","4,615","1,471","2,889","1,429","2,760","1,424","2,850","1,485","2,801","1,698","2,713","1,835","2,700","2,325","3,093","3,074","4,256","3,525","4,642","5,759","2,403","6,066","1,669","4,417","1,317","3,719",878,"3,185",305,"1,868",46,162,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1718,오산대,96,0,"1,874",502,"4,115","1,716","8,297","3,711","5,197","4,141","3,626","2,109","2,895","1,825","2,653","1,724","2,991","1,889","2,840","2,445","2,816","2,532","2,897","2,335","3,676","3,224","5,003","4,525","5,958","6,378","3,037","6,449","2,335","4,145","2,255","3,432","1,419","2,760",678,"1,704",63,142,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1719,오산,123,0,"5,595","1,429","10,528","6,261","18,802","19,498","14,240","18,096","12,244","9,363","10,550","7,699","11,138","7,974","12,381","8,696","11,541","9,367","11,172","10,561","12,138","10,170","13,369","15,315","19,170","15,396","26,097","20,206","12,404","22,568","10,708","14,462","7,493","11,906","5,132","9,421","1,859","5,270",111,538,1,1,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1720,진위,4,0,626,195,"1,180","2,130","2,058","5,355","1,967","5,899","1,294",916,"1,245",833,"1,210",664,"1,248",586,"1,178",971,"1,209",845,"1,414",848,"1,778","1,276","4,414","1,744","7,950","1,770","2,258","1,544","1,652","1,347",902,"1,037",523,"1,201",154,643,8,55,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1721,송탄,28,2,"4,902",652,"6,406","3,039","7,728","3,995","8,686","6,013","5,684","2,935","5,775","2,843","6,100","3,010","5,415","3,190","5,728","4,276","4,881","4,609","5,574","4,699","5,893","6,372","6,537","8,345","8,781","10,085","4,773","7,734","3,333","8,477","2,628","5,982","1,771","6,144",635,"4,148",39,718,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1722,서정리,14,2,"2,579","6,444","6,425","5,696","7,876","7,182","9,332","8,614","6,547","3,867","6,526","3,959","6,330","4,290","6,859","4,320","6,453","5,658","5,753","5,442","6,661","5,988","7,771","6,997","13,953","8,982","14,397","11,809","7,679","10,168","5,373","8,533","4,171","7,418","2,198","5,627",678,"4,187",8,703,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1723,지제,0,0,803,"2,236","2,102","4,229","4,269","6,198","3,797","5,014","2,307","2,051","1,928","1,349","2,072","1,663","2,549","1,507","2,159","2,204","2,316","1,342","3,406","2,391","4,086","2,514","7,500","2,240","6,763","4,937","4,166","3,349","2,169","2,602","3,110","2,510","1,793","1,986",432,"1,549",0,11,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1724,평택,70,0,"5,990","2,631","11,459","6,696","19,233","11,332","17,673","16,244","14,883","13,797","14,315","11,886","13,264","13,670","15,023","12,250","15,107","16,815","14,843","13,578","15,630","17,516","17,592","17,116","21,621","20,653","23,036","27,800","16,918","20,955","16,070","15,072","11,169","14,589","9,083","11,019","4,197","7,616",3,1,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1725,성환,13,0,"1,581",629,"2,497","1,953","4,455","6,869","4,749","7,495","4,231","3,228","3,999","3,353","3,986","3,448","4,203","3,768","4,797","3,712","4,220","3,678","4,121","3,988","5,690","3,736","8,469","5,635","7,783","5,824","3,600","4,554","3,319","4,105","2,078","3,767","1,100","2,793",560,"2,940",4,201,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1726,직산,40,1,580,213,"1,063",635,"1,373","1,734",976,"2,617",898,902,748,722,774,619,865,701,854,634,873,565,"1,008",831,"1,134",793,"1,708","1,233","2,491","1,397",871,"1,040",745,971,650,833,354,549,149,587,4,192,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1727,두정,963,2,"3,530",574,"6,391","2,268","9,607","5,599","8,242","5,918","5,337","6,938","5,320","4,809","5,293","5,773","5,101","5,726","5,029","5,911","5,546","5,625","6,063","5,747","7,393","6,582","9,129","6,562","10,608","12,183","6,452","9,630","4,595","8,451","3,829","6,776","3,361","4,733","1,735","4,149",21,"1,430",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1728,천안,"1,791",2,"2,018",403,"3,770","2,240","6,940","4,459","6,160","5,367","6,803","7,243","6,394","6,644","7,076","7,852","7,102","8,332","7,168","9,138","8,491","8,521","9,018","7,893","9,251","9,847","10,015","9,131","8,907","10,857","6,808","8,699","5,460","5,770","4,534","4,270","3,256","3,774","1,342","2,323",12,"1,508",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1729,당정,6,0,"3,073",923,"8,828","2,726","22,780","7,252","18,906","14,954","9,512","5,811","6,335","3,953","6,372","3,455","6,998","3,944","6,836","4,867","5,873","4,949","6,437","5,415","7,020","6,730","9,377","8,938","14,767","16,200","6,173","17,759","4,588","10,654","3,725","9,456","2,873","8,980","1,159","5,825",63,"1,653",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1749,서동탄,0,0,"1,297",6,"4,002",488,"8,849","1,261","4,559","1,823","1,854",729,"1,459",856,"1,625",887,"1,586","1,036","1,432","1,065","1,284","1,250","1,422","1,387","1,700","1,664","1,847","2,541","2,168","3,561","1,242","4,724",730,"1,976",610,"2,227",455,"1,544",15,"1,710",5,924,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경부선,1750,광명,0,0,18,"1,981","2,182","2,139","13,299","2,967","4,916","3,720","4,762","2,469","2,865","1,719","3,467","1,223","3,822","2,063","2,751","2,227","2,388","2,163","2,917","3,749","5,877","3,600","5,932","3,774","5,656","8,679","6,115","7,116","2,193","3,892","3,347","2,471","1,515","3,565",407,200,0,0,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1801,개봉,896,1,"15,904","4,798","31,593","11,926","83,420","13,685","78,586","23,801","43,987","17,521","28,010","14,676","24,545","15,623","26,841","18,206","26,157","18,925","22,357","21,845","22,356","24,456","24,471","31,927","27,328","46,840","29,139","77,689","17,198","71,487","12,958","39,884","11,870","35,575","8,408","32,123","4,077","19,457",204,"2,690",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1802,오류동,350,2,"10,855","1,608","15,751","5,718","46,869","6,374","45,103","11,719","23,388","9,847","15,422","10,849","13,578","7,759","16,719","9,999","14,938","12,442","12,779","11,295","14,501","14,481","14,937","15,496","14,981","22,368","15,371","36,522","8,636","39,185","6,757","19,507","5,708","21,089","4,760","16,672","2,202","11,505",122,"2,570",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1803,역곡,474,14,"23,635","3,275","40,489","10,936","118,331","12,061","111,093","23,575","54,387","20,322","33,798","17,262","29,891","17,922","31,374","24,223","30,597","24,781","26,415","27,445","25,480","30,759","27,931","37,605","33,251","55,272","31,664","100,797","20,725","97,954","16,896","55,555","14,741","47,596","13,166","41,322","6,789","29,249",580,"5,271",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1804,부천,"1,975",15,"29,524","4,153","39,600","13,159","102,924","18,545","101,579","39,573","53,638","35,842","37,015","30,380","36,473","31,130","40,202","35,007","40,297","41,991","37,582","40,693","39,374","42,445","42,479","49,693","48,259","70,143","55,527","106,785","37,393","108,538","29,135","54,583","29,334","48,824","25,346","40,280","13,435","28,488","1,253","6,712",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1805,송내,"1,210",15,"13,954","7,400","34,272","14,350","111,785","27,071","86,874","75,626","43,347","40,382","29,919","22,897","29,233","20,626","33,004","21,463","29,659","23,457","26,913","23,587","28,469","26,500","31,988","32,654","41,539","47,524","74,563","85,134","33,406","88,343","23,623","47,848","19,924","40,246","16,804","35,212","8,384","25,005","1,409","4,189",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1806,부평,"6,264",37,"21,814","4,646","34,180","10,438","84,241","17,417","75,229","32,228","39,427","36,213","32,065","31,360","33,922","34,994","37,660","43,931","38,213","51,455","38,465","50,681","41,408","54,266","46,821","59,359","54,712","72,038","54,639","118,146","42,687","105,493","39,825","58,098","42,187","45,777","39,835","36,296","23,120","26,152","3,837","8,039",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1807,백운,81,2,"6,756","1,476","13,267","2,963","27,422","4,428","23,478","9,499","13,540","7,384","10,298","5,432","9,646","5,888","10,341","6,876","9,492","7,280","8,797","7,614","8,044","8,465","8,202","10,939","9,214","14,234","10,111","22,669","5,320","22,950","4,020","12,960","3,953","12,132","2,806","10,812","1,663","7,618",173,"2,073",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1808,동암,339,4,"17,900","4,708","28,180","9,274","52,926","13,203","49,552","16,938","28,382","13,313","20,638","11,734","19,478","12,516","20,647","14,598","20,054","16,079","18,217","16,925","17,141","19,908","19,135","22,150","22,711","34,610","23,646","51,032","15,153","49,280","11,326","30,926","10,540","27,497","8,517","22,921","4,274","17,703",372,"4,127",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1809,주안,642,5,"12,464","3,218","23,364","8,608","62,624","16,293","51,907","26,776","30,105","21,765","22,812","15,479","23,853","15,179","27,679","18,928","26,522","18,604","24,180","19,764","25,306","21,551","28,412","24,144","34,304","34,108","37,439","52,968","22,972","59,724","19,196","33,432","18,151","27,227","15,720","25,761","8,446","18,719","1,010","5,727",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1810,제물포,574,2,"6,273","1,542","12,081","5,545","34,017","9,329","29,176","19,756","16,191","10,587","12,177","7,975","12,170","6,926","12,980","8,235","12,572","10,233","11,341","9,437","12,213","10,172","13,548","11,740","17,363","17,152","20,563","24,197","9,126","25,921","6,563","15,744","5,155","14,365","3,533","12,909","1,748","9,960",137,"3,372",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1811,동인천,"1,396",6,"7,008","2,188","14,710","9,555","39,026","18,329","29,638","29,065","18,826","15,591","16,529","15,415","17,815","17,779","19,642","17,205","20,347","17,928","19,199","18,304","21,021","17,728","22,925","19,737","30,715","22,676","38,674","29,949","21,042","33,902","13,284","20,613","9,822","15,816","6,604","15,690","2,785","11,312",26,"4,435",1,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1812,인천,247,3,"1,164",604,"2,534","2,691","4,985","4,190","4,048","6,502","2,612","2,594","2,178","2,798","2,882","3,840","3,654","4,304","4,376","4,324","4,763","4,399","5,588","3,839","6,272","3,120","8,325","2,464","9,505","2,464","3,831","1,851","2,969","1,596","1,705","1,189","1,255","1,113",496,"1,092",7,965,0,8,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1813,구일,201,18,"3,295","1,339","8,018","2,750","26,301","4,762","22,025","11,146","11,062","5,363","7,424","3,823","6,622","3,660","7,273","4,545","6,816","5,451","6,089","5,746","6,325","6,186","6,553","8,150","8,020","10,978","11,065","21,597","5,029","22,152","3,554","10,625","3,127","9,418","2,661","8,832","1,213","5,673",45,"1,100",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1814,소사,889,11,"13,622","2,258","15,247","6,397","34,559","7,197","30,245","11,156","17,813","8,119","12,791","7,702","11,694","8,403","12,207","10,280","11,841","10,789","11,238","10,961","11,283","10,955","12,174","12,710","13,208","17,825","13,143","25,951","7,505","27,653","5,351","14,857","4,234","14,118","3,365","13,697","1,581","8,769",112,"3,016",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1815,부개,"1,637",18,"7,883","1,980","14,570","3,667","36,821","4,121","29,864","10,049","15,803","6,116","11,301","5,564","10,557","6,198","10,467","7,107","9,727","7,681","9,050","8,427","8,279","10,291","8,924","12,022","10,634","15,885","10,932","27,070","6,063","25,698","4,525","15,222","3,757","13,649","2,928","11,525","1,551","8,380",226,"1,902",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,경인선,1816,간석,325,20,"4,781","1,078","10,875","2,013","22,351","3,049","19,436","6,587","9,987","5,374","7,383","4,118","7,581","4,624","7,624","5,318","7,483","5,751","6,520","6,078","6,914","7,230","6,671","7,956","7,176","11,068","8,624","16,867","4,854","18,458","3,740","10,988","3,429","9,268","2,515","7,910","1,553","6,125",147,"2,059",0,0,0,0,0,0,2020-03-03 12:13:59
