사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-02,7호선,2730,뚝섬유원지,1,0,"3,896",486,"7,073","3,366","18,016","4,538","27,670","10,353","17,741","7,834","8,719","5,377","7,144","5,571","7,486","6,347","8,126","7,764","7,402","8,669","8,121","10,130","8,335","10,869","10,266","13,659","12,281","22,026","7,547","18,439","5,699","10,537","5,273","10,406","3,663","9,272","1,707","5,176",282,"1,554",0,3,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2731,청담,17,0,"2,623","3,899","6,353","24,693","10,255","51,727","14,449","154,131","11,667","95,311","10,297","34,004","12,519","21,453","15,203","19,298","16,824","21,478","20,123","18,564","28,039","15,670","32,885","15,597","54,407","16,800","108,121","20,303","63,175","15,088","33,193","9,515","29,873","8,979","22,616","6,067","7,010","4,165","1,107","2,854",0,1,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2732,강남구청,5,0,"1,701","1,808","3,534","10,176","5,808","27,444","8,616","105,429","7,607","92,662","7,569","34,353","8,796","21,253","11,195","18,463","14,019","19,811","17,564","17,156","22,367","15,011","24,249","14,226","35,595","15,255","82,770","17,463","51,861","12,668","31,243","7,497","30,061","6,157","23,672","4,598","9,482","3,405","1,578","1,589",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2733,학동,2,0,"2,559","1,917","4,694","19,326","7,788","43,223","11,289","182,023","9,482","131,129","9,127","43,354","11,163","24,605","14,570","20,479","17,309","21,544","22,097","19,224","27,897","16,413","31,589","15,851","53,986","16,648","156,746","18,588","78,623","12,664","38,407","8,296","34,746","6,492","24,374","5,022","10,002","3,959","1,541","1,502",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2734,논현,16,0,"3,146","1,244","4,716","14,028","8,037","42,979","14,289","117,703","12,712","98,710","10,912","38,250","12,366","22,421","14,155","20,515","16,764","22,997","19,267","21,920","24,294","19,434","27,188","19,981","47,120","22,832","101,086","31,815","60,747","22,289","35,779","11,718","36,768","9,422","32,499","7,531","16,583","4,839","3,292","2,063",1,0,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2735,반포,10,0,948,609,"2,877","5,711","7,131","10,674","11,239","20,533","7,307","16,743","4,862","8,159","4,975","7,470","6,559","8,628","7,201","8,025","7,361","6,747","8,850","6,609","11,547","6,688","13,403","7,445","17,656","10,583","11,365","7,802","8,175","4,469","9,977","3,885","7,573","3,913","2,184","2,258",305,695,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2736,고속터미널,9,0,"1,182","2,290","2,734","18,522","8,261","32,952","15,594","51,227","17,537","35,259","17,953","22,991","20,122","20,307","22,146","19,748","22,488","21,833","23,013","20,427","29,262","16,839","32,073","16,451","46,521","17,439","50,871","20,514","30,421","14,118","28,516","8,151","26,964","7,839","20,797","4,344","7,669","2,863",791,713,1,1,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2737,내방,3,0,"2,140","1,431","5,946","9,455","14,607","20,130","25,693","78,987","17,141","40,556","11,278","17,731","11,380","12,549","12,807","12,939","14,703","15,117","15,395","14,087","16,449","13,692","19,179","13,959","30,714","16,668","66,905","26,555","25,940","20,312","16,707","11,321","17,053","9,725","12,317","8,802","4,727","5,410",740,"2,238",1,217,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2738,이수,42,1,"4,782","1,053","7,765","8,183","22,848","11,864","42,701","41,404","25,320","29,742","15,912","18,338","15,267","15,666","17,089","16,466","19,013","19,571","19,284","19,032","21,045","20,437","23,413","22,837","27,763","29,201","42,514","50,840","24,855","39,462","22,865","20,006","23,618","16,483","22,121","13,806","12,755","8,647","2,122","2,808",1,43,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2739,남성,5,0,"5,017",725,"10,401","3,769","33,690","5,069","55,225","13,549","28,852","10,457","15,273","9,022","13,177","8,590","12,997","9,111","13,551","11,127","11,872","11,222","11,733","13,415","11,465","15,604","13,159","20,064","14,216","37,038","8,948","31,904","7,470","18,122","7,170","17,156","5,578","14,827","2,751","9,478",576,"3,116",0,3,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2740,숭실대입구(살피재),97,3,"5,128",874,"10,354","3,946","32,442","5,743","51,761","12,846","26,440","16,052","14,369","10,453","12,687","9,481","13,501","11,771","14,352","13,319","13,280","13,467","12,702","14,716","14,809","17,010","18,843","22,700","16,802","40,932","11,020","35,223","8,953","20,085","8,781","17,639","7,862","17,197","4,676","11,934",863,"3,480",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2741,상도,0,0,"3,746","2,233","9,059","7,860","27,680","6,594","42,292","16,237","23,489","12,429","13,201","8,880","11,636","8,504","12,440","9,352","12,998","10,607","12,177","10,773","12,354","11,930","14,423","13,615","17,789","18,347","18,120","32,946","9,351","26,818","7,385","16,302","7,470","14,291","6,560","13,981","3,624","9,802",629,"2,929",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2742,장승배기,8,1,"6,243",849,"10,567","3,602","27,366","7,031","44,115","16,564","25,306","10,889","13,709","8,769","12,017","8,607","12,026","9,974","12,810","10,691","11,708","11,205","11,261","13,419","11,701","14,628","12,840","19,143","16,018","33,162","9,313","27,976","6,900","15,537","7,273","15,538","6,160","13,525","2,725","8,661",520,"3,156",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2743,신대방삼거리,11,0,"8,799","1,446","15,039","6,268","45,474","11,147","77,694","32,242","39,091","18,048","19,959","12,480","18,197","11,311","19,125","12,743","18,245","14,969","16,978","15,777","16,946","18,579","18,535","20,747","21,065","27,857","30,055","53,604","16,147","48,621","12,465","27,062","10,430","23,565","8,313","22,576","4,396","14,395",671,"4,962",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2744,보라매,36,0,"4,913","1,647","6,236","6,026","17,959","14,763","29,713","39,257","16,618","14,350","9,480","8,580","9,206","7,716","10,972","8,443","11,025","9,940","10,300","8,843","11,037","8,998","13,764","9,751","17,210","13,257","32,194","25,424","12,446","20,681","8,707","11,226","7,508","10,031","6,046","9,495","2,606","6,124",418,"2,332",0,27,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2745,신풍,53,0,"9,110","1,471","12,782","7,704","31,692","9,078","43,902","19,723","24,213","11,755","12,827","9,098","10,807","8,297","12,300","8,666","12,375","9,923","11,151","9,630","11,529","11,797","13,162","13,945","16,731","20,441","18,509","33,581","10,353","27,711","7,194","16,140","6,295","16,079","4,866","14,534","2,309","8,418",400,"2,584",2,500,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2746,대림(구로구청),32,1,"9,787",912,"7,907","3,504","12,427","5,887","19,795","15,718","13,608","10,941","8,226","8,718","8,046","8,336","9,032","8,320","9,121","8,941","9,174","8,500","9,880","9,892","11,253","10,187","12,784","16,008","15,776","17,559","9,275","12,920","6,481","8,913","5,145","11,156","3,762","9,922","2,052","4,693",297,"1,043",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2747,남구로,20,0,"17,069","1,609","14,500","6,349","26,152","24,661","32,541","101,785","20,699","43,369","12,664","16,005","11,383","12,270","12,209","11,668","12,519","12,534","12,137","11,793","13,264","13,618","15,014","16,704","29,664","30,398","75,114","29,100","35,790","22,027","18,528","14,862","13,381","15,741","8,633","14,842","4,234","7,809",491,"2,254",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2748,가산디지털단지,492,0,"6,556","4,765","7,840","20,337","17,792","98,667","20,447","386,185","15,346","205,921","13,939","49,227","17,162","31,163","21,761","29,234","27,079","30,032","30,355","26,419","37,499","25,400","49,304","23,248","142,876","25,264","311,378","28,962","138,882","23,266","72,973","12,656","62,387","10,140","33,100","9,139","13,887","6,693","1,669","2,300",0,1,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2749,철산,6,0,"9,325","4,023","24,803","9,640","81,085","12,961","88,284","29,186","42,297","24,162","24,711","17,694","22,875","17,013","24,323","19,228","24,365","22,850","21,892","22,641","23,106","26,008","24,917","30,759","31,710","44,939","35,762","84,594","20,796","80,831","17,810","40,283","18,421","33,327","15,726","30,275","7,759","19,634","1,357","6,198",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2750,광명사거리,107,0,"20,721","4,328","30,142","12,128","81,941","14,018","101,454","24,003","50,112","20,933","28,527","18,812","25,415","19,996","28,139","22,110","28,313","24,904","25,233","26,074","25,741","30,305","28,297","36,530","31,583","48,988","32,004","84,450","22,514","74,792","16,987","40,093","13,260","34,945","9,702","30,551","4,755","19,642",718,"5,588",0,31,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2751,천왕,23,0,"6,269",784,"12,541","4,120","39,426","5,587","49,900","9,436","24,925","6,664","12,633","5,552","10,147","6,267","10,589","7,285","10,727","8,432","8,919","8,743","9,072","10,225","9,752","12,269","10,728","17,097","11,646","33,381","7,038","33,673","4,502","17,609","3,452","15,217","3,013","13,253","1,200","8,686",197,"2,816",0,39,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2752,온수(성공회대입구),76,3,"6,837","1,100","13,859","3,773","45,654","7,860","55,617","14,526","23,188","6,469","11,591","5,605","9,724","5,032","10,348","6,132","9,919","7,142","8,060","7,834","7,776","9,535","9,007","11,668","11,304","17,103","12,055","37,648","5,696","34,603","4,540","18,683","4,433","16,191","2,793","13,794","1,626","8,659",337,"4,379",2,697,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2753,까치울,0,0,"3,261",720,"8,736","3,086","26,892","4,411","34,986","8,261","16,278","4,370","8,234","3,906","7,503","4,630","7,994","5,557","8,098","6,415","6,995","5,994","7,252","6,956","7,762","8,915","8,515","14,761","9,647","25,084","6,038","23,666","4,623","14,298","3,592","11,723","2,671","11,408","1,042","6,357",123,"1,540",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2754,부천종합운동장,15,1,"3,122",826,"5,571","2,757","16,290","4,724","19,806","11,248","9,075","3,564","4,814","2,806","4,449","2,388","4,588","2,577","4,539","3,073","3,887","3,270","3,983","3,535","4,729","4,016","6,918","5,827","10,114","11,384","4,274","11,319","2,528","6,720","2,216","5,602","1,445","5,256",597,"3,299",102,"1,240",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2755,춘의,0,0,"4,406","1,151","8,337","5,217","22,582","24,727","23,302","49,479","12,270","15,431","7,668","7,397","7,125","5,694","7,921","5,464","8,220","6,991","7,631","6,380","8,342","6,862","9,343","7,639","22,487","9,937","40,560","17,740","14,478","18,008","10,162","10,628","8,740","10,216","4,173","8,070","1,717","5,410",257,"2,045",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2756,신중동,5,0,"5,076","1,504","14,865","4,712","42,630","12,536","41,033","39,983","19,317","24,799","13,711","14,241","13,907","11,725","15,362","12,275","15,261","14,320","15,195","14,159","15,962","14,366","16,929","16,944","22,710","21,557","40,012","38,562","17,768","44,202","18,769","20,189","11,528","16,543","9,850","14,961","4,848","10,938",844,"3,908",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2757,부천시청,9,0,"4,593","2,086","13,108","5,590","38,921","12,313","36,558","22,240","16,055","17,180","11,067","10,052","11,408","10,207","12,515","11,350","12,139","13,124","12,226","13,072","13,658","13,667","15,452","15,733","19,063","19,217","24,442","37,231","15,670","38,718","15,653","19,035","11,764","13,795","10,305","11,992","4,139","8,753",581,"3,015",0,24,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2758,상동,9,1,"4,002","1,682","13,957","5,263","38,183","10,211","34,593","25,471","16,047","23,900","11,337","14,108","11,898","13,988","14,444","15,713","15,051","17,299","14,935","16,414","16,645","16,265","18,910","17,486","21,721","22,162","28,821","41,679","18,099","36,709","14,960","20,592","16,256","15,235","14,841","13,381","6,034","9,686","1,086","3,320",0,118,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2759,삼산체육관,4,0,"2,269",298,"8,740","1,198","22,767","2,114","20,350","3,929","9,131","2,903","5,655","2,602","5,105","2,684","5,623","3,526","5,380","3,913","4,822","4,207","4,629","4,859","5,084","5,751","5,093","7,836","5,033","15,883","2,967","14,579","1,944","8,891","1,908","7,376","1,375","7,050",689,"4,869",142,"1,623",0,324,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2760,굴포천,4,0,"5,915",487,"13,043","3,048","34,122","4,662","34,015","11,038","17,022","8,443","10,055","5,988","9,597","6,038","9,930","7,307","9,753","8,474","8,781","8,746","8,622","9,790","9,788","11,993","10,593","16,985","13,387","34,390","7,566","35,136","5,915","19,947","5,884","16,047","4,966","14,065","2,744","8,853",400,"2,797",0,521,0,0,0,0,2020-03-03 12:13:59
2020-02,7호선,2761,부평구청,24,1,"7,163",731,"19,549","5,041","62,167","10,634","49,385","12,238","22,142","6,024","12,169","4,751","10,920","5,074","11,855","5,999","10,829","6,985","9,226","7,781","9,025","8,799","10,099","10,350","15,465","15,158","15,145","31,657","8,759","37,269","6,403","22,201","5,495","17,326","4,179","15,278","1,797","10,504",269,"3,571",0,"1,191",0,0,0,0,2020-03-03 12:13:59
2020-02,8호선,2811,암사,9,0,"11,824",955,"21,197","5,503","70,191","7,127","100,207","16,834","46,244","12,698","23,377","9,868","19,594","11,160","21,150","12,644","20,850","14,770","17,781","15,867","15,858","20,861","17,361","24,023","19,498","33,798","21,379","63,042","12,862","56,874","9,383","30,632","7,734","29,145","5,651","24,337","2,552","15,947",557,"4,176",0,738,0,0,0,0,2020-03-03 12:13:59
2020-02,8호선,2812,천호(풍납토성),49,1,"9,914","1,482","16,334","9,978","40,806","15,226","61,910","29,185","34,793","25,551","19,255","17,854","17,454","17,813","18,942","19,351","20,186","22,541","18,981","23,561","19,470","27,408","21,667","29,638","26,794","40,797","34,754","68,743","22,459","57,541","19,174","29,371","15,797","25,896","12,718","22,688","6,528","13,292","1,343","4,669",0,280,0,0,0,0,2020-03-03 12:13:59
2020-02,8호선,2813,강동구청,30,0,"4,329",913,"9,138","4,214","27,333","11,190","39,234","32,883","21,361","13,088","12,419","9,421","10,964","7,957","11,621","9,049","12,352","10,179","11,377","11,218","11,624","11,827","11,951","14,264","16,011","18,217","26,430","31,853","10,839","27,772","7,832","15,619","7,112","13,468","4,869","13,129","1,964","7,016",356,"2,514",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,8호선,2814,몽촌토성(평화의문),3,0,"1,349",901,"2,447","4,513","7,511","7,691","12,372","24,549","7,199","13,208","4,686","6,538","4,705","5,287","5,248","5,674","5,709","6,210","6,010","5,730","6,660","5,979","8,314","6,089","11,826","7,341","20,791","11,661","8,709","9,007","5,955","5,741","5,477","4,999","4,099","4,898","2,399","2,438",379,883,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,8호선,2815,잠실(송파구청),5,0,"1,180","1,889","3,236","8,427","7,155","24,216","11,833","71,991","8,735","41,726","7,803","19,456","9,694","21,006","11,138","21,510","13,869","23,537","17,302","21,446","20,864","22,550","23,777","21,618","34,178","24,908","61,400","33,837","36,774","21,373","30,682","10,907","26,460","8,143","21,799","5,773","7,746","3,064","1,050","1,283",0,67,0,0,0,0,2020-03-03 12:13:59
2020-02,8호선,2816,석촌,1,0,"2,752",593,"4,599","3,177","14,236","6,492","23,868","20,350","13,051","15,566","8,517","10,102","8,317","8,993","9,410","10,091","10,186","11,073","9,362","11,802","9,798","11,390","10,383","12,872","13,522","14,961","18,381","26,799","10,366","20,790","7,998","11,710","8,242","10,829","6,876","8,959","2,901","6,047",528,"2,020",0,77,0,0,0,0,2020-03-03 12:13:59
2020-02,8호선,2817,송파,0,0,"2,407",583,"8,828","3,522","26,708","8,015","35,304","15,692","18,793","9,718","11,359","6,888","10,349","5,987","11,035","7,656","11,195","8,179","10,030","9,259","11,102","9,934","10,265","11,586","12,215","14,627","16,240","26,450","8,201","24,111","5,497","13,281","4,464","12,583","3,124","10,846","1,514","7,578",192,"2,018",0,178,0,0,0,0,2020-03-03 12:13:59
2020-02,8호선,2818,가락시장,9,0,"2,301","1,910","4,445","5,421","9,001","11,268","12,759","36,430","8,900","16,547","8,007","10,618","8,686","9,028","8,440","9,510","9,199","9,948","10,208","9,889","11,963","10,250","12,487","10,341","15,212","12,623","27,191","19,538","12,237","15,248","9,984","9,383","10,656","7,677","8,346","6,758","3,917","4,337",846,"2,100",0,436,1,0,0,0,2020-03-03 12:13:59
2020-02,8호선,2819,문정,7,0,"2,258","2,541","5,229","9,553","21,134","31,736","30,407","159,419","18,171","72,580","13,502","24,362","14,109","18,096","15,783","14,843","18,782","19,281","20,868","16,302","23,185","17,167","24,738","16,117","50,486","20,024","121,447","29,335","45,036","25,939","27,114","14,224","24,410","11,357","16,995","11,304","6,525","6,058",902,"2,041",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,8호선,2820,장지,2,0,"5,156","1,716","15,138","7,709","42,184","16,183","55,425","47,419","28,213","31,766","16,303","17,483","15,027","17,334","17,088","18,329","18,427","18,254","17,042","19,640","19,907","20,411","24,442","21,660","29,179","27,093","49,189","46,121","25,845","37,963","19,164","20,595","20,915","17,524","14,101","16,380","4,037","10,111",868,"3,458",6,0,3,0,0,0,2020-03-03 12:13:59
2020-02,8호선,2821,복정,8,0,"3,543","1,651","9,572","7,744","27,740","10,034","39,619","17,738","21,776","9,669","12,133","7,456","9,963","6,542","10,944","8,634","10,604","7,629","10,379","8,878","10,869","8,909","12,697","10,924","18,397","15,315","23,858","30,031","13,669","25,447","8,391","15,051","6,645","12,776","6,247","11,027","2,183","5,379",531,"1,300",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,8호선,2822,산성,19,0,"4,318",761,"6,728","5,431","16,430","4,081","23,340","5,561","12,851","4,281","7,399","4,517","6,235","3,899","6,444","4,259","6,422","4,430","5,995","4,973","5,919","6,649","7,258","7,831","8,746","10,032","7,219","16,615","3,442","15,030","2,164","9,725","1,791","9,455","1,287","8,666",632,"4,700",161,"1,563",0,2,0,0,0,0,2020-03-03 12:13:59
2020-02,8호선,2823,남한산성입구(성남법원.검찰청),24,0,"9,054","1,268","17,745","4,559","44,552","9,873","61,020","19,522","31,252","11,241","17,707","8,627","15,738","8,521","15,618","9,031","15,262","11,059","14,355","11,311","13,142","14,925","13,478","16,781","17,006","22,062","21,290","39,247","10,351","35,936","6,378","20,864","4,959","19,938","3,285","19,638","1,688","11,572",313,"3,707",0,2,0,0,0,0,2020-03-03 12:13:59
2020-02,8호선,2824,단대오거리,2,0,"7,866","1,510","12,944","5,166","32,677","9,738","41,260","17,062","21,259","8,583","13,018","6,804","12,406","6,662","12,670","8,000","12,529","8,532","11,106","10,040","10,803","12,314","11,529","16,012","14,461","18,058","20,255","32,645","10,465","29,384","6,249","18,141","5,115","15,184","3,627","14,126","1,767","9,153",320,"2,698",0,35,0,0,0,0,2020-03-03 12:13:59
2020-02,8호선,2825,신흥,0,0,"3,724",573,"5,334","2,307","11,664","2,942","15,495","5,635","8,991","4,657","6,054","4,860","5,508","4,677","5,962","5,767","6,228","6,801","6,300","7,715","6,485","7,882","7,293","9,325","7,501","10,103","7,681","15,747","4,853","13,991","4,045","8,387","3,419","7,678","2,498","6,051","1,277","3,944",303,"1,162",0,191,0,0,0,0,2020-03-03 12:13:59
2020-02,8호선,2826,수진,0,0,"3,148",490,"5,716","2,213","13,665","2,621","20,305","6,653","11,564","6,083","7,026","5,359","6,457","5,637","7,276","4,925","7,811","6,924","7,068","6,860","7,524","7,747","8,065","7,435","7,981","8,766","7,931","14,291","4,835","12,670","3,982","7,408","3,052","7,254","2,325","6,781","1,172","4,097",219,"1,352",2,190,0,0,0,0,2020-03-03 12:13:59
2020-02,8호선,2827,모란,20,0,"1,732",485,"2,436","2,758","8,183","3,518","11,318","6,047","6,042","4,221","4,824","3,943","5,259","4,550","6,166","4,239","6,624","5,189","7,041","5,047","7,634","5,588","8,214","5,646","8,532","6,255","9,326","9,223","5,539","6,283","4,135","3,781","3,990","3,688","3,572","3,198","2,308","1,922",608,"1,027",0,321,0,0,0,0,2020-03-03 12:13:59
2020-02,9호선,4101,개화,1,0,"1,821",163,"5,159","1,875","12,226","2,686","8,773","4,825","3,523","2,368","2,353","1,526","2,128","1,588","2,015","1,554","1,997","1,488","1,889","1,492","2,260","1,778","2,971","1,825","4,610","2,527","5,226","4,454","2,305","5,405","1,622","3,283","1,073","2,140",369,"1,956",296,"1,257",116,501,1,65,0,0,0,0,2020-03-03 12:13:59
2020-02,9호선,4102,김포공항,26,0,"1,499","1,955","3,233","10,377","8,109","14,909","10,544","18,522","7,438","14,195","6,857","13,950","8,126","14,179","7,982","15,610","9,779","17,746","10,808","16,381","12,439","15,413","11,641","17,526","14,987","19,493","19,963","21,963","14,257","16,414","13,470","7,224","12,204","4,241","12,177","3,236","2,655","2,080",149,"1,191",0,21,0,0,0,0,2020-03-03 12:13:59
2020-02,9호선,4103,공항시장,0,0,"2,784",279,"3,942","1,229","8,001","1,585","9,110","3,481","5,406","2,560","3,912","2,538","3,862","2,573","4,053","2,942","3,775","3,468","3,592","3,679","3,603","4,512","3,492","5,231","3,797","6,224","4,163","9,410","2,613","9,647","2,244","6,223","1,891","5,072","1,554","4,799",803,"3,707",163,"1,548",0,2,0,0,0,0,2020-03-03 12:13:59
2020-02,9호선,4104,신방화,2,0,"3,977",666,"9,915","2,534","24,452","3,268","25,563","8,216","13,341","5,560","8,923","5,037","7,864","5,262","8,600","6,639","8,743","6,830","7,557","6,764","7,691","9,066","7,709","9,281","8,019","11,863","9,490","21,952","5,389","21,440","4,104","12,393","3,649","10,843","2,967","9,775","1,218","6,363",213,"2,323",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,9호선,4105,마곡나루,7,2,"3,153",637,"7,466","6,063","23,653","8,468","26,537","29,665","12,307","17,015","8,481","9,942","8,657","7,785","10,135","9,003","10,863","9,588","10,578","9,771","11,662","10,392","13,520","11,235","20,006","16,035","30,134","28,375","15,244","27,028","12,150","15,352","12,410","12,604","10,375","12,672","5,554","8,644",807,"3,133",1,157,0,0,0,0,2020-03-03 12:13:59
2020-02,9호선,4106,양천향교,3,0,"3,885",885,"8,077","5,021","25,205","7,573","26,134","33,454","13,365","12,211","9,118","6,347","9,325","6,044","10,055","6,964","9,646","7,677","9,406","8,734","10,285","8,788","11,161","10,035","15,106","13,467","27,089","22,469","10,365","23,034","6,353","14,779","5,766","11,914","3,855","12,561","1,747","8,812",412,"2,947",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,9호선,4107,가양,38,0,"12,661","1,427","20,946","7,735","68,002","19,681","71,254","37,301","38,174","22,774","24,955","14,720","23,849","15,531","24,958","15,453","24,068","19,479","22,120","20,987","22,599","23,237","24,627","27,493","31,780","33,654","40,976","59,683","19,791","59,604","14,151","33,534","12,064","30,753","9,130","28,077","3,924","17,679",711,"5,861",1,148,0,0,0,0,2020-03-03 12:13:59
2020-02,9호선,4108,증미,1,1,"1,790",721,"5,880","2,702","17,686","6,619","18,621","31,805","9,461","10,476","6,940","5,974","6,937","5,190","7,189","6,119","7,682","6,802","7,253","7,106","8,056","8,202","8,680","8,150","11,054","9,233","28,174","17,824","9,072","17,201","5,641","8,291","4,907","7,763","3,509","6,489","1,446","4,405",193,"1,291",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,9호선,4109,등촌,6,0,"4,366",758,"10,937","4,570","33,502","7,025","43,284","16,065","18,743","9,905","12,679","7,703","12,108","7,843","12,449","9,066","12,422","10,821","11,619","10,992","11,739","13,670","12,876","14,462","14,269","20,169","17,031","34,233","8,615","32,983","6,508","18,102","5,510","13,860","4,360","13,502","2,414","9,016",428,"2,625",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,9호선,4110,염창,18,1,"9,537",556,"21,394","4,205","68,143","7,004","76,419","20,418","38,417","10,770","21,793","8,954","18,785","8,728","19,897","11,463","19,269","12,947","15,881","14,171","15,286","17,166","15,389","20,366","17,975","32,954","23,931","60,511","12,812","59,563","9,128","35,832","8,277","29,546","6,579","28,870","3,499","18,973",574,"5,799",0,830,0,0,0,0,2020-03-03 12:13:59
2020-02,9호선,4111,신목동,0,0,"1,631",283,"4,611","1,638","16,551","2,308","16,149","4,502","7,115","2,840","4,359","1,928","3,936","2,345","4,079","2,736","4,138","3,337","3,656","3,160","3,582","3,317","4,244","4,453","4,893","5,840","5,524","11,851","2,817","11,190","1,861","5,928","1,727","6,033","1,685","5,577",690,"3,462",191,"1,353",0,76,0,0,0,0,2020-03-03 12:13:59
2020-02,9호선,4112,선유도,0,0,"1,671","1,525","4,415","4,393","16,228","9,240","18,789","35,485","8,458","14,107","5,705","5,795","5,958","5,436","6,759","5,034","6,654","5,941","6,925","6,179","7,181","6,350","8,893","7,180","15,607","8,787","31,991","15,870","12,399","14,010","6,556","7,370","5,578","6,311","4,290","6,077","1,797","3,766",310,"1,537",0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,9호선,4113,당산,27,1,"6,375","1,359","15,052","6,527","43,957","12,952","55,474","38,583","30,698","21,243","20,468","14,417","20,759","15,660","22,695","16,034","22,270","17,972","20,603","18,204","20,502","19,338","22,592","21,881","30,059","34,015","44,071","59,049","24,453","49,164","18,306","29,272","17,265","25,939","15,205","25,940","8,207","16,694","1,387","4,809",0,250,0,0,0,0,2020-03-03 12:13:59
2020-02,9호선,4114,국회의사당,5,0,816,"1,488","1,838","8,007","3,205","37,399","5,730","140,130","5,668","59,985","6,735","21,544","9,682","15,792","11,956","14,062","14,753","15,705","17,096","11,938","19,276","9,290","23,196","8,349","57,893","10,173","105,760","10,132","38,216","6,767","22,823","4,160","21,056","3,421","13,622","2,953","4,914","1,829",798,592,0,0,0,0,0,0,2020-03-03 12:13:59
2020-02,9호선,4115,여의도,6,0,"2,118","1,918","3,750","20,077","7,997","103,287","9,890","145,799","9,612","55,785","9,676","20,648","14,223","20,035","14,610","17,819","18,870","19,738","19,840","17,120","24,295","15,308","32,264","14,840","92,762","16,746","131,072","21,622","58,023","15,572","37,479","8,475","34,476","7,088","22,457","6,603","7,723","3,881","1,100","1,715",0,193,0,0,0,0,2020-03-03 12:13:59
2020-02,9호선,4116,샛강,12,1,"1,019",838,"1,929","4,457","3,776","12,157","5,149","28,155","3,681","12,893","3,339","6,932","4,033","6,154","4,695","5,461","5,420","5,939","5,999","5,977","7,236","5,106","8,626","5,399","15,054","6,628","25,645","10,435","10,197","6,602","7,194","3,944","6,546","2,898","5,472","2,916","2,645","1,731",629,721,0,9,0,0,0,0,2020-03-03 12:13:59
